TransactionID,Region,GeoZone,DeliveryDistance,DeliveryTime,ShippingMethod,LocalTaxRate,OrderValue,ProductCategory,CustomerID,WarehouseID,DeliveryStatus,DeliveryDate,OrderDate,DeliveryPartner,ShippingCost,HandlingFee,IsGift,GiftWrap,CustomerRegion
TXN005749,Central,Rural,59.28,4,Express,0.09,922.71,Electronics,CUST01918,WH008,Delivered,2023-06-07,2023-01-29,Local,46.24,1.05,False,False,North
TXN005750,North,Rural,33.1,12,Same Day,0.15,857.29,Books,CUST01924,WH014,Delayed,2022-11-29,2022-07-09,Local,46.71,7.12,False,False,East
TXN005751,South,Rural,41.16,2,Express,0.12,977.34,Electronics,CUST00423,WH042,Returned,2022-10-30,2022-02-06,DHL,9.7,7.04,False,True,West
TXN005752,West,Suburban,72.16,14,Same Day,0.07,216.17,Electronics,CUST00277,WH009,Returned,2023-01-08,2023-01-05,FedEx,30.24,10.44,True,False,South
TXN005753,East,Suburban,18.98,14,Standard,0.12,634.37,Electronics,CUST01631,WH035,Delivered,2023-10-04,2023-08-28,Local,18.29,17.39,True,True,East
TXN005754,West,Rural,21.21,9,Standard,0.05,751.92,Electronics,CUST02284,WH037,Delayed,2022-01-31,2022-12-29,DHL,30.67,8.7,False,False,East
TXN005755,North,Rural,29.0,9,Standard,0.12,393.01,Electronics,CUST00045,WH039,Delayed,2022-03-20,2023-05-29,Local,7.56,9.52,False,False,South
TXN005756,Central,Urban,58.08,4,Same Day,0.11,506.72,Clothing,CUST02162,WH007,Delivered,2023-05-19,2023-09-04,DHL,48.66,12.94,True,False,South
TXN005757,Central,Urban,29.27,14,Same Day,0.1,107.9,Clothing,CUST02966,WH011,Delivered,2023-12-24,2023-12-02,DHL,26.98,8.21,True,False,South
TXN005758,East,Urban,59.62,8,Express,0.1,405.27,Books,CUST01471,WH018,Delivered,2023-08-16,2023-05-01,FedEx,48.87,12.61,True,True,West
TXN005759,North,Urban,64.2,3,Standard,0.06,964.7,Books,CUST02179,WH021,Delayed,2023-12-02,2023-02-03,Local,48.71,2.4,True,True,South
TXN005760,North,Suburban,52.14,8,Standard,0.06,349.96,Electronics,CUST01757,WH043,Delayed,2022-08-01,2022-09-05,Local,35.87,19.68,False,False,West
TXN005761,South,Rural,80.78,4,Express,0.08,172.63,Clothing,CUST00139,WH030,Returned,2023-05-26,2022-03-19,Local,32.5,18.72,True,False,North
TXN005762,South,Urban,61.26,12,Express,0.07,906.68,Home,CUST02389,WH038,Returned,2022-05-15,2023-07-05,FedEx,43.67,11.83,False,False,East
TXN005763,South,Rural,24.43,3,Same Day,0.08,108.81,Electronics,CUST00550,WH025,Returned,2023-11-05,2023-05-19,DHL,12.75,12.45,True,True,North
TXN005764,West,Rural,98.25,13,Standard,0.15,224.99,Electronics,CUST02002,WH004,Returned,2023-01-31,2022-02-16,Local,44.09,11.02,False,True,South
TXN005765,Central,Suburban,49.9,1,Standard,0.13,981.16,Clothing,CUST00328,WH036,Returned,2022-12-22,2023-02-01,UPS,7.05,5.81,True,False,West
TXN005766,North,Suburban,4.29,7,Same Day,0.07,683.83,Home,CUST02021,WH034,Delivered,2023-08-17,2022-11-06,FedEx,48.08,5.78,False,True,West
TXN005767,Central,Rural,19.39,4,Express,0.05,343.5,Clothing,CUST01239,WH022,Returned,2023-07-05,2022-01-02,Local,26.68,19.52,True,False,South
TXN005768,West,Suburban,68.69,4,Standard,0.06,665.04,Books,CUST01465,WH023,Returned,2022-10-21,2023-04-15,UPS,31.04,11.34,True,False,North
TXN005769,West,Urban,12.73,2,Standard,0.08,756.27,Home,CUST00532,WH026,Delayed,2023-11-07,2023-05-31,FedEx,5.05,8.5,False,True,South
TXN005770,East,Suburban,40.82,14,Same Day,0.07,277.17,Books,CUST00232,WH021,Delayed,2022-10-06,2023-07-10,UPS,39.18,8.07,False,True,South
TXN005771,South,Suburban,22.29,6,Same Day,0.1,623.82,Electronics,CUST02800,WH034,Returned,2023-01-25,2023-03-21,UPS,27.67,15.36,False,False,North
TXN005772,West,Suburban,50.5,2,Standard,0.12,751.47,Electronics,CUST00126,WH031,Delivered,2023-03-27,2022-02-22,DHL,25.27,14.89,True,True,East
TXN005773,West,Urban,3.63,11,Standard,0.06,78.31,Electronics,CUST01085,WH024,Delayed,2022-12-11,2022-09-08,Local,11.5,19.26,False,False,South
TXN005774,East,Suburban,14.3,6,Express,0.11,720.26,Books,CUST00862,WH022,Returned,2022-06-15,2023-10-21,UPS,23.92,6.2,False,True,East
TXN005775,East,Rural,87.87,13,Express,0.12,852.81,Home,CUST01246,WH018,Delivered,2022-01-31,2023-07-07,DHL,8.42,17.97,True,False,West
TXN005776,West,Suburban,14.21,4,Express,0.12,543.71,Books,CUST00369,WH023,Delayed,2023-09-01,2022-07-06,Local,7.04,19.97,False,False,South
TXN005777,East,Rural,37.5,12,Same Day,0.11,905.17,Books,CUST01006,WH032,Returned,2022-04-12,2022-10-18,Local,27.51,12.2,True,False,West
TXN005778,North,Urban,20.68,1,Same Day,0.1,377.49,Clothing,CUST01213,WH050,Delivered,2022-05-05,2023-11-25,FedEx,13.44,16.54,True,True,South
TXN005779,Central,Rural,1.9,10,Standard,0.07,964.32,Electronics,CUST02468,WH006,Returned,2022-05-22,2022-01-15,DHL,23.62,3.46,True,True,West
TXN005780,Central,Urban,6.33,14,Standard,0.14,634.41,Clothing,CUST01457,WH006,Returned,2023-04-20,2022-08-16,UPS,33.73,12.97,True,True,North
TXN005781,West,Urban,79.28,9,Express,0.06,659.22,Electronics,CUST00829,WH005,Returned,2022-05-19,2023-04-23,FedEx,11.39,14.65,False,False,North
TXN005782,North,Urban,72.06,4,Express,0.08,915.24,Books,CUST02651,WH002,Delivered,2022-06-19,2023-11-23,FedEx,45.12,16.61,False,False,South
TXN005783,West,Urban,45.05,6,Same Day,0.06,828.1,Clothing,CUST00242,WH002,Delayed,2022-05-17,2022-08-08,DHL,34.4,4.83,False,True,South
TXN005784,East,Suburban,89.67,7,Same Day,0.08,927.12,Clothing,CUST00962,WH037,Delayed,2023-07-24,2023-12-15,UPS,15.26,12.31,True,False,South
TXN005785,East,Suburban,15.95,11,Express,0.11,909.18,Books,CUST01091,WH029,Returned,2022-01-15,2022-01-16,UPS,17.74,8.42,False,True,East
TXN005786,South,Suburban,7.83,4,Express,0.1,491.37,Electronics,CUST02352,WH006,Returned,2022-01-19,2023-10-16,Local,25.02,13.99,False,False,North
,Central,Urban,78.51,12,Standard,0.07,638.05,Clothing,CUST01145,WH020,Returned,2023-08-05,2023-08-28,DHL,14.44,5.46,False,True,West
TXN005788,Central,Urban,3.03,9,Express,0.05,63.81,Books,CUST01618,WH049,Delayed,2023-10-16,2022-11-24,UPS,18.65,4.44,False,True,West
TXN005789,North,Urban,14.93,3,Express,0.07,172.72,Books,CUST01964,WH045,Delayed,2023-04-27,2023-02-19,DHL,8.27,3.92,True,True,North
TXN005790,South,Rural,36.28,5,Same Day,0.11,661.19,Electronics,CUST00885,WH009,Delivered,2023-01-31,2022-07-24,Local,35.15,10.46,False,False,East
TXN005791,South,Suburban,19.78,5,Standard,0.11,429.13,Books,CUST02078,WH016,Returned,2022-10-12,2022-03-11,FedEx,41.18,5.26,False,True,South
TXN005792,Central,Urban,64.91,6,Standard,0.06,772.04,Books,CUST01830,WH043,Returned,2022-08-04,2023-02-22,UPS,44.5,4.35,True,False,South
TXN005793,West,Urban,47.73,11,Standard,0.1,241.97,Clothing,CUST00118,WH026,Returned,2022-03-24,2023-01-03,Local,21.8,13.59,True,False,South
TXN005794,Central,Suburban,77.69,13,Standard,0.05,499.13,Electronics,CUST00563,WH042,Delayed,2022-02-13,2023-02-09,UPS,28.91,19.22,False,False,North
TXN005795,East,Suburban,48.61,2,Express,0.06,658.27,Electronics,CUST01277,WH042,Delivered,2023-09-23,2023-03-08,Local,47.51,16.29,False,True,East
TXN005796,East,Suburban,19.53,9,Standard,0.07,591.73,Clothing,CUST00756,WH004,Returned,2022-03-07,2022-12-03,UPS,16.84,1.84,True,True,West
TXN005797,North,Rural,20.82,13,Standard,0.09,362.2,Home,CUST00841,WH029,Delivered,2023-04-24,2022-07-23,Local,37.42,18.65,False,False,West
TXN005798,South,Suburban,41.3,8,Same Day,0.06,304.54,Home,CUST00767,WH041,Delayed,2022-04-20,2023-04-07,Local,20.6,5.5,False,False,West
TXN005799,South,Rural,55.24,6,Standard,0.13,46.66,Home,CUST02154,WH042,Delayed,2023-10-13,2022-06-01,UPS,17.88,14.92,True,False,North
TXN005800,North,Suburban,72.33,1,Standard,0.1,422.55,Home,CUST00928,WH008,Returned,2023-12-03,2023-05-13,FedEx,37.54,18.47,False,True,East
TXN005801,West,Rural,28.19,9,Express,0.09,30.79,Home,CUST01000,WH012,Returned,2023-01-23,2022-05-24,FedEx,37.71,2.35,False,False,South
TXN005802,North,Suburban,30.93,11,Express,0.14,282.04,Home,CUST00845,WH020,Delayed,2023-01-18,2023-09-10,DHL,17.15,19.88,True,True,East
TXN005803,North,Rural,82.02,7,Standard,0.14,886.01,Electronics,CUST00519,WH014,Delivered,2022-01-03,2023-02-07,UPS,28.3,3.11,True,True,East
TXN005804,East,Rural,67.05,8,Standard,0.12,21.12,Books,CUST00648,WH012,Delivered,2023-07-23,2023-03-26,DHL,48.22,12.08,True,True,North
TXN005805,East,Suburban,73.64,4,Express,0.1,312.15,Clothing,CUST00243,WH020,Delivered,2023-05-26,2023-01-02,FedEx,36.2,2.69,False,False,West
TXN005806,North,Suburban,79.24,14,Same Day,0.05,470.69,Clothing,CUST02619,WH048,Returned,2023-10-10,2023-10-03,UPS,31.14,12.85,False,False,South
TXN005807,North,Rural,8.41,4,Standard,0.12,687.14,Electronics,CUST01353,WH048,Delayed,2022-12-07,2023-01-25,DHL,48.05,11.8,False,False,East
TXN005808,East,Rural,2.35,1,Standard,0.1,467.02,Clothing,CUST00371,WH039,Returned,2023-09-12,2022-09-11,UPS,36.93,17.57,True,False,North
TXN005809,Central,Suburban,77.63,1,Same Day,0.07,723.11,Books,CUST00385,WH048,Delayed,2022-11-29,2023-03-12,UPS,47.2,3.49,False,False,South
TXN005810,Central,Urban,54.89,8,Express,0.06,460.54,Clothing,CUST00092,WH001,Delayed,2023-12-18,2022-03-22,Local,28.39,1.27,False,False,West
TXN005811,North,Urban,57.93,11,Express,0.07,741.24,Clothing,CUST02977,WH036,Delivered,2023-06-10,2023-12-29,UPS,36.41,6.33,True,False,South
TXN005812,North,Urban,89.4,8,Express,0.14,226.61,Clothing,CUST00992,WH004,Delivered,2022-04-06,2023-02-20,UPS,49.0,6.7,True,True,West
TXN005813,North,Rural,95.71,7,Standard,0.06,193.91,Home,CUST00234,WH008,Delivered,2023-02-03,2023-08-22,FedEx,21.02,10.08,True,False,East
,North,Rural,86.24,3,Express,0.07,108.53,Electronics,CUST01662,WH036,Delayed,2022-02-10,2023-11-06,UPS,20.79,5.99,True,False,South
TXN005815,South,Rural,24.57,9,Same Day,0.12,541.83,Home,CUST02552,WH038,Returned,2023-08-09,2023-06-19,DHL,21.6,6.96,False,False,North
TXN005816,North,Rural,55.51,11,Same Day,0.14,182.2,Electronics,CUST00947,WH001,Returned,2022-09-11,2022-04-17,UPS,42.86,4.4,True,True,North
TXN005817,West,Suburban,23.82,9,Same Day,0.05,123.06,Books,CUST01261,WH030,Returned,2022-11-11,2022-10-08,DHL,20.58,19.33,False,True,East
TXN005818,Central,Suburban,38.89,11,Standard,0.07,649.68,Books,CUST02385,WH032,Returned,2023-01-30,2022-04-19,DHL,29.02,10.37,False,True,South
TXN005819,North,Rural,29.54,1,Express,0.06,199.82,Electronics,CUST00794,WH003,Delayed,2022-09-12,2023-06-02,DHL,22.45,15.44,False,False,South
TXN005820,North,Rural,52.48,12,Standard,0.09,503.53,Electronics,CUST01501,WH027,Returned,2023-06-02,2023-05-01,DHL,13.92,11.75,False,True,South
TXN005821,East,Rural,57.24,8,Express,0.11,453.19,Home,CUST01955,WH025,Returned,2022-08-03,2022-05-16,UPS,17.61,16.77,True,False,West
TXN005822,South,Urban,53.73,4,Standard,0.08,430.84,Clothing,CUST00554,WH029,Returned,2022-01-03,2022-12-19,FedEx,17.9,16.16,True,True,West
TXN005823,West,Urban,6.99,14,Same Day,0.12,182.94,Books,CUST02748,WH026,Returned,2023-02-06,2023-09-15,Local,27.97,6.93,False,True,East
TXN005824,East,Rural,39.31,9,Standard,0.13,478.26,Books,CUST01237,WH031,Delayed,2023-11-07,2023-01-12,DHL,6.15,3.18,False,False,West
TXN005825,West,Suburban,33.44,10,Express,0.12,969.61,Books,CUST01293,WH015,Delivered,2023-01-25,2022-08-28,Local,16.94,19.48,False,False,West
TXN005826,North,Rural,44.05,6,Express,0.12,805.15,Home,CUST02144,WH042,Delayed,2023-12-18,2023-10-20,Local,18.98,18.58,False,True,West
TXN005827,East,Rural,47.53,4,Same Day,0.05,59.0,Home,CUST02761,WH013,Delivered,2023-10-03,2023-04-21,DHL,9.65,11.34,True,True,East
TXN005828,West,Urban,94.81,8,Express,0.12,154.3,Electronics,CUST02361,WH014,Delayed,2022-04-21,2023-03-28,DHL,24.66,15.34,False,True,South
TXN005829,North,Suburban,19.21,11,Express,0.06,189.65,Books,CUST01152,WH026,Delayed,2023-06-14,2023-04-14,UPS,31.58,12.36,False,True,West
TXN005830,Central,Rural,93.65,5,Standard,0.11,101.35,Clothing,CUST02430,WH035,Delayed,2022-04-01,2023-04-07,UPS,9.39,10.78,True,False,West
TXN005831,North,Suburban,60.13,11,Standard,0.13,669.41,Home,CUST02072,WH035,Delayed,2023-10-03,2023-08-03,UPS,38.27,15.83,True,True,North
TXN005832,North,Suburban,97.58,11,Same Day,0.12,67.03,Books,CUST02087,WH018,Delayed,2023-07-26,2023-11-25,Local,19.13,13.55,False,False,West
TXN005833,West,Suburban,21.83,1,Same Day,0.07,997.42,Home,CUST00307,WH028,Returned,2022-09-22,2023-05-05,FedEx,39.04,12.52,True,True,North
TXN005834,Central,Rural,51.03,11,Express,0.06,502.07,Books,CUST00183,WH014,Delayed,2022-12-26,2022-09-02,DHL,10.94,10.47,True,False,North
TXN005835,North,Suburban,72.15,9,Express,0.05,495.24,Books,CUST00523,WH005,Delayed,2022-07-30,2023-03-09,FedEx,20.49,15.57,True,True,North
TXN005836,Central,Urban,56.91,1,Standard,0.1,181.94,Clothing,CUST00264,WH033,Returned,2023-11-11,2023-03-31,FedEx,16.02,18.69,False,False,North
TXN005837,West,Urban,15.74,10,Standard,0.06,220.09,Books,CUST00322,WH050,Delivered,2023-11-25,2023-10-26,UPS,47.17,1.56,False,True,South
TXN005838,Central,Urban,30.27,4,Same Day,0.11,296.78,Electronics,CUST00848,WH015,Returned,2023-06-02,2022-09-09,UPS,26.15,13.5,True,True,West
TXN005839,Central,Suburban,35.02,11,Express,0.06,926.34,Home,CUST00849,WH036,Delayed,2023-07-28,2022-09-19,FedEx,13.11,19.54,True,True,North
TXN005840,East,Urban,66.84,1,Express,0.11,447.72,Clothing,CUST01867,WH045,Delayed,2022-03-30,2022-04-11,FedEx,40.45,5.19,True,True,East
TXN005841,East,Urban,78.42,10,Standard,0.15,676.62,Books,CUST00909,WH013,Delivered,2022-12-12,2022-11-25,Local,45.2,14.09,True,False,West
TXN005842,Central,Suburban,65.68,13,Standard,0.07,263.85,Books,CUST02921,WH028,Returned,2023-10-15,2022-05-06,FedEx,40.6,1.62,False,False,East
TXN005843,South,Suburban,33.67,4,Same Day,0.12,397.46,Electronics,CUST01462,WH037,Returned,2023-08-04,2022-05-20,DHL,12.2,5.5,True,False,South
TXN005844,North,Rural,62.38,1,Standard,0.08,88.1,Clothing,CUST00189,WH005,Delayed,2022-11-08,2022-01-20,UPS,25.67,6.26,False,True,West
TXN005845,South,Urban,4.09,2,Same Day,0.11,922.9,Home,CUST00481,WH020,Delivered,2022-01-30,2023-09-22,DHL,43.77,16.63,True,False,West
TXN005846,South,Suburban,54.82,1,Express,0.08,664.92,Books,CUST02301,WH034,Delayed,2022-05-22,2022-03-19,DHL,33.85,11.55,False,True,North
TXN005847,North,Suburban,52.61,10,Express,0.08,20.61,Home,CUST01590,WH044,Delivered,2023-12-15,2022-07-24,FedEx,30.01,14.19,True,True,East
TXN005848,South,Suburban,18.78,4,Express,0.1,607.04,Books,CUST01845,WH040,Delayed,2023-09-11,2023-10-24,Local,7.12,14.87,False,True,North
TXN005849,West,Urban,68.79,3,Standard,0.14,145.49,Electronics,CUST01559,WH034,Delayed,2023-05-26,2022-06-30,DHL,6.47,9.3,False,True,East
TXN005850,Central,Suburban,89.69,13,Same Day,0.05,830.89,Home,CUST00624,WH017,Delivered,2023-04-10,2022-10-01,FedEx,17.82,1.35,True,False,West
TXN005851,East,Rural,52.65,12,Express,0.08,497.15,Electronics,CUST02389,WH005,Delivered,2023-12-05,2022-10-17,Local,31.7,16.61,True,True,West
TXN005852,East,Rural,53.11,14,Express,0.06,197.59,Home,CUST00636,WH022,Returned,2023-07-18,2022-02-26,UPS,19.57,16.08,True,True,South
TXN005853,Central,Rural,23.81,11,Standard,0.08,23.01,Home,CUST01697,WH016,Delivered,2022-11-14,2022-12-22,FedEx,24.86,4.7,True,True,South
TXN005854,Central,Urban,92.01,2,Express,0.09,791.29,Books,CUST02363,WH014,Delivered,2023-11-06,2023-10-18,UPS,39.26,2.81,False,True,West
TXN005855,Central,Rural,84.84,10,Express,0.1,785.62,Electronics,CUST01319,WH041,Delivered,2022-07-14,2023-06-20,UPS,39.61,14.81,False,True,West
TXN005856,North,Rural,47.24,14,Express,0.06,84.36,Home,CUST02664,WH017,Returned,2022-06-15,2022-07-18,DHL,45.72,1.48,False,False,South
TXN005857,North,Urban,11.97,9,Same Day,0.11,518.26,Clothing,CUST01033,WH006,Delivered,2023-11-14,2022-09-14,UPS,16.19,6.61,False,True,South
TXN005858,West,Urban,95.32,8,Same Day,0.14,829.0,Electronics,CUST02859,WH004,Delivered,2022-06-13,2023-05-18,DHL,8.57,16.21,True,False,South
TXN005859,South,Suburban,53.34,2,Standard,0.11,259.9,Clothing,CUST01712,WH001,Returned,2022-02-13,2023-12-30,FedEx,25.55,11.49,False,True,East
TXN005860,South,Suburban,25.67,5,Same Day,0.13,210.37,Electronics,CUST00804,WH022,Returned,2023-11-18,2023-11-22,FedEx,6.84,19.26,True,False,North
TXN005861,East,Suburban,52.9,5,Express,0.07,393.03,Books,CUST00987,WH041,Delayed,2023-09-22,2023-03-08,FedEx,43.1,1.12,False,False,West
TXN005862,South,Rural,33.33,3,Standard,0.12,235.46,Clothing,CUST01051,WH045,Returned,2023-08-18,2023-08-15,DHL,12.78,19.33,False,True,South
TXN005863,East,Rural,76.84,3,Same Day,0.06,618.32,Books,CUST00362,WH040,Returned,2022-03-20,2023-10-02,FedEx,9.11,15.34,False,False,North
TXN005864,Central,Suburban,53.18,8,Express,0.1,863.0,Books,CUST00197,WH014,Returned,2022-01-17,2022-04-03,Local,32.65,11.45,False,True,South
TXN005865,Central,Suburban,89.24,5,Express,0.08,538.06,Electronics,CUST02808,WH019,Delivered,2023-01-30,2023-05-12,DHL,37.4,10.81,False,False,North
TXN005866,East,Urban,69.31,7,Same Day,0.1,314.25,Home,CUST00804,WH004,Delivered,2022-03-07,2023-05-27,FedEx,26.82,6.53,False,True,South
TXN005867,North,Rural,61.52,10,Same Day,0.1,34.1,Electronics,CUST01491,WH040,Delivered,2023-01-04,2023-01-07,Local,21.46,16.08,False,False,West
TXN005868,North,Suburban,77.87,4,Same Day,0.06,369.8,Books,CUST02057,WH005,Delayed,2022-02-21,2023-01-16,FedEx,22.54,6.52,False,True,North
TXN005869,East,Suburban,19.38,3,Express,0.15,660.18,Home,CUST01458,WH017,Delayed,2022-04-01,2023-02-20,DHL,23.31,6.71,False,False,South
TXN005870,North,Suburban,45.07,10,Same Day,0.1,926.95,Home,CUST02519,WH002,Returned,2022-06-07,2022-12-05,DHL,40.58,14.03,True,True,West
TXN005871,West,Suburban,69.24,5,Same Day,0.1,832.0,Books,CUST00063,WH045,Returned,2023-01-31,2023-06-08,FedEx,18.2,3.29,True,False,North
TXN005872,12/05/2023,Rural,43.44,10,Same Day,0.09,184.69,Clothing,CUST02480,WH024,Delayed,2023-10-03,2022-11-03,UPS,38.63,8.38,False,False,North
TXN005873,West,Suburban,16.89,7,Express,0.07,436.71,Electronics,CUST01327,WH011,Returned,2022-10-18,2022-01-19,DHL,47.68,16.84,True,False,South
TXN005874,Central,Rural,22.35,2,Standard,0.14,750.19,Electronics,CUST00021,WH025,Delivered,2022-01-14,2022-06-20,UPS,46.2,1.86,True,True,East
TXN005875,West,Suburban,41.28,7,Express,0.06,205.03,Clothing,CUST01849,WH027,Delayed,2022-07-26,2023-01-19,Local,37.99,7.5,True,False,North
TXN005876,North,Urban,84.55,5,Same Day,0.14,613.04,Books,CUST02050,WH034,Returned,2023-01-26,2023-09-10,DHL,42.27,1.34,True,False,West
TXN005877,North,Suburban,31.85,9,Same Day,0.06,423.7,Home,CUST00773,WH028,Delivered,2022-11-02,2023-10-25,FedEx,15.07,3.07,True,False,South
TXN005878,South,Rural,3.54,14,Standard,0.06,206.86,Clothing,CUST02317,WH044,Delayed,2022-02-11,2022-10-13,DHL,32.66,12.49,False,False,North
TXN005879,East,Suburban,46.71,7,Standard,0.08,268.49,Electronics,CUST01882,WH007,Delayed,2022-08-30,2022-10-02,FedEx,45.66,8.92,False,False,North
TXN005880,North,Suburban,45.52,10,Express,0.12,58.6,Clothing,CUST00847,WH001,Returned,2023-03-20,2022-06-04,UPS,31.14,12.92,False,False,West
TXN005881,West,Urban,78.27,3,Same Day,0.15,386.36,Books,CUST01610,WH019,Returned,2022-04-08,2022-02-08,FedEx,38.6,11.75,False,True,West
TXN005882,South,Urban,28.0,13,Express,0.12,924.47,Home,CUST02110,WH049,Delayed,2022-09-16,2023-02-27,UPS,14.93,7.53,False,True,North
TXN005883,North,Urban,21.82,9,Express,0.08,559.41,Books,CUST02366,WH038,Delivered,2023-11-26,2023-08-09,UPS,48.92,4.53,True,False,West
TXN005884,North,Rural,81.87,7,Standard,0.14,821.16,Books,CUST02445,WH004,Delivered,2022-01-16,2022-01-12,FedEx,45.29,16.83,False,False,East
TXN005885,East,Urban,97.88,8,Standard,0.11,384.49,Clothing,CUST00186,WH021,Delivered,2023-06-13,2022-12-07,FedEx,12.79,8.35,False,True,West
TXN005886,Central,Rural,57.15,1,Express,0.15,174.13,Clothing,CUST01198,WH049,Delivered,2023-11-23,2023-03-09,UPS,14.5,8.92,False,True,South
TXN005887,West,Suburban,80.8,14,Same Day,0.1,704.63,Books,CUST00691,WH009,Returned,2023-03-10,2023-03-30,UPS,22.38,16.46,True,True,East
TXN005888,North,Suburban,7.03,1,Express,0.1,876.09,Books,CUST02712,WH031,Delayed,2023-09-13,2022-03-15,FedEx,35.47,9.62,True,True,South
TXN005889,East,Urban,45.9,6,Same Day,0.08,770.36,Clothing,CUST01344,WH046,Delivered,2022-05-31,2022-10-30,UPS,11.02,5.92,True,False,South
TXN005890,Central,Urban,45.43,2,Same Day,0.12,663.42,Home,CUST00952,WH016,Returned,2023-08-18,2022-09-28,DHL,45.15,13.08,False,True,East
TXN005891,South,Suburban,4.1,7,Standard,0.09,461.62,Books,CUST00374,WH022,Delivered,2023-04-22,2023-03-13,DHL,43.28,8.52,False,False,North
TXN005892,East,Rural,67.31,13,Same Day,0.12,762.66,Books,CUST02278,WH029,Delayed,2022-05-11,2023-02-15,Local,37.42,7.76,True,True,North
TXN005893,East,Rural,39.26,2,Express,0.12,299.44,Electronics,CUST01743,WH033,Delivered,2022-06-21,2023-09-29,UPS,31.5,15.38,True,False,South
TXN005894,West,Rural,54.3,2,Standard,0.12,25.06,Clothing,CUST00744,WH003,Delayed,2022-09-24,2022-07-08,Local,20.9,7.93,True,False,East
TXN005895,South,Rural,15.6,1,Express,0.06,372.74,Home,CUST01296,WH029,Delayed,2022-10-07,2022-05-17,UPS,48.04,10.21,True,False,East
TXN005896,South,Rural,62.74,7,Same Day,0.12,649.4,Electronics,CUST00369,WH039,Delivered,2022-07-27,2023-12-26,UPS,31.34,2.46,False,False,East
TXN005897,North,Suburban,16.98,9,Standard,0.12,997.61,Electronics,CUST02052,WH022,Returned,2023-06-15,2023-11-27,Local,8.4,6.74,False,True,North
TXN005898,Central,Rural,57.97,6,Express,0.12,100.99,Home,CUST00045,WH041,Delivered,2022-02-26,2022-06-12,Local,6.49,19.34,False,True,East
TXN005899,West,Suburban,70.36,5,Same Day,0.1,432.94,Books,CUST00012,WH034,Returned,2022-02-16,2023-07-06,FedEx,7.38,12.9,False,True,North
TXN005900,West,Rural,73.09,12,Express,0.11,824.78,Electronics,CUST00190,WH015,Delivered,2023-12-01,2022-03-27,Local,19.45,11.37,False,False,West
TXN005901,South,Urban,32.02,4,Express,0.15,860.62,Home,CUST02592,WH047,Delayed,2023-08-27,2022-10-30,UPS,27.53,8.74,True,False,South
TXN005902,North,Suburban,45.75,11,Standard,0.06,638.35,Clothing,CUST02233,WH031,Delivered,2022-09-27,2023-01-26,DHL,36.56,10.92,False,False,South
TXN005903,Central,Rural,57.23,8,Express,0.11,785.01,Home,CUST01916,WH044,Delayed,2023-12-05,2023-02-07,FedEx,8.74,18.24,True,False,East
TXN005904,West,Suburban,85.94,7,Same Day,0.12,309.73,Books,CUST00811,WH033,Returned,2023-08-22,2022-06-04,Local,22.39,13.15,True,True,West
TXN005905,North,Urban,93.79,7,Express,0.14,960.4,Clothing,CUST00402,WH013,Returned,2023-02-28,2022-11-09,DHL,48.48,15.85,True,False,West
TXN005906,North,Rural,91.46,2,Standard,0.05,115.19,Home,CUST02648,WH016,Delivered,2023-05-31,2022-01-02,FedEx,19.56,6.44,False,True,East
TXN005907,Central,Rural,87.12,6,Same Day,0.1,988.89,Electronics,CUST00753,WH042,Delivered,2022-06-23,2022-01-07,UPS,35.99,9.33,True,True,South
TXN005908,East,Suburban,4.49,4,Express,0.09,533.38,Home,CUST01688,WH024,Returned,2023-04-16,2023-03-09,Local,48.27,4.04,False,False,South
TXN005909,Central,Suburban,52.89,2,Same Day,0.08,962.91,Clothing,CUST01795,WH015,Delayed,2023-03-31,2022-07-25,Local,36.32,1.48,False,False,North
TXN005910,West,Rural,65.68,14,Same Day,0.08,91.87,Electronics,CUST02565,WH045,Delayed,2022-01-13,2023-04-28,Local,9.59,17.35,False,True,East
TXN005911,Central,Rural,59.07,9,Standard,0.11,484.27,Books,CUST02188,WH030,Returned,2023-09-19,2022-11-06,Local,13.31,6.9,False,True,South
TXN005912,West,Suburban,78.38,14,Express,0.06,202.15,Clothing,CUST02574,WH042,Delayed,2023-07-17,2022-10-01,Local,41.35,11.73,True,False,North
TXN005913,Central,Suburban,92.03,13,Standard,0.12,559.11,Electronics,CUST01449,WH016,Delivered,2022-10-09,2023-03-21,FedEx,49.58,10.81,False,True,North
TXN005914,North,Rural,1.38,10,Standard,0.15,944.81,Clothing,CUST02895,WH030,Delivered,2022-11-15,2023-04-10,DHL,35.21,2.36,True,False,West
TXN005915,Central,Urban,46.28,3,Same Day,0.12,760.03,Clothing,CUST00217,WH022,Returned,2023-05-10,2022-09-12,DHL,14.37,6.01,False,False,East
TXN005916,South,Suburban,39.25,2,Standard,0.07,588.28,Electronics,CUST01506,WH023,Delivered,2023-12-09,2023-10-30,FedEx,8.97,5.16,False,False,East
TXN005917,Central,Suburban,2.67,14,Express,0.14,58.95,Electronics,CUST02303,WH033,Delayed,2023-02-12,2023-08-10,FedEx,27.09,16.87,True,True,West
TXN005918,East,Suburban,8.8,14,Standard,0.12,976.48,Electronics,CUST02982,WH016,Delayed,2023-04-09,2023-05-12,Local,40.25,14.13,False,False,West
