ProductID,Category,LaunchDate,Cost,Price,Margin,UnitsSold,StockLevel,BundleID,Rating,ReturnRate,SupplierID,WarrantyMonths,IsFeatured,Color,Size,Weight,Material,EcoFriendly,Season
PROD0079,Books,2023-08-25,31.37,295.5,264.13,465,288,BND071,3.7,0.23,SUP0144,12,True,Black,XL,3.29,Plastic,False,Spring
PROD0616,Electronics,2022-02-27,52.28,741.77,689.49,195,864,BND096,3.8,0.26,SUP0092,14,False,Black,S,1.16,Plastic,True,Winter
PROD0484,Clothing,2023-07-12,18.63,311.19,292.56,329,925,BND059,3.9,0.11,SUP0165,20,True,White,M,3.4,Wood,False,Fall
PROD0511,Books,2022-09-04,60.67,577.4,516.73,191,384,BND095,2.5,0.09,SUP0184,17,True,White,S,0.2,Plastic,True,Fall
PROD0999,Clothing,2022-07-12,162.93,951.85,788.9200000000001,409,255,BND008,4.2,0.25,SUP0039,21,True,Black,M,4.91,Plastic,True,Winter
PROD0406,Books,2022-04-12,285.4,858.17,572.77,106,566,BND037,1.3,0.23,SUP0057,23,True,Green,L,3.79,Metal,False,Winter
PROD0561,Books,2022-12-27,11.85,506.0,494.15,384,686,BND049,3.7,0.05,SUP0176,23,False,Red,S,3.78,Plastic,True,Spring
PROD0897,Clothing,2022-10-10,185.23,662.59,477.36,440,7,BND068,2.3,0.05,SUP0090,14,True,Black,S,2.47,Plastic,False,Summer
PROD0441,Home,2022-03-02,270.78,314.5,43.72000000000003,48,973,BND008,1.1,0.17,SUP0018,15,True,Blue,L,3.95,Metal,True,Winter
PROD0426,Books,2022-11-08,97.12,407.58,310.46,464,542,BND003,4.1,0.09,SUP0083,3,False,Black,XL,0.71,Wood,True,Summer
PROD0902,Toys,2022-03-02,186.39,23.56,-162.82999999999998,467,874,BND056,3.8,0.17,SUP0177,27,False,Blue,S,0.97,Fabric,True,Spring
PROD0607,Toys,2023-08-31,195.53,43.61,-151.92000000000002,53,951,BND087,3.9,0.24,SUP0086,35,True,White,XL,1.46,Plastic,True,Fall
PROD0460,Toys,2023-05-27,266.33,257.3,-9.029999999999973,129,256,BND085,1.6,0.13,SUP0135,11,False,Black,L,0.99,Fabric,False,Summer
PROD0507,Clothing,2022-02-24,112.21,221.1,108.89,183,680,BND017,3.9,0.03,SUP0167,11,False,Blue,S,0.43,Metal,True,Fall
PROD0340,Electronics,2023-10-06,90.76,222.44,131.68,210,868,BND088,4.6,0.28,SUP0150,31,False,Blue,L,3.95,Plastic,False,Winter
PROD0467,Electronics,2023-12-23,125.95,723.45,597.5,381,939,BND005,4.0,0.18,SUP0038,17,False,Red,S,3.75,Wood,False,Fall
PROD0759,Home,2023-12-03,11.5,988.95,977.45,36,162,BND018,3.4,0.09,SUP0160,23,True,Green,L,4.78,Metal,True,Summer
PROD0253,Clothing,2023-08-27,190.02,87.59,-102.43,107,191,BND084,2.2,0.15,SUP0163,23,True,Green,M,2.88,Fabric,True,Fall
PROD0368,Clothing,2022-08-20,137.76,160.52,22.76000000000002,137,564,BND083,2.1,0.06,SUP0021,2,False,Green,L,1.18,Plastic,True,Fall
PROD0439,Toys,2022-07-01,48.6,848.09,799.49,34,306,BND027,2.5,0.13,SUP0197,4,False,Red,M,1.43,Metal,True,Fall
PROD0494,Electronics,2023-09-19,215.45,462.29,246.84000000000003,41,502,BND072,1.6,0.25,SUP0114,11,True,Red,L,2.35,Fabric,False,Spring
PROD0361,Clothing,2022-07-12,120.48,980.48,860.0,289,385,BND006,1.2,0.0,SUP0106,13,True,Blue,L,1.64,Plastic,False,Fall
PROD0757,Electronics,2022-09-21,92.35,518.2,425.85,394,972,BND057,3.4,0.29,SUP0163,24,False,Red,XL,3.61,Wood,False,Summer
PROD0261,Home,2022-03-27,293.47,136.54,-156.93000000000004,398,877,BND049,2.0,0.21,SUP0190,14,False,Blue,L,3.28,Metal,False,Fall
PROD0597,Toys,2023-02-15,132.13,510.5,378.37,30,617,BND098,4.1,0.24,SUP0019,24,True,Black,S,3.16,Wood,True,Winter
PROD0021,Electronics,2023-12-24,146.98,161.26,14.280000000000001,115,850,BND096,4.7,0.03,SUP0109,32,False,Blue,L,2.12,Fabric,False,Winter
PROD0861,Electronics,2022-12-04,8.89,147.8,138.91000000000003,240,376,BND013,2.6,0.3,SUP0156,33,True,Green,M,2.19,Fabric,True,Summer
PROD0777,Clothing,2022-07-04,53.37,280.44,227.07,385,183,BND002,1.5,0.28,SUP0078,11,True,Red,XL,3.09,Wood,True,Summer
PROD0696,Electronics,2023-10-12,263.79,968.18,704.3899999999999,364,219,BND099,3.7,0.09,SUP0044,21,False,Red,L,0.77,Plastic,False,Spring
PROD0424,Clothing,2023-08-06,17.78,203.39,185.60999999999999,398,678,BND058,2.4,0.29,SUP0160,18,True,White,L,2.1,Wood,False,Fall
PROD0758,Clothing,2023-02-27,215.16,705.25,490.09000000000003,75,996,BND046,1.3,0.21,SUP0139,23,True,Red,L,0.88,Metal,False,Winter
PROD0884,Toys,2023-04-28,182.15,791.01,608.86,178,551,BND027,2.1,0.26,SUP0135,33,False,Black,S,0.34,Metal,False,Summer
PROD0779,Books,2023-03-17,201.16,780.56,579.4,14,166,BND083,1.2,0.07,SUP0099,14,True,Green,M,4.99,Metal,False,Fall
PROD0445,Home,2023-05-16,233.5,753.53,520.03,270,174,BND045,3.0,0.1,SUP0049,20,False,Blue,L,1.42,Wood,False,Spring
PROD0676,Electronics,2023-02-08,110.11,472.92,362.81,473,679,BND041,4.2,0.3,SUP0132,13,False,Red,S,0.29,Metal,True,Summer
PROD0287,Clothing,2023-04-11,195.42,405.71,210.29,144,369,BND053,1.6,0.15,SUP0132,30,True,Blue,M,1.56,Fabric,True,Fall
PROD0297,Home,2023-07-01,89.86,935.67,845.81,72,392,BND017,3.1,0.11,SUP0038,9,False,Blue,L,1.61,Metal,False,Summer
PROD0208,Home,2023-10-12,119.54,585.68,466.13999999999993,263,541,BND035,3.1,0.25,SUP0065,3,True,Green,XL,2.14,Fabric,True,Summer
PROD0272,Toys,2023-10-25,238.34,655.47,417.13,18,231,BND051,2.6,0.01,SUP0173,28,False,Blue,M,0.58,Metal,False,Summer
PROD0660,Electronics,2022-01-01,252.52,288.67,36.150000000000006,307,781,BND022,4.2,0.17,SUP0152,28,True,Blue,XL,0.57,Plastic,True,Spring
PROD0092,Books,2022-03-18,29.54,318.69,289.15,475,965,BND021,1.7,0.23,SUP0068,16,False,Red,S,0.57,Metal,False,Fall
PROD0202,Clothing,2023-07-16,234.63,86.59,-148.04,41,378,BND040,1.8,0.12,SUP0004,5,True,Blue,L,2.59,Wood,True,Spring
PROD0248,Books,2023-06-17,102.58,817.06,714.4799999999999,475,129,BND053,4.8,0.25,SUP0105,25,False,Black,M,3.7,Plastic,True,Summer
PROD0346,Toys,2022-01-01,228.89,873.63,644.74,11,344,BND005,3.9,0.11,SUP0164,4,True,White,M,4.85,Wood,True,Winter
PROD0190,Toys,2022-06-18,182.73,220.06,37.33000000000001,17,854,BND036,4.4,0.18,SUP0063,24,True,Black,M,1.7,Fabric,False,Summer
PROD0352,Electronics,2023-04-06,250.73,768.9,518.17,14,979,BND030,4.4,0.08,SUP0022,35,False,Green,XL,0.94,Plastic,True,Winter
PROD0163,Home,2023-08-11,50.55,580.16,529.61,183,497,BND030,3.9,0.21,SUP0065,1,False,Green,L,1.73,Fabric,False,Spring
PROD0199,Books,2022-09-29,253.14,584.18,331.03999999999996,3,223,BND051,3.0,0.15,SUP0146,12,True,Red,XL,4.43,Wood,True,Summer
PROD0091,Books,2023-02-16,165.13,47.02,-118.10999999999999,323,586,BND065,3.4,0.1,SUP0171,8,True,Red,L,1.76,Metal,True,Spring
PROD0977,,2023-04-30,278.04,508.7,230.65999999999997,76,401,BND005,1.8,0.25,SUP0107,3,False,Black,XL,0.92,Metal,True,Spring
PROD0341,Clothing,2022-05-26,54.52,787.53,733.01,201,954,BND051,2.7,0.06,SUP0131,16,True,White,S,3.59,Fabric,False,Winter
PROD0680,Electronics,2023-01-13,30.47,301.37,270.9,48,430,BND083,4.0,0.14,SUP0054,6,True,Red,XL,2.46,Fabric,True,Spring
PROD0329,Electronics,2023-09-28,214.92,10.94,-203.98,268,427,BND096,1.0,0.04,SUP0199,30,False,Red,S,0.44,Plastic,False,Summer
PROD0911,Home,2022-09-08,5.86,397.41,391.55,352,445,BND036,4.1,0.15,SUP0196,1,False,Blue,L,3.98,Wood,False,Spring
PROD0349,Home,2022-01-01,221.01,730.83,509.82000000000005,193,904,BND030,4.3,0.14,SUP0135,21,True,Green,L,3.73,Plastic,False,Winter
PROD0833,Electronics,2022-07-04,62.6,795.32,732.72,188,4,BND064,4.5,0.06,SUP0018,28,False,Red,XL,1.09,Fabric,True,Spring
PROD0860,Home,2023-08-26,210.27,257.06,46.78999999999999,79,727,BND064,3.2,0.1,SUP0116,12,True,Black,M,1.89,Wood,False,Summer
PROD0823,Books,2023-04-05,257.24,349.06,91.82,249,436,BND030,1.3,0.07,SUP0061,6,True,White,L,3.69,Plastic,False,Fall
PROD0082,Electronics,2023-12-31,17.2,63.67,46.47,60,700,BND035,3.1,0.3,SUP0194,0,True,Green,M,3.35,Metal,False,Summer
PROD0060,Books,2023-07-24,112.54,155.95,43.40999999999998,166,117,BND020,2.6,0.27,SUP0195,25,True,Blue,S,0.36,Wood,True,Winter
PROD0414,Toys,2023-04-10,175.12,357.68,182.56,93,132,BND063,3.9,0.29,SUP0132,34,False,White,L,0.88,Plastic,True,Fall
PROD0857,Clothing,2022-07-02,192.62,243.77,51.150000000000006,76,731,BND062,1.9,0.13,SUP0104,5,False,Red,M,4.6,Metal,False,Spring
PROD0648,Clothing,2022-06-07,243.71,139.57,-104.14000000000001,231,897,BND099,1.9,0.02,SUP0193,1,True,Red,M,4.41,Fabric,False,Summer
PROD0780,Clothing,2023-03-03,209.45,146.54,-62.91,408,986,BND033,1.4,0.06,SUP0042,8,False,Green,M,2.11,Fabric,False,Fall
PROD0716,Clothing,2022-07-02,57.39,373.56,316.17,199,58,BND049,4.4,0.2,SUP0032,27,False,Black,S,2.4,Metal,False,Fall
PROD0406,Electronics,2023-10-03,29.12,361.16,332.04,11,726,BND026,4.3,0.01,SUP0009,11,True,Green,L,1.7,Fabric,True,Summer
PROD0204,Home,2023-07-06,279.4,282.03,2.6299999999999955,62,140,BND040,3.8,0.19,SUP0060,9,False,Red,L,0.96,Wood,True,Fall
PROD0398,Clothing,2023-11-26,115.28,315.64,200.35999999999999,398,257,BND060,3.2,0.17,SUP0102,2,True,Red,L,0.37,Metal,True,Spring
PROD0546,Electronics,2023-10-12,149.57,987.07,837.5,434,478,BND025,3.4,0.27,SUP0180,34,False,Red,XL,4.03,Plastic,True,Winter
PROD0755,Books,2023-05-19,86.0,282.81,196.81,255,268,BND020,2.9,0.1,SUP0154,21,True,White,M,3.46,Plastic,False,Winter
PROD0838,Clothing,2022-12-27,107.0,130.78,23.78,141,204,BND022,2.2,0.16,SUP0157,8,False,Black,XL,4.91,Fabric,True,Winter
PROD0227,Toys,2022-02-10,172.71,214.96,42.25,447,21,BND031,1.1,0.11,SUP0013,15,True,Black,M,0.28,Wood,True,Spring
PROD0502,Books,2022-07-03,145.47,888.04,742.5699999999999,43,903,BND021,4.4,0.3,SUP0138,18,True,Blue,S,0.66,Fabric,False,Fall
PROD0247,Home,2022-01-01,296.02,682.37,386.35,175,346,BND096,4.6,0.1,SUP0170,31,False,Red,L,3.51,Metal,False,Summer
PROD0071,Books,2022-10-17,134.64,233.79,99.15,174,19,BND016,4.0,0.3,SUP0158,0,False,Red,L,4.03,Plastic,False,Winter
PROD0719,Clothing,2023-06-01,169.06,265.09,96.02999999999997,474,359,BND063,2.8,0.04,SUP0007,7,True,Red,M,2.93,Plastic,True,Summer
PROD0930,Toys,2022-08-30,243.74,23.55,-220.19,257,490,BND011,2.9,0.24,SUP0173,17,True,Blue,L,2.38,Fabric,False,Spring
PROD0976,Electronics,2022-01-01,284.07,309.3,25.230000000000018,173,385,BND030,3.1,0.19,SUP0006,4,False,Blue,M,1.77,Metal,False,Fall
PROD0415,Books,2023-12-03,254.76,968.75,713.99,295,119,BND084,2.9,0.05,SUP0043,0,True,Red,M,3.59,Fabric,False,Winter
PROD0239,Books,2023-12-19,191.6,588.1,396.5,414,688,BND013,5.0,0.16,SUP0186,29,False,Black,XL,3.55,Metal,True,Summer
PROD0765,Toys,2022-07-17,34.52,479.35,444.83000000000004,24,880,BND100,1.3,0.1,SUP0010,33,True,Black,XL,1.72,Plastic,False,Winter
PROD0456,Home,2023-06-14,277.9,861.82,583.9200000000001,396,357,BND042,1.1,0.15,SUP0035,29,False,Green,L,4.99,Plastic,False,Spring
PROD0175,Toys,2022-05-02,289.12,842.11,552.99,134,152,BND058,1.9,0.27,SUP0132,15,False,Blue,S,3.96,Fabric,False,Winter
PROD0589,Home,2023-10-24,173.1,319.76,146.66,27,705,BND080,2.6,0.29,SUP0038,21,True,Black,XL,2.12,Metal,True,Fall
PROD0913,Books,2022-12-18,60.72,825.31,764.5899999999999,46,182,BND043,4.5,0.22,SUP0022,13,False,Red,XL,1.78,Plastic,False,Winter
PROD0622,Books,2023-05-09,24.57,125.57,101.0,213,872,BND065,2.1,0.27,SUP0070,3,False,Red,S,0.85,Metal,False,Fall
PROD0181,Home,2023-12-26,8.27,914.57,906.3000000000001,199,333,BND005,2.0,0.1,SUP0080,30,True,Blue,XL,4.79,Fabric,False,Summer
PROD0628,Home,2023-03-13,210.77,977.93,767.16,273,468,BND054,3.1,0.12,SUP0185,17,False,Black,XL,1.4,Plastic,False,Fall
PROD0181,Electronics,2023-07-16,114.07,449.63,335.56,126,691,BND079,1.2,0.19,SUP0129,23,True,White,S,4.82,Metal,True,Summer
PROD0875,Toys,2022-12-16,105.78,662.18,556.4,210,399,BND046,4.3,0.28,SUP0039,19,False,Red,S,4.72,Wood,True,Fall
PROD0694,Clothing,2023-04-15,56.53,963.85,907.32,84,297,BND014,4.4,0.14,SUP0155,25,False,Green,S,4.7,Fabric,False,Spring
PROD0707,Home,2022-05-23,168.44,691.59,523.1500000000001,340,596,BND093,1.2,0.19,SUP0130,30,True,White,S,2.53,Plastic,True,Fall
PROD0882,Clothing,2022-11-15,293.39,793.28,499.89,57,637,BND013,3.3,0.12,SUP0119,22,False,Red,L,0.45,Wood,False,Spring
PROD0643,Toys,2023-11-02,109.52,220.06,110.54,121,399,BND025,4.4,0.23,SUP0143,8,True,Green,M,1.19,Fabric,False,Fall
PROD0466,Clothing,2022-11-27,157.53,37.57,-119.96000000000001,89,495,BND055,2.9,0.07,SUP0150,2,True,Black,S,1.0,Fabric,True,Winter
PROD0363,Toys,2023-04-29,96.82,455.69,358.87,413,90,BND041,3.4,0.3,SUP0044,15,True,Green,L,3.49,Wood,True,Winter
PROD0819,Home,2022-12-07,46.68,938.73,892.0500000000001,264,981,BND008,2.7,0.08,SUP0042,24,True,Red,L,1.6,Wood,True,Winter
PROD0532,Clothing,2022-05-12,154.59,97.72,-56.870000000000005,387,345,BND005,2.4,0.1,SUP0132,34,False,White,XL,3.75,Wood,True,Summer
PROD0335,Electronics,2022-03-31,61.51,210.91,149.4,70,941,BND028,2.5,0.1,SUP0004,24,True,Red,L,3.63,Wood,False,Winter
PROD0878,Clothing,2022-10-04,178.04,329.83,151.79,16,853,BND050,1.1,0.05,SUP0068,12,True,Blue,L,0.11,Metal,True,Summer
PROD0555,Books,2022-08-11,82.2,274.38,192.18,57,824,BND083,4.7,0.24,SUP0155,16,False,Green,L,1.08,Wood,True,Spring
PROD0427,Electronics,2022-08-30,132.04,223.49,91.45000000000002,5,606,BND062,3.2,0.08,SUP0191,2,True,Green,M,0.86,Wood,False,Winter
PROD0785,Home,2022-12-03,248.02,216.34,-31.680000000000007,184,650,BND089,4.8,0.03,SUP0182,30,False,Red,M,2.5,Fabric,True,Spring
PROD0774,Home,2023-04-13,71.23,288.7,217.46999999999997,163,296,BND098,4.4,0.22,SUP0074,20,False,Blue,S,0.87,Plastic,False,Spring
PROD0954,Electronics,2023-04-18,225.6,832.5,606.9,111,530,BND082,3.9,0.14,SUP0172,9,False,Blue,L,4.56,Metal,True,Fall
PROD0155,Books,2022-01-26,193.41,988.13,794.72,114,259,BND062,4.6,0.24,SUP0109,11,True,Green,M,3.27,Fabric,True,Spring
PROD0850,Books,2022-09-01,262.76,633.82,371.06000000000006,376,453,BND057,2.0,0.23,SUP0052,24,True,Black,XL,0.33,Plastic,True,Fall
PROD0166,Toys,2022-05-25,291.71,183.11,-108.59999999999997,45,486,BND088,3.4,0.17,SUP0089,31,False,Green,S,4.22,Wood,False,Spring
PROD0802,Toys,2022-04-20,54.8,19.05,-35.75,46,501,BND064,3.0,0.17,SUP0119,10,True,White,XL,1.97,Fabric,True,Summer
PROD0687,Home,2022-01-13,276.92,873.55,596.6299999999999,451,272,BND038,1.9,0.04,SUP0006,11,True,Blue,M,1.27,Plastic,True,Fall
PROD0227,Clothing,2023-11-17,190.56,273.0,82.44,252,138,BND054,4.7,0.28,SUP0106,22,True,Blue,XL,4.37,Metal,True,Winter
PROD0935,Books,2023-09-10,142.9,145.04,2.1399999999999864,213,180,BND016,4.8,0.06,SUP0152,32,False,Red,L,0.34,Wood,True,Spring
PROD0501,Clothing,2023-11-21,183.46,319.52,136.05999999999997,148,875,BND032,4.6,0.03,SUP0139,27,True,Black,S,0.22,Fabric,True,Spring
PROD0104,Books,2022-01-23,158.22,202.06,43.84,139,303,BND054,4.4,0.21,SUP0103,6,True,Blue,XL,4.81,Wood,False,Spring
PROD0444,Electronics,2022-06-16,285.76,788.59,502.83000000000004,450,216,BND093,2.0,0.3,SUP0127,25,True,Red,M,0.87,Metal,True,Fall
PROD0723,Books,2023-05-23,62.38,266.61,204.23000000000002,497,535,BND044,3.5,0.22,SUP0134,34,False,Blue,S,2.26,Wood,False,Fall
PROD0289,Clothing,2022-12-31,84.22,606.42,522.1999999999999,236,656,BND016,2.7,0.28,SUP0159,13,False,White,M,1.3,Fabric,True,Fall
PROD0499,Electronics,2023-01-03,214.1,586.4,372.29999999999995,426,546,BND097,1.2,0.2,SUP0137,25,True,Black,XL,2.73,Plastic,True,Winter
PROD0260,Toys,2022-10-19,232.7,377.57,144.87,105,667,BND002,2.9,0.18,SUP0165,17,False,Blue,L,3.67,Fabric,False,Spring
PROD0110,Books,2023-08-13,203.26,80.58,-122.67999999999999,279,588,BND057,3.9,0.03,SUP0032,6,True,Blue,S,1.22,Metal,True,Fall
PROD0849,Toys,2022-10-16,178.25,566.06,387.80999999999995,414,234,BND074,2.1,0.21,SUP0105,2,True,Blue,S,2.99,Metal,True,Fall
PROD0168,Electronics,2022-12-10,63.13,972.49,909.36,489,90,BND057,2.3,0.29,SUP0024,5,True,White,L,3.18,Metal,False,Spring
PROD0766,Electronics,2022-08-13,215.3,274.54,59.24000000000001,110,662,BND056,2.7,0.14,SUP0130,25,True,Black,XL,4.43,Wood,False,Winter
PROD0794,Clothing,2022-03-13,180.9,681.47,500.57000000000005,417,781,BND067,2.6,0.2,SUP0150,25,True,Green,XL,1.76,Metal,False,Spring
PROD0921,Toys,2022-09-14,153.07,144.16,-8.909999999999997,281,410,BND065,4.8,0.13,SUP0140,2,False,Green,L,0.81,Metal,False,Spring
PROD0498,Books,2022-03-19,160.97,549.67,388.69999999999993,413,539,BND003,4.4,0.23,SUP0189,34,True,White,S,4.21,Plastic,True,Winter
PROD0864,Clothing,2023-10-24,64.17,749.96,685.7900000000001,489,446,BND087,2.5,0.23,SUP0184,23,False,Green,S,1.85,Metal,True,Fall
PROD0689,Books,2022-06-22,132.64,48.04,-84.6,34,194,BND004,4.1,0.13,SUP0199,18,True,Red,XL,2.35,Plastic,False,Fall
PROD0986,Clothing,2022-02-22,220.55,825.92,605.3699999999999,186,986,BND047,1.9,0.29,SUP0068,14,False,White,S,3.86,Fabric,False,Spring
PROD0287,Clothing,2022-09-11,131.88,134.81,2.930000000000007,261,997,BND088,4.9,0.1,SUP0040,23,False,Green,M,1.57,Plastic,True,Summer
PROD0594,Clothing,2023-09-30,239.49,444.52,205.02999999999997,8,284,BND048,3.9,0.11,SUP0115,35,True,Blue,S,3.66,Fabric,True,Fall
PROD0986,Books,2022-08-20,56.2,377.53,321.33,325,524,BND100,3.1,0.01,SUP0103,14,False,White,L,0.61,Fabric,True,Fall
PROD0250,Books,2023-08-26,168.79,425.33,256.53999999999996,167,929,BND090,1.2,0.08,SUP0163,22,False,Blue,M,2.04,Plastic,True,Fall
PROD0835,Clothing,2023-11-03,137.78,633.1,495.32000000000005,123,505,BND059,1.8,0.1,SUP0015,33,True,Black,L,1.08,Plastic,True,Summer
PROD0974,Toys,2023-02-27,276.19,562.48,286.29,61,863,BND055,1.2,0.05,SUP0068,1,False,White,L,3.23,Fabric,True,Summer
PROD0445,Electronics,2023-08-04,136.64,704.95,568.3100000000001,191,705,BND045,3.6,0.25,SUP0123,15,True,Green,M,2.51,Plastic,True,Summer
PROD0357,Toys,2023-03-15,263.72,599.03,335.30999999999995,377,871,BND042,4.4,0.04,SUP0176,20,True,Blue,S,4.87,Wood,False,Spring
PROD0022,Books,2023-03-12,24.4,527.12,502.72,169,114,BND039,3.6,0.14,SUP0114,29,True,Green,XL,4.74,Plastic,True,Summer
PROD0053,Books,2022-12-10,13.73,712.37,698.64,58,148,BND067,4.8,0.01,SUP0022,5,True,White,XL,0.87,Wood,True,Summer
PROD0005,Home,2022-04-13,134.03,608.66,474.63,12,627,BND097,1.6,0.23,SUP0041,29,True,White,S,3.48,Wood,False,Summer
PROD0745,Home,2022-06-29,189.63,772.7,583.07,126,769,BND007,4.5,0.2,SUP0193,1,False,Red,S,0.43,Fabric,False,Fall
PROD0819,,2022-08-16,143.72,306.77,163.04999999999998,438,181,BND041,3.5,0.26,SUP0120,33,False,Red,L,4.99,Plastic,True,Summer
PROD0052,Books,2022-05-28,142.11,440.41,298.3,221,452,BND040,4.6,0.19,SUP0086,31,False,Red,L,1.18,Wood,True,Fall
PROD0126,Home,2023-12-14,279.5,18.87,-260.63,355,936,BND044,4.7,0.27,SUP0177,13,True,Blue,M,4.93,Plastic,False,Fall
PROD0962,Books,2023-12-08,296.93,106.05,-190.88,280,395,BND043,1.5,0.11,SUP0029,19,False,Blue,S,3.23,Fabric,True,Fall
PROD0596,Clothing,2023-08-21,97.68,497.22,399.54,420,270,BND092,1.6,0.0,SUP0195,1,True,White,S,3.23,Metal,False,Spring
PROD0528,Electronics,2022-06-26,210.27,52.48,-157.79000000000002,303,785,BND044,3.9,0.03,SUP0127,1,False,Red,S,2.44,Fabric,False,Winter
PROD0325,Electronics,2022-11-04,118.48,319.07,200.58999999999997,366,572,BND004,4.2,0.03,SUP0193,28,False,Green,XL,2.99,Fabric,True,Spring
PROD0951,Toys,2022-09-21,63.96,632.2,568.24,199,643,BND029,1.5,0.13,SUP0162,24,True,Black,S,1.35,Wood,False,Winter
PROD0675,Toys,2022-10-03,155.91,826.16,670.25,36,334,BND076,4.2,0.11,SUP0119,32,False,Red,M,2.85,Plastic,True,Winter
PROD0935,Electronics,2022-12-08,94.56,864.44,769.8800000000001,186,86,BND028,3.5,0.06,SUP0098,29,True,Black,S,4.24,Fabric,False,Summer
PROD0619,Electronics,2023-07-20,44.99,723.6,678.61,249,629,BND087,1.2,0.1,SUP0119,11,False,Black,XL,3.41,Plastic,True,Winter
PROD0278,Electronics,2022-05-02,28.61,512.97,484.36,30,771,BND021,4.8,0.22,SUP0199,30,True,Red,M,1.99,Metal,False,Fall
PROD0418,Toys,2022-04-07,117.27,725.5,608.23,24,386,BND022,5.0,0.21,SUP0078,1,False,Blue,L,2.52,Wood,True,Winter
PROD0091,Clothing,2023-07-25,32.58,812.84,780.26,95,95,BND028,3.4,0.22,SUP0131,9,True,White,M,1.78,Fabric,False,Winter
PROD0122,Books,2022-05-19,219.11,991.15,772.04,37,836,BND075,1.3,0.23,SUP0164,3,False,Black,L,2.93,Plastic,False,Spring
PROD0878,Electronics,2022-11-19,87.48,205.38,117.89999999999999,246,575,BND081,1.1,0.27,SUP0053,23,False,Blue,L,2.47,Metal,True,Winter
PROD0132,Toys,2023-07-10,132.23,120.12,-12.109999999999985,178,251,BND001,4.4,0.18,SUP0003,29,True,White,XL,1.53,Wood,True,Summer
PROD0878,Toys,2023-08-27,62.13,356.15,294.02,225,218,BND080,3.9,0.3,SUP0186,31,False,Green,M,2.02,Plastic,False,Summer
PROD0314,Home,2022-04-18,151.26,36.21,-115.04999999999998,113,984,BND095,3.6,0.04,SUP0098,19,False,White,M,3.53,Metal,True,Fall
PROD0895,Toys,2023-01-11,130.74,73.91,-56.83000000000001,235,748,BND087,3.3,0.23,SUP0154,6,False,Green,S,1.21,Fabric,True,Winter
PROD0902,,2023-03-29,238.25,562.47,324.22,174,849,BND085,1.1,0.02,SUP0095,15,False,White,S,2.33,Metal,True,Summer
PROD0157,Home,2022-03-18,267.81,544.85,277.04,431,536,BND065,2.1,0.04,SUP0044,31,True,Red,S,3.18,Wood,False,Winter
PROD0622,Clothing,2022-02-17,25.71,218.77,193.06,38,410,BND061,1.3,0.2,SUP0177,16,False,Red,L,1.48,Fabric,True,Spring
PROD0364,Electronics,2022-05-16,123.36,352.73,229.37,330,199,BND059,3.6,0.15,SUP0159,7,False,White,S,0.66,Fabric,False,Spring
PROD0022,Electronics,2022-12-29,247.08,947.25,700.17,469,359,BND027,4.1,0.01,SUP0148,22,True,Green,XL,0.15,Plastic,False,Fall
PROD0493,Books,2023-03-11,234.84,82.83,-152.01,83,716,BND093,1.2,0.02,SUP0032,10,True,White,L,1.06,Plastic,True,Fall
PROD0564,Electronics,2022-05-23,99.21,184.69,85.48,480,572,BND019,4.9,0.07,SUP0033,5,False,Red,M,1.51,Metal,False,Summer
PROD0548,Books,2022-08-17,43.08,900.13,857.05,188,908,BND073,4.9,0.29,SUP0042,15,False,Black,M,4.05,Wood,False,Summer
PROD0134,Toys,2023-09-27,151.28,734.09,582.8100000000001,234,712,BND045,2.6,0.24,SUP0021,35,True,Black,L,0.7,Plastic,True,Winter
PROD0058,Electronics,2022-12-10,92.52,743.7,651.1800000000001,134,34,BND049,1.3,0.16,SUP0185,24,False,Green,XL,3.71,Fabric,False,Summer
PROD0710,Clothing,2023-11-28,204.65,892.22,687.57,292,14,BND083,4.4,0.27,SUP0144,12,False,Black,L,0.65,Metal,False,Winter
PROD0380,Toys,2022-11-10,79.06,836.45,757.3900000000001,94,904,BND046,4.9,0.14,SUP0063,25,True,Black,S,1.47,Plastic,False,Winter
PROD0441,Books,2022-01-01,5.9,650.16,644.26,456,180,BND070,4.4,0.13,SUP0032,13,False,Blue,XL,0.84,Metal,True,Fall
PROD0567,Home,2022-06-01,178.85,878.84,699.99,436,218,BND024,1.1,0.2,SUP0023,26,False,White,M,3.91,Metal,False,Spring
PROD0574,Books,2022-06-01,254.37,75.57,-178.8,464,30,BND037,4.0,0.17,SUP0025,16,True,Green,M,2.12,Fabric,False,Spring
PROD0636,Electronics,2022-07-19,255.06,251.49,-3.569999999999993,228,480,BND071,2.9,0.06,SUP0081,26,True,White,XL,3.17,Fabric,True,Summer
PROD0059,Books,2023-04-26,45.7,102.07,56.36999999999999,230,67,BND049,2.4,0.15,SUP0172,10,False,Blue,L,4.08,Plastic,True,Spring
PROD0702,Electronics,2022-12-03,186.9,46.86,-140.04000000000002,410,604,BND090,2.2,0.26,SUP0129,28,False,Green,M,3.89,Metal,True,Fall
PROD0946,Clothing,2022-06-28,231.54,85.59,-145.95,489,364,BND057,4.3,0.11,SUP0076,8,False,Black,XL,1.76,Metal,False,Summer
PROD0502,Electronics,2023-01-20,60.86,350.25,289.39,182,939,BND056,1.9,0.02,SUP0026,22,True,Red,M,2.54,Wood,True,Spring
