CustomerID,LastPurchaseDate,ChurnFlag,LoyaltyTier,Region,TotalOrders,AvgOrderValue,DiscountRate,CustomerAge,SignupDate,EmailOptIn,MobileAppUser,ReferralSource,SupportTickets,AvgResponseTime,SatisfactionScore,IsPremiumMember,LastLogin,CartAbandonRate,ReviewCount
CUST02548,2022-11-22,0,Silver,South,35,249.22,0.28,32,2023-11-13,False,False,Social Media,5,38.3,2.5,True,2022-12-12,0.2,10
CUST02765,2022-05-15,0,Platinum,South,7,47.75,0.07,54,2023-04-07,False,False,Social Media,1,19.5,3.8,False,2022-12-11,0.41,41
CUST00337,2023-03-18,0,Platinum,East,3,377.81,0.18,66,2023-09-26,True,False,Search,0,6.4,1.9,False,2023-12-13,0.32,41
CUST01974,2023-06-11,1,Gold,South,15,260.88,0.3,50,2022-12-13,False,False,Search,0,13.6,4.4,False,2023-08-31,0.07,8
CUST02980,2023-06-12,1,Bronze,North,43,197.43,0.11,30,2023-03-23,False,False,Search,9,6.2,4.7,False,2023-04-28,0.26,35
CUST00481,2022-12-09,0,Platinum,East,34,484.9,0.0,24,2022-03-31,False,True,Friend,2,23.6,5.0,False,2023-01-26,0.42,98
CUST00911,2023-08-09,1,Gold,West,22,471.49,0.02,36,2023-09-03,False,False,Friend,3,23.3,3.8,True,2023-07-03,0.01,41
CUST01997,2022-03-28,1,Platinum,South,18,477.36,0.26,38,2022-01-16,True,True,Social Media,1,4.5,3.2,True,2022-06-02,0.22,51
CUST01352,2023-04-07,0,Platinum,North,46,126.07,0.15,54,2022-04-26,True,False,Social Media,4,10.0,4.6,True,2023-04-26,0.06,45
CUST02034,2022-12-02,0,Gold,West,18,369.71,0.16,26,2022-10-15,True,False,Email,4,46.6,2.1,True,2023-11-12,0.24,24
CUST01755,2023-06-12,0,Gold,Central,34,473.78,0.24,21,2023-11-09,True,False,Search,8,47.2,3.1,False,2022-10-21,0.02,82
CUST00109,2022-11-05,1,Gold,North,36,294.02,0.24,48,2022-11-22,False,True,Email,6,17.1,1.9,False,2022-03-17,0.26,85
CUST00328,2022-11-30,0,Bronze,South,46,122.8,0.14,24,2023-05-23,False,False,Search,0,7.8,2.3,False,2022-05-27,0.47,4
CUST01800,2022-08-17,0,Bronze,North,39,412.55,0.26,30,2022-11-04,True,True,Social Media,6,9.9,3.8,False,2023-10-17,0.17,79
CUST00315,2023-03-09,1,Platinum,Central,47,442.36,0.14,57,2023-02-09,True,False,Friend,2,4.8,1.4,True,2022-11-23,0.15,47
CUST01135,2023-06-14,1,Bronze,Central,38,357.55,0.2,53,2022-04-11,True,True,Search,9,5.0,2.9,False,2023-08-10,0.41,2
CUST02747,2023-12-05,1,Gold,North,37,160.91,0.01,25,2022-01-10,True,True,Friend,2,10.1,4.4,False,2023-10-11,0.1,95
CUST00781,2022-07-14,1,Silver,West,18,111.53,0.04,43,2023-05-05,True,False,Email,3,23.1,3.0,False,2023-01-20,0.19,81
CUST01521,2023-02-18,1,Bronze,West,43,319.65,0.26,44,2023-01-14,False,False,Email,1,34.5,2.0,False,2023-05-01,0.48,4
CUST00156,2022-05-09,1,Gold,Central,40,251.74,0.09,65,2023-04-29,True,True,Friend,8,8.4,2.4,False,2023-06-13,0.33,55
CUST01497,2022-01-10,1,Gold,East,29,341.02,0.1,43,2022-03-17,True,True,Social Media,5,20.6,3.3,True,2023-01-21,0.34,37
CUST01725,2022-12-16,1,Gold,East,12,73.62,0.2,62,2023-07-14,False,False,Email,9,5.0,3.5,True,2022-08-06,0.28,77
CUST00887,2023-04-10,0,Gold,West,18,85.24,0.18,59,2022-01-25,False,True,Friend,5,30.2,1.0,True,2023-01-27,0.04,42
CUST02806,2023-12-03,1,Platinum,East,31,194.19,0.02,31,2022-07-01,True,False,Email,8,21.2,1.7,True,2023-08-06,0.34,61
CUST00722,2022-03-06,0,Gold,West,15,144.2,0.23,37,2022-12-24,True,True,Social Media,1,38.6,3.8,False,2023-07-04,0.4,10
CUST00913,2022-10-09,1,Gold,South,40,317.28,0.19,59,2022-12-29,False,True,Email,5,42.4,1.3,True,2023-01-05,0.36,76
CUST00871,2023-03-01,1,Platinum,West,30,196.42,0.26,62,2022-02-18,True,True,Social Media,8,12.4,4.4,False,2023-12-29,0.06,3
CUST00013,2023-11-05,0,Bronze,South,36,348.31,0.16,45,2022-04-24,True,True,Social Media,6,19.8,2.2,False,2022-11-16,0.27,94
CUST02656,2022-09-22,1,Silver,Central,28,389.02,0.12,25,2022-09-27,True,True,Email,8,24.4,4.2,True,2023-04-08,0.07,59
CUST00498,2022-01-28,0,Platinum,East,15,109.84,0.11,69,2023-10-14,False,True,Friend,0,47.8,4.4,False,2023-01-07,0.36,62
CUST01757,2022-09-17,1,Platinum,Central,43,461.52,0.0,22,2022-01-15,True,True,Social Media,8,44.0,4.8,True,2022-01-01,0.49,43
CUST02286,2022-05-15,0,Bronze,North,33,397.84,0.01,68,2023-12-06,False,True,Search,5,46.6,3.8,False,2023-11-15,0.25,3
CUST01118,2023-02-07,0,Bronze,North,2,320.85,0.04,30,2022-06-12,True,True,Social Media,5,22.8,4.4,True,2023-11-12,0.08,9
CUST02829,2022-12-10,1,Gold,Central,8,456.29,0.28,19,2022-02-02,False,True,Email,4,48.0,2.1,False,2022-01-17,0.19,28
CUST01195,2023-08-05,0,Bronze,West,48,147.62,0.26,65,2023-07-18,True,False,Search,1,2.5,1.1,False,2023-08-29,0.24,62
CUST02005,2022-06-21,0,Silver,West,33,222.42,0.15,31,2023-05-02,True,True,Friend,5,46.5,3.7,True,2022-04-26,0.27,49
CUST02654,2022-01-30,1,Platinum,East,35,61.18,0.05,66,2022-11-01,False,True,Search,0,10.0,2.0,False,2022-11-20,0.23,98
CUST02709,2022-10-17,1,Silver,Central,18,238.97,0.04,20,2022-09-10,False,False,Search,0,47.0,4.0,True,2022-02-02,0.1,12
CUST01648,2022-04-03,0,Gold,North,26,263.07,0.08,33,2023-03-20,False,True,Search,6,22.4,2.5,True,2023-04-29,0.25,15
CUST01591,2022-04-02,1,Silver,Central,48,315.71,0.27,26,2023-01-04,False,True,Friend,0,28.2,4.1,True,2022-04-10,0.5,44
CUST02897,2023-12-05,0,Gold,Central,21,50.74,0.16,56,2022-01-06,False,False,Friend,4,43.6,4.0,False,2023-10-16,0.44,85
CUST02984,2022-04-17,0,Silver,East,28,35.58,0.24,19,2022-07-11,False,True,Friend,5,47.3,2.8,True,2023-08-30,0.38,58
CUST01491,2022-08-17,0,Platinum,West,20,221.55,0.15,28,2022-04-14,True,False,Social Media,3,9.1,4.4,True,2023-10-04,0.42,12
CUST02676,2023-10-05,1,Silver,North,45,110.78,0.18,41,2023-01-03,True,False,Friend,4,29.6,2.9,True,2022-11-13,0.19,53
CUST00143,2023-05-31,1,Bronze,East,20,384.22,0.18,60,2022-07-20,True,False,Social Media,1,33.6,4.8,True,2022-08-14,0.12,40
CUST01225,2022-01-04,0,Silver,North,4,340.99,0.01,46,2022-10-07,True,False,Social Media,9,34.3,1.2,False,2023-02-10,0.1,53
CUST02762,2023-03-26,0,Platinum,North,36,176.4,0.13,31,2023-03-06,True,False,Friend,6,10.9,3.2,False,2023-03-01,0.08,29
CUST02527,2022-12-12,0,Gold,West,34,41.98,0.26,65,2023-06-27,False,True,Email,9,4.3,1.1,True,2022-05-02,0.2,20
CUST00565,2023-09-27,1,Silver,West,45,107.57,0.15,57,2022-11-12,True,True,Friend,0,18.7,2.3,True,2023-06-17,0.41,42
CUST02519,2023-12-05,0,Silver,East,13,352.01,0.13,39,2022-11-30,True,True,Friend,1,39.1,2.8,False,2023-02-08,0.36,80
CUST02432,2022-06-18,1,Bronze,South,31,495.28,0.16,64,2022-05-19,False,True,Email,7,46.6,1.7,False,2023-05-17,0.45,43
CUST01716,2023-04-23,0,Gold,East,39,176.7,0.11,65,2023-02-23,True,True,Search,9,21.9,4.3,False,2023-06-30,0.13,33
CUST02974,2022-05-21,0,Gold,East,7,404.96,0.15,51,2023-06-21,True,True,Email,1,44.0,2.7,False,2022-10-21,0.43,95
CUST00417,2023-02-21,0,Gold,South,17,436.21,0.04,53,2023-01-31,True,False,Social Media,0,34.9,1.6,False,2022-11-13,0.32,63
CUST01849,2023-03-12,0,Platinum,North,42,43.13,0.29,50,2022-02-23,False,True,Social Media,4,6.5,2.2,True,2022-02-18,0.25,74
CUST02356,2022-02-18,1,Platinum,Central,12,459.79,0.01,56,2022-05-30,True,False,Social Media,1,17.2,1.5,False,2022-04-05,0.35,56
CUST02697,2022-06-08,1,Bronze,South,30,243.78,0.14,60,2022-12-29,True,True,Friend,9,36.0,3.2,False,2022-06-05,0.29,7
CUST01718,2023-04-21,1,Silver,Central,48,482.84,0.06,35,2023-05-06,False,True,Friend,2,22.0,2.9,True,2022-11-05,0.41,92
CUST01391,2023-12-09,1,Platinum,North,34,278.51,0.02,39,2023-11-21,False,False,Social Media,5,31.8,1.8,False,2023-07-14,0.09,45
CUST01068,2023-05-28,1,Gold,South,22,132.87,0.2,42,2023-09-01,True,True,Social Media,5,36.7,4.9,False,2022-12-12,0.21,15
CUST02787,2023-03-11,0,Silver,West,21,487.84,0.3,54,2023-03-03,False,True,Search,2,47.1,3.6,True,2022-04-24,0.36,33
CUST01867,2022-07-01,1,Silver,East,9,136.79,0.22,22,2023-05-10,False,False,Social Media,9,44.2,2.3,False,2023-10-22,0.37,43
CUST01122,2022-09-22,1,Silver,South,12,443.59,0.08,49,2022-05-22,True,False,Social Media,9,17.2,2.5,False,2022-09-11,0.14,73
CUST01289,2022-03-05,1,Bronze,South,17,103.1,0.15,69,2022-10-11,False,False,Social Media,2,38.7,4.8,True,2022-11-06,0.22,46
CUST01807,2023-06-04,1,Platinum,North,16,343.89,0.01,66,2022-05-04,False,False,Search,6,18.5,3.3,True,2022-04-30,0.13,23
CUST02188,2023-09-04,0,Platinum,West,5,217.42,0.16,53,2022-02-21,True,False,Social Media,5,31.4,1.4,True,2023-01-07,0.32,37
CUST01505,2023-06-28,0,Silver,South,19,486.57,0.03,26,2022-09-06,False,False,Friend,0,3.9,4.2,True,2023-09-03,0.49,13
CUST01017,2023-09-13,0,Bronze,West,28,108.69,0.24,31,2022-05-08,True,True,Email,4,37.9,4.5,False,2023-12-15,0.25,73
CUST00953,2022-02-27,1,Bronze,Central,17,216.22,0.02,49,2023-10-05,False,False,Search,6,47.6,3.6,True,2023-07-28,0.27,11
CUST02952,2022-07-22,0,Platinum,South,22,327.09,0.0,26,2023-03-21,False,True,Friend,5,26.3,1.2,False,2023-07-14,0.3,9
CUST00072,2022-05-19,0,Platinum,West,35,489.26,0.26,40,2022-10-12,False,True,Search,3,44.8,2.2,True,2023-06-18,0.47,20
CUST01691,2023-03-10,1,Bronze,East,49,165.85,0.28,62,2023-07-01,True,False,Social Media,0,42.0,3.9,False,2022-11-15,0.45,9
CUST01292,2022-04-17,1,Gold,North,15,210.5,0.03,65,2023-02-18,True,True,Social Media,6,1.5,2.0,True,2023-09-27,0.29,56
CUST01345,2023-08-01,1,Bronze,West,19,241.66,0.08,69,2023-08-09,False,True,Social Media,3,5.2,2.8,False,2023-03-10,0.2,17
CUST02155,2023-05-29,0,Gold,North,47,141.3,0.22,62,2023-06-06,False,True,Search,3,21.5,2.1,False,2023-05-10,0.32,2
CUST00883,2022-05-07,1,Platinum,South,26,412.33,0.16,26,2022-11-22,False,True,Search,4,13.4,1.4,False,2023-06-25,0.09,66
CUST00139,2023-04-24,0,Bronze,South,44,64.16,0.28,38,2023-06-10,True,True,Email,6,19.9,2.8,False,2022-11-17,0.38,71
CUST02663,2023-09-24,0,Bronze,Central,44,358.3,0.12,61,2022-11-20,True,False,Social Media,8,25.0,3.5,False,2023-05-31,0.1,96
CUST02911,2022-04-01,0,Bronze,North,35,276.29,0.0,49,2023-10-23,False,False,Social Media,3,23.4,2.2,False,2023-09-21,0.31,52
CUST02321,2022-03-16,0,Bronze,East,43,136.12,0.01,61,2022-09-16,False,False,Friend,0,8.6,1.9,True,2023-12-22,0.12,17
CUST01505,2023-09-28,0,Silver,East,23,256.56,0.17,27,2022-11-20,True,False,Social Media,2,8.0,1.5,False,2022-06-21,0.48,61
CUST02464,2023-05-04,1,Silver,West,10,418.38,0.23,46,2023-04-16,False,False,Search,6,20.4,3.7,False,2023-09-23,0.32,77
CUST02554,2023-02-20,0,Platinum,East,22,233.81,0.24,51,2022-11-10,True,True,Search,9,33.5,1.9,False,2022-11-24,0.46,7
CUST00733,2023-09-25,0,Platinum,North,47,78.51,0.27,39,2023-04-28,True,False,Search,9,28.8,2.7,True,2023-10-18,0.43,18
CUST01749,2022-02-09,0,Bronze,South,11,39.58,0.07,22,2022-08-27,True,False,Search,6,5.0,1.7,False,2022-09-22,0.35,16
CUST00424,2022-06-20,0,Silver,North,26,393.34,0.22,28,2022-06-01,True,False,Search,1,14.3,3.5,False,2023-11-20,0.3,41
CUST01592,2022-02-05,0,Platinum,North,1,178.61,0.25,45,2022-10-04,False,False,Email,5,20.5,3.5,True,2023-12-01,0.46,89
CUST00390,2022-03-27,1,Gold,South,36,467.0,0.25,41,2022-11-25,True,True,Search,2,16.6,4.4,True,2023-12-03,0.26,74
CUST00342,2022-12-10,0,Silver,North,21,316.23,0.12,51,2023-01-04,True,False,Search,9,22.0,4.9,False,2022-03-26,0.4,65
CUST00946,2023-06-09,0,Silver,East,8,229.42,0.19,59,2023-12-30,True,False,Email,6,21.6,4.6,False,2023-09-21,0.07,61
CUST00614,2022-06-01,0,Silver,West,20,290.94,0.17,57,2022-12-26,True,False,Search,0,40.1,4.3,False,2022-10-30,0.25,11
CUST00493,2022-02-10,0,Bronze,,45,239.42,0.18,69,2022-03-31,False,True,Email,1,40.2,4.5,False,2022-08-05,0.23,15
CUST00192,2023-08-20,1,Gold,North,17,454.79,0.08,27,2023-02-25,False,True,Social Media,5,45.2,1.2,True,2023-03-17,0.2,30
CUST00499,2023-01-24,0,Bronze,South,15,239.85,0.2,43,2022-12-20,True,True,Friend,8,25.6,4.0,True,2023-04-05,0.1,15
CUST00822,2023-08-08,0,Platinum,Central,21,69.95,0.21,60,2022-03-01,True,True,Email,1,14.0,2.5,False,2023-09-29,0.08,35
CUST01736,2022-12-14,0,Gold,North,1,306.6,0.06,58,2022-08-05,True,False,Friend,3,33.5,1.8,True,2022-02-16,0.44,31
CUST01257,2023-09-22,0,Bronze,North,3,319.03,0.13,24,2023-12-26,True,True,Social Media,4,36.9,2.7,True,2023-08-17,0.27,13
CUST01969,2023-11-02,1,Silver,Central,31,387.36,0.13,61,2022-09-28,False,False,Friend,1,17.4,1.5,True,2022-05-28,0.49,58
CUST00227,2022-04-10,1,Gold,West,31,467.98,0.22,24,2023-03-21,False,False,Email,7,39.8,2.1,False,2022-12-26,0.04,73
CUST01395,2022-10-07,1,Silver,West,21,232.68,0.2,65,2023-05-26,False,True,Social Media,2,33.6,2.7,True,2023-01-05,0.4,58
CUST02187,2023-12-05,0,Platinum,Central,23,189.0,0.14,68,2023-07-03,True,False,Friend,3,46.6,3.3,False,2023-03-07,0.04,29
CUST02904,2022-07-05,1,Gold,South,17,255.57,0.2,65,2023-09-10,True,True,Email,8,17.2,4.7,True,2022-11-22,0.03,3
CUST00817,2022-10-19,1,Platinum,North,22,452.1,0.08,32,2023-01-22,False,False,Social Media,9,44.4,1.3,False,2023-12-18,0.15,67
CUST01474,2022-07-11,1,Platinum,East,22,490.39,0.07,63,2022-11-07,False,False,Search,4,17.3,3.5,True,2022-10-03,0.46,79
CUST01087,2023-10-17,1,Platinum,West,36,486.19,0.07,62,2023-06-04,False,True,Email,2,41.7,1.3,False,2022-07-04,0.47,72
CUST00104,2023-02-27,1,Gold,West,8,130.25,0.01,20,2023-09-02,True,False,Friend,6,16.4,3.4,True,2022-10-13,0.13,21
CUST01875,2023-07-19,0,Platinum,West,47,258.51,0.21,62,2023-10-15,False,True,Friend,0,43.7,3.4,True,2022-01-08,0.28,99
CUST00871,2022-08-31,1,Bronze,South,8,144.55,0.3,43,2023-04-18,True,True,Search,2,1.8,2.6,False,2022-06-20,0.05,42
CUST00668,2023-08-22,1,Bronze,Central,14,196.63,0.09,24,2023-03-31,True,False,Email,3,20.0,1.2,False,2023-07-15,0.45,56
CUST02043,2022-07-24,1,Platinum,South,38,35.21,0.28,19,2023-07-27,True,True,Search,7,3.4,4.3,True,2023-09-21,0.05,31
CUST00273,2022-04-06,0,Silver,West,24,97.09,0.18,27,2022-09-18,True,False,Social Media,5,20.2,2.3,False,2022-11-21,0.08,95
CUST01030,2022-07-06,0,Platinum,,22,210.6,0.07,47,2023-04-18,False,True,Social Media,2,20.8,1.2,True,2023-06-07,0.14,61
CUST02232,2023-11-28,1,Platinum,West,15,195.06,0.0,64,2023-02-12,True,False,Social Media,8,43.7,1.2,False,2022-11-17,0.12,59
CUST01052,2022-05-23,0,Silver,North,20,153.84,0.22,20,2023-12-20,False,False,Friend,7,38.6,1.4,True,2023-01-08,0.21,7
CUST01574,2023-07-18,0,Gold,North,27,130.55,0.21,55,2022-08-18,True,False,Search,9,13.5,4.5,True,2023-10-03,0.06,52
CUST00293,2023-03-16,1,Gold,West,28,379.5,0.07,46,2022-08-19,False,False,Friend,0,40.3,2.9,True,2022-08-13,0.16,42
CUST02225,2023-09-16,0,Platinum,West,22,161.38,0.1,42,2022-11-07,False,False,Email,4,9.5,4.5,True,2023-06-08,0.38,9
CUST02106,2023-09-27,1,Bronze,North,31,359.14,0.27,63,2023-09-11,False,False,Search,0,33.5,4.0,False,2023-11-16,0.2,63
CUST01293,2022-12-23,1,Bronze,South,9,196.94,0.05,21,2023-07-23,False,True,Friend,9,14.0,1.1,False,2023-01-28,0.43,60
CUST00308,2023-12-28,1,Bronze,South,23,404.95,0.25,64,2022-05-20,False,True,Email,8,46.4,2.2,False,2023-08-12,0.14,33
CUST00977,2023-07-23,0,Platinum,South,5,100.27,0.05,22,2022-11-24,False,True,Social Media,1,44.9,3.1,True,2022-09-20,0.23,23
CUST01252,2023-01-05,1,Bronze,East,45,95.65,0.14,23,2023-02-15,False,False,Email,3,15.2,1.1,False,2023-07-30,0.2,5
CUST01271,2022-06-18,1,Bronze,North,39,346.24,0.15,36,2023-11-26,False,False,Social Media,0,2.4,4.8,False,2022-03-06,0.27,11
CUST02748,2023-12-27,0,Gold,East,17,459.16,0.14,35,2023-07-11,True,False,Friend,3,31.4,4.6,False,2022-06-02,0.49,19
CUST01518,2022-04-17,1,Platinum,East,40,88.63,0.09,69,2023-10-11,False,True,Social Media,8,8.6,1.9,False,2023-05-02,0.05,44
CUST02131,2022-12-13,0,Gold,North,5,55.38,0.08,55,2023-06-27,False,False,Friend,9,6.5,2.5,False,2022-09-10,0.5,12
CUST01210,2022-12-23,0,Silver,East,7,468.63,0.22,53,2023-12-08,False,False,Search,4,43.6,3.9,True,2023-05-03,0.1,11
CUST02300,2022-04-13,1,Gold,North,8,76.32,0.08,29,2022-02-25,False,False,Search,4,27.5,1.1,True,2022-10-08,0.09,10
CUST01379,2022-04-20,0,Platinum,Central,7,140.18,0.18,41,2022-03-22,False,False,Social Media,1,44.9,1.9,True,2022-06-12,0.35,79
CUST01774,2023-09-10,1,Bronze,Central,22,466.16,0.25,47,2023-10-27,True,False,Social Media,9,13.4,3.1,False,2023-12-04,0.39,70
CUST01720,2022-05-22,0,Platinum,North,44,405.4,0.25,31,2023-10-29,True,False,Friend,5,16.6,2.5,True,2023-12-27,0.2,29
CUST02043,2022-04-16,0,Gold,North,38,184.52,0.05,56,2023-07-12,False,True,Friend,0,45.0,1.4,False,2022-10-07,0.37,20
CUST00796,2023-07-16,0,Platinum,North,21,478.17,0.2,19,2023-06-29,False,True,Email,9,21.9,3.2,False,2022-11-08,0.21,29
CUST00897,2022-11-15,0,Platinum,South,4,292.66,0.18,51,2022-12-11,False,True,Friend,0,12.0,4.3,False,2023-03-16,0.36,69
CUST01962,2022-06-03,1,Gold,North,32,54.68,0.08,37,2023-08-21,True,True,Social Media,3,20.5,1.9,True,2022-01-30,0.41,6
CUST00210,2022-07-09,1,Gold,West,29,357.47,0.12,53,2023-10-06,False,True,Friend,6,17.5,1.9,True,2023-09-19,0.34,43
CUST02864,2023-03-08,0,Silver,Central,30,277.89,0.09,69,2022-04-10,True,False,Email,4,38.0,1.3,False,2022-05-07,0.18,53
CUST02657,2022-01-04,1,Silver,Central,3,294.84,0.16,40,2023-01-28,True,False,Search,2,20.3,3.2,False,2022-08-13,0.04,1
CUST02495,2023-12-05,1,Gold,North,5,497.17,0.24,52,2022-10-30,True,False,Social Media,8,4.6,2.6,False,2022-09-24,0.2,26
CUST02508,2023-11-07,1,Platinum,Central,19,93.21,0.26,51,2022-04-11,True,False,Friend,8,29.5,3.5,False,2022-10-05,0.15,17
CUST00968,2023-02-01,1,Gold,North,8,335.26,0.22,38,2023-09-03,True,False,Search,2,42.8,1.1,False,2023-03-27,0.41,83
CUST00472,2022-08-08,1,Bronze,North,37,240.2,0.15,55,2022-12-11,False,True,Friend,8,43.9,3.6,False,2023-08-07,0.42,32
CUST02418,2022-05-03,1,Silver,Central,31,150.51,0.29,63,2022-07-14,True,True,Email,2,23.7,4.7,True,2023-10-19,0.15,80
CUST02948,2023-12-05,1,Bronze,Central,27,352.9,0.17,25,2022-07-08,False,False,Email,5,1.6,4.3,False,2022-07-22,0.25,66
CUST00923,2022-10-25,0,Platinum,West,13,340.74,0.14,60,2022-12-22,True,False,Social Media,1,29.2,2.4,True,2023-07-26,0.18,19
CUST00137,2022-11-15,1,Bronze,East,42,431.12,0.26,68,2023-05-09,True,True,Social Media,1,23.0,1.4,False,2023-04-11,0.48,95
CUST00367,2023-01-08,0,Gold,West,6,441.86,0.06,47,2023-04-19,False,False,Friend,5,45.3,3.2,False,2023-01-21,0.3,12
CUST02960,2023-05-16,0,Gold,West,1,289.67,0.05,64,2023-09-24,False,False,Social Media,4,42.6,2.1,True,2023-12-11,0.43,99
CUST00184,2023-01-18,0,Gold,Central,30,176.27,0.23,37,2022-06-28,True,False,Email,4,43.3,1.0,True,2022-07-01,0.27,40
CUST02520,2023-01-13,1,Bronze,West,11,274.2,0.26,69,2023-11-21,False,True,Friend,6,37.8,2.6,False,2022-07-30,0.12,39
CUST01399,2023-01-31,1,Bronze,Central,41,192.44,0.02,37,2022-07-14,True,False,Search,0,12.7,3.2,False,2023-06-28,0.17,16
CUST02702,2023-04-24,0,Bronze,South,31,153.13,0.23,40,2022-08-17,True,False,Social Media,5,28.1,4.1,False,2023-08-06,0.27,85
CUST02797,2022-06-06,0,Gold,North,16,284.76,0.13,37,2023-04-08,True,True,Friend,8,40.8,4.9,False,2022-07-25,0.22,78
CUST00537,2023-03-11,1,Gold,East,15,335.81,0.21,63,2022-09-15,True,True,Search,4,38.0,4.5,True,2023-09-17,0.41,78
CUST02850,2023-06-30,1,Gold,South,5,303.47,0.04,40,2022-08-31,False,False,Friend,9,39.7,3.2,False,2023-11-06,0.04,11
CUST01603,2023-05-19,1,Bronze,North,15,478.12,0.29,21,2023-05-05,True,True,Social Media,9,23.4,4.2,False,2022-01-30,0.12,7
CUST01274,2022-03-24,0,Bronze,North,1,163.35,0.26,27,2022-10-30,True,True,Search,6,13.5,4.3,True,2023-07-12,0.47,85
CUST02968,2023-07-04,0,Platinum,East,15,198.72,0.12,57,2023-11-10,False,False,Email,2,4.0,4.9,False,2023-02-19,0.32,92
CUST02558,2023-12-03,1,Silver,West,36,340.47,0.27,22,2023-04-17,True,True,Social Media,9,14.1,2.0,False,2022-08-25,0.4,11
CUST02678,2023-02-24,1,Gold,North,48,308.17,0.27,49,2023-11-28,True,False,Email,7,1.9,2.0,True,2022-04-28,0.5,35
CUST01097,2023-07-26,0,Bronze,,39,20.89,0.14,35,2022-07-12,True,False,Friend,0,16.3,1.9,False,2022-04-01,0.36,8
CUST01306,2023-04-11,1,Silver,Central,8,169.9,0.28,42,2023-11-26,False,True,Email,9,45.8,4.6,True,2023-02-23,0.01,15
CUST00916,2023-08-03,1,Bronze,North,22,141.81,0.29,34,2022-02-02,True,True,Search,6,13.6,3.7,True,2023-09-19,0.14,88
CUST00152,2022-04-02,0,Bronze,North,27,423.16,0.07,22,2022-06-19,True,False,Search,5,44.7,1.6,False,2023-04-13,0.35,13
CUST01029,2022-02-21,0,Gold,West,34,435.8,0.02,52,2023-09-15,False,False,Email,9,46.7,4.8,False,2022-11-28,0.43,33
CUST01219,2022-01-12,0,Silver,West,30,156.27,0.1,59,2022-07-30,True,False,Social Media,5,5.8,3.4,False,2022-05-26,0.47,89
CUST01978,2022-11-07,0,Bronze,Central,12,68.99,0.15,38,2023-09-19,False,True,Search,0,39.2,1.0,True,2023-08-02,0.03,93
CUST02512,2022-01-27,1,Silver,North,2,118.5,0.03,53,2022-06-17,True,False,Email,1,45.6,2.7,False,2023-04-16,0.03,87
CUST00271,2022-03-19,0,Silver,West,46,104.75,0.04,36,2022-09-22,True,False,Email,5,10.9,4.1,True,2022-12-08,0.32,51
CUST01187,2022-10-06,1,Gold,East,38,133.97,0.29,40,2022-03-06,True,True,Email,1,19.1,2.2,False,2022-08-19,0.33,83
CUST00460,2023-05-04,1,Silver,North,22,132.63,0.22,22,2022-02-18,True,True,Friend,3,40.4,3.7,False,2023-09-25,0.22,81
CUST00105,2023-02-15,1,Platinum,East,17,250.32,0.26,50,2022-01-01,False,True,Social Media,5,7.6,3.9,True,2023-06-12,0.47,44
CUST01711,2022-07-04,0,Platinum,South,35,173.43,0.29,21,2022-03-09,True,False,Friend,1,27.3,4.3,False,2023-08-14,0.44,81
CUST02210,2023-09-26,0,Gold,Central,42,288.71,0.11,50,2022-05-30,True,True,Search,5,12.3,3.3,False,2023-12-15,0.21,46
CUST02399,2023-02-05,1,Gold,West,45,185.18,0.21,64,2023-08-13,True,True,Search,8,37.0,1.8,True,2023-03-18,0.28,84
CUST00434,2022-07-25,1,Platinum,South,23,411.04,0.06,52,2022-06-23,False,True,Email,5,30.1,4.4,True,2023-06-30,0.41,18
CUST02900,2023-07-08,0,Gold,West,29,476.38,0.17,59,2022-04-05,True,False,Social Media,9,30.0,1.7,True,2023-02-23,0.3,64
CUST00140,2023-02-25,1,Silver,South,29,213.88,0.06,43,2022-07-13,False,True,Friend,6,44.1,2.8,True,2022-05-01,0.1,38
CUST01495,2022-07-20,1,Bronze,West,19,43.74,0.05,54,2023-08-16,True,True,Email,2,32.6,1.4,False,2022-12-16,0.14,9
CUST00087,2022-05-14,1,Gold,,17,135.0,0.03,39,2022-09-02,True,False,Search,3,7.9,1.6,True,2023-08-02,0.13,0
CUST01712,2022-08-30,1,Platinum,North,8,68.89,0.17,28,2023-10-02,True,False,Social Media,3,9.2,1.8,False,2023-05-18,0.22,60
CUST02231,2022-12-19,1,Bronze,East,7,185.49,0.28,66,2023-09-20,True,True,Friend,0,13.9,3.9,True,2022-08-29,0.36,99
CUST02416,2023-04-30,1,Silver,South,11,329.65,0.04,43,2023-01-11,False,True,Email,8,2.8,1.9,True,2022-08-05,0.23,71
CUST00129,2023-07-03,1,Bronze,East,3,269.08,0.15,58,2023-09-07,False,False,Search,8,18.2,3.0,True,2022-01-21,0.47,28
CUST01270,2022-05-14,1,Platinum,East,2,136.58,0.21,30,2023-08-03,True,True,Search,6,19.0,3.7,False,2022-09-26,0.45,27
CUST01602,2023-04-27,0,Bronze,West,19,388.28,0.15,31,2022-03-23,True,False,Search,1,34.3,3.2,False,2022-06-20,0.34,41
CUST00670,2022-12-18,0,Platinum,North,28,83.11,0.27,58,2023-09-22,False,False,Social Media,2,16.4,3.6,True,2022-10-14,0.02,29
CUST00149,2023-08-03,1,Gold,West,28,129.53,0.05,66,2022-06-05,False,False,Social Media,6,41.3,4.6,False,2023-10-21,0.16,31
