CustomerID,CLV,TenureMonths,AvgOrderValue,TotalOrders,RepeatRate,ReferralCount,SignupDate,LastOrderDate,CustomerSegment,Region,EmailEngagement,MobileAppUsage,SupportInteractions,SatisfactionScore,ChurnRisk,PromoUsageRate,AvgDeliveryTime,CartAbandonRate,ReviewCount
CUST01724,2296.8,7,452.78,15,0.4,7,2023-08-10,2023-08-22,New,East,0.02,0.02,7,4.1,0.06,0.77,8.7,0.28,28
CUST01358,6337.89,16,216.52,24,0.87,19,2023-11-09,2023-10-03,New,South,0.2,0.97,6,1.2,0.54,0.38,2.1,0.17,51
CUST00238,1155.73,27,353.41,80,0.54,10,2022-10-11,2022-01-20,VIP,North,0.05,0.48,2,1.4,0.39,0.54,6.02,0.5,23
CUST02656,2616.27,20,210.93,53,0.24,8,2023-05-27,2023-09-05,New,North,0.36,0.87,2,3.2,0.23,0.48,1.23,0.36,79
CUST01716,2645.36,59,20.78,82,0.67,4,2022-10-19,2022-12-27,VIP,West,0.51,0.35,8,2.6,0.15,0.78,6.94,0.14,22
CUST01662,947.38,13,58.47,70,0.67,10,2022-02-23,2022-03-17,New,North,0.88,0.4,8,4.9,0.06,0.77,5.56,0.39,18
CUST01386,5630.35,6,75.87,76,0.67,7,2023-01-10,2023-10-17,Returning,West,0.02,0.39,5,3.2,0.07,0.47,6.88,0.4,34
CUST00141,8208.59,17,280.75,86,0.15,5,2023-05-02,2023-01-28,VIP,North,0.01,0.5,8,4.4,0.16,0.82,9.69,0.38,94
CUST00973,2375.4,34,64.11,55,0.31,0,2023-04-06,2022-07-20,Returning,East,0.01,0.67,3,3.6,0.63,0.9,1.15,0.48,7
CUST00164,2238.87,45,322.48,78,0.61,1,2023-10-02,2023-07-04,VIP,North,0.68,0.03,7,3.8,0.47,0.5,1.54,0.37,16
CUST00216,8322.63,8,196.21,8,0.44,15,2023-12-23,2022-03-12,Returning,South,0.26,0.73,4,1.3,0.38,0.13,1.03,0.2,19
CUST01183,6725.98,38,116.39,51,0.17,9,2023-07-16,2023-03-21,Returning,East,0.42,0.46,4,2.9,0.48,0.73,8.05,0.02,12
CUST01030,2095.1,7,87.82,35,0.45,14,2022-07-08,2023-10-03,Returning,South,0.17,0.52,3,2.3,0.12,0.38,7.78,0.34,11
CUST02911,6028.71,50,241.86,75,0.41,12,2022-04-09,2022-01-19,VIP,South,0.16,0.13,9,5.0,0.15,0.04,4.02,0.02,18
CUST01073,7737.06,38,250.29,64,0.27,5,2023-07-19,2023-01-12,Returning,North,0.25,0.56,5,2.7,0.86,0.99,9.92,0.48,14
CUST02608,8717.11,26,124.6,87,0.81,19,2022-02-10,2023-08-20,VIP,East,0.16,0.54,0,1.9,0.77,0.75,8.28,0.38,30
CUST00236,7785.3,25,443.81,85,0.46,1,2022-06-14,2022-10-30,Returning,South,0.01,0.73,8,3.8,0.15,0.45,2.26,0.19,62
CUST00014,5114.48,24,252.61,68,0.37,9,2023-08-15,2022-08-09,New,East,0.43,0.06,8,1.7,0.47,0.58,2.26,0.22,77
CUST00290,2393.67,20,71.91,66,0.8,8,2023-02-20,2023-11-11,VIP,West,0.47,0.68,7,1.9,0.25,0.09,5.3,0.49,94
CUST01962,1128.73,48,55.9,2,0.35,8,2022-12-27,2022-03-02,New,South,0.73,0.3,1,2.3,0.34,0.33,2.46,0.31,95
CUST01868,5579.21,40,453.57,99,0.59,6,2022-07-24,2022-01-20,VIP,West,0.25,0.64,6,3.5,0.9,0.89,4.07,0.48,46
CUST02787,7308.55,20,163.97,51,0.53,4,2023-02-23,2022-06-11,New,West,0.2,0.39,5,1.8,0.49,0.94,4.9,0.26,44
CUST02476,6592.74,12,123.67,28,0.51,8,2022-05-09,2023-06-21,VIP,East,0.53,0.53,6,3.1,0.37,0.7,4.34,0.03,10
CUST01665,5363.69,31,350.78,23,0.8,2,2022-12-06,2022-10-09,VIP,West,0.99,0.74,3,1.3,0.7,0.84,5.36,0.2,25
CUST00093,9102.75,42,212.13,60,0.44,0,2022-07-30,2023-05-18,VIP,West,0.14,0.32,7,4.9,0.41,0.64,9.79,0.36,80
CUST02369,4910.18,23,49.86,39,0.89,2,2023-09-02,2023-02-11,VIP,West,0.88,0.56,3,1.3,0.12,0.72,7.2,0.13,15
CUST02326,2354.91,16,202.03,71,0.25,13,2023-03-31,2023-03-19,VIP,South,0.52,0.65,6,3.9,0.56,0.47,3.91,0.42,15
CUST00505,3716.67,52,97.5,44,0.45,11,2023-05-15,2023-10-26,VIP,East,0.11,0.36,7,4.9,0.97,0.08,7.06,0.13,20
CUST01149,4518.18,25,78.17,13,0.46,18,2022-11-10,2022-10-16,Returning,West,0.71,0.15,1,1.2,0.56,0.92,1.45,0.44,81
CUST01735,6172.61,2,81.66,99,0.69,10,2023-06-10,2022-01-30,Returning,West,0.48,0.69,7,3.4,0.62,0.02,1.43,0.08,35
CUST01386,4689.18,17,70.67,52,0.52,13,2022-04-13,2022-05-30,Returning,North,0.24,0.08,9,3.7,0.01,0.64,5.01,0.48,97
CUST00921,8610.95,19,349.53,39,0.85,18,2023-03-04,2023-12-18,VIP,West,0.99,0.44,4,4.6,0.65,0.65,2.11,0.07,57
CUST01405,4431.84,36,324.33,40,0.83,12,2023-07-31,2022-07-09,New,West,0.78,0.68,0,1.0,0.28,0.84,7.84,0.44,92
CUST01808,4798.86,13,66.58,92,0.41,8,2022-02-11,2023-05-12,New,South,0.42,0.4,1,3.6,0.1,0.72,1.94,0.05,5
CUST01543,7510.11,12,493.7,87,0.23,14,2023-12-26,2023-08-09,New,West,0.5,0.63,2,2.2,0.23,0.61,4.37,0.28,67
CUST01743,12/05/2023,30,494.88,25,0.56,19,2022-09-08,2022-09-24,New,South,0.12,0.16,7,4.2,0.18,0.67,4.68,0.21,16
CUST02011,12/05/2023,2,271.07,29,0.85,2,2023-11-23,2023-06-20,Returning,East,0.37,0.59,7,1.7,0.95,0.48,8.25,0.19,70
CUST02295,1663.78,2,463.21,64,0.15,18,2022-08-13,2022-09-25,New,East,0.02,0.97,2,1.6,0.92,0.81,7.07,0.08,58
CUST01050,7977.9,10,316.54,99,0.37,3,2023-05-12,2022-11-26,New,East,0.86,0.93,2,1.2,0.6,0.57,3.89,0.45,94
CUST01000,7445.48,59,267.14,94,0.75,2,2023-11-15,2022-11-27,VIP,North,0.75,0.36,6,1.5,0.64,0.41,8.46,0.15,84
CUST01491,4851.17,35,480.27,64,0.59,10,2023-07-21,2023-04-10,Returning,East,0.18,0.8,2,1.2,0.15,0.98,3.3,0.24,24
CUST02941,1825.75,58,122.45,10,0.61,5,2022-12-18,2022-05-14,New,East,0.55,0.58,2,2.0,0.89,0.93,6.23,0.32,77
CUST01690,4135.43,55,216.42,23,0.21,7,2023-02-02,2023-03-23,VIP,South,0.03,0.99,1,4.3,0.16,0.75,6.64,0.4,41
CUST02426,7589.0,49,263.79,84,0.51,16,2023-07-22,2023-04-10,Returning,North,0.22,0.84,8,1.6,0.78,0.49,6.21,0.13,1
CUST02422,3507.36,42,66.52,62,0.15,2,2022-09-15,2022-09-29,Returning,West,0.86,0.16,9,2.8,0.77,0.2,2.11,0.49,92
CUST02170,9342.18,29,210.54,90,0.33,6,2023-06-13,2022-06-25,Returning,West,0.1,0.19,6,2.4,0.19,0.49,4.1,0.35,7
CUST00377,6695.92,2,459.44,1,0.5,13,2022-01-30,2022-03-14,New,North,0.02,0.42,8,2.5,0.72,0.92,1.26,0.24,32
CUST00045,7310.01,21,259.17,43,0.83,15,2023-11-18,2022-12-27,New,North,0.26,0.87,4,3.3,0.03,0.9,2.78,0.41,30
CUST02086,9817.64,5,337.08,72,0.56,14,2023-08-17,2022-06-01,New,East,0.34,0.12,1,1.5,0.5,0.42,3.11,0.33,47
CUST02300,9175.46,8,361.08,48,0.86,2,2022-11-05,2022-06-24,VIP,West,0.29,0.2,3,3.2,0.07,0.82,6.79,0.11,49
CUST02915,3583.13,15,357.32,12,0.73,18,2023-01-17,2023-09-16,New,North,0.96,0.55,6,3.4,0.06,0.93,9.87,0.46,33
CUST01734,5979.26,30,374.84,42,0.46,16,2022-04-07,2022-04-15,Returning,West,0.96,0.53,6,1.7,0.03,0.67,2.75,0.05,86
CUST01960,12/05/2023,23,75.02,30,0.82,5,2022-12-07,2023-05-13,New,West,0.72,0.91,0,5.0,0.43,0.13,5.36,0.08,18
CUST00647,4464.08,21,108.95,89,0.85,0,2023-06-07,2023-05-20,New,East,0.65,0.77,5,2.6,0.56,0.49,6.8,0.42,8
CUST02826,7833.32,16,246.2,64,0.76,11,2023-02-23,2022-01-20,VIP,West,0.08,0.32,4,3.2,0.33,0.87,3.36,0.14,51
CUST01727,7673.4,5,102.19,14,0.86,13,2023-12-11,2023-03-05,Returning,South,0.3,0.72,8,2.9,0.4,0.64,1.22,0.36,60
CUST00863,7051.06,6,265.61,2,0.3,4,2023-01-03,2023-01-09,VIP,West,0.23,0.03,6,1.4,0.73,0.35,8.98,0.22,83
CUST01612,1176.06,21,247.3,81,0.78,12,2023-04-16,2022-07-10,VIP,West,0.3,0.07,9,3.8,0.51,0.63,7.91,0.05,64
CUST02818,5900.81,8,264.85,91,0.27,19,2022-04-02,2022-04-16,New,North,0.8,0.11,2,3.3,0.09,0.33,5.63,0.36,23
,3712.49,3,483.35,51,0.56,17,2022-01-26,2023-12-19,New,South,0.05,0.6,0,1.7,0.36,0.92,5.98,0.11,96
CUST01027,5153.01,50,424.2,23,0.85,4,2022-06-24,2023-09-03,Returning,South,0.09,0.69,0,1.0,0.09,0.81,5.42,0.16,85
CUST02503,2770.62,50,328.45,2,0.59,3,2023-01-20,2022-09-29,New,South,0.47,0.4,6,4.3,0.04,0.07,6.29,0.29,50
CUST00346,4702.76,23,40.82,74,0.36,18,2022-05-04,2022-01-05,Returning,West,0.38,0.69,7,5.0,0.07,0.11,4.22,0.25,89
,2327.37,47,463.84,71,0.38,0,2023-07-27,2023-05-09,New,South,0.45,0.74,1,4.4,0.24,0.95,8.25,0.34,28
CUST00625,2018.14,17,242.31,35,0.22,15,2022-04-08,2022-12-03,New,East,0.95,0.16,9,2.5,0.89,0.96,4.32,0.15,95
CUST00027,3697.26,33,157.53,66,0.41,16,2022-06-12,2023-04-09,VIP,West,0.55,0.85,1,3.9,0.13,0.94,7.78,0.44,79
CUST02005,6254.87,14,86.57,14,0.24,10,2022-12-03,2022-11-26,New,North,0.96,0.32,3,1.9,0.26,0.41,5.49,0.04,25
CUST00534,2690.82,24,435.29,75,0.65,1,2022-11-22,2023-10-28,New,West,0.45,0.4,8,4.5,0.32,0.47,4.57,0.39,5
CUST00658,2546.93,2,346.07,92,0.55,3,2022-02-06,2022-07-04,VIP,South,0.51,0.29,1,4.5,0.83,0.93,5.29,0.23,81
CUST02171,8602.37,52,361.62,11,0.83,12,2023-05-20,2022-04-26,New,North,0.47,0.93,7,2.6,0.67,0.95,8.4,0.45,89
CUST00947,4003.94,54,175.1,95,0.4,11,2022-07-23,2023-07-04,New,South,0.67,0.33,0,4.6,0.3,0.27,2.91,0.11,87
CUST01113,3015.1,49,44.26,62,0.83,8,2023-06-03,2022-01-14,VIP,North,0.77,0.88,9,3.5,0.68,0.9,5.37,0.3,92
CUST00158,4192.47,39,352.51,55,0.4,15,2022-07-24,2022-08-01,VIP,East,0.87,0.02,1,2.5,0.08,0.9,4.61,0.41,3
CUST02189,3966.73,14,453.38,51,0.4,2,2022-11-01,2023-08-04,New,South,0.69,0.95,4,3.3,0.1,0.58,2.09,0.36,55
CUST01360,7208.94,10,336.79,42,0.86,12,2023-06-01,2023-04-14,New,East,0.88,0.07,2,4.3,0.79,0.82,5.82,0.47,23
CUST01000,1408.39,8,474.5,51,0.63,15,2022-04-29,2023-01-15,Returning,South,0.34,0.2,5,2.6,0.1,0.77,7.33,0.2,37
CUST02254,6052.36,44,338.18,48,0.22,9,2023-05-16,2022-10-17,New,South,0.13,0.04,7,3.3,0.04,0.45,1.33,0.44,83
CUST01574,3355.7,59,321.2,55,0.65,8,2022-06-04,2022-02-26,VIP,West,0.53,0.54,6,2.8,0.33,0.33,5.15,0.41,46
CUST02963,989.48,28,74.41,32,0.67,11,2023-02-10,2023-05-14,VIP,West,0.94,0.21,5,1.8,0.54,0.09,7.94,0.4,97
CUST00774,4883.77,36,33.22,79,0.14,0,2022-02-14,2023-03-01,New,South,0.62,0.22,0,1.9,0.49,0.66,6.81,0.01,1
CUST02169,1489.8,22,145.97,60,0.65,19,2022-04-22,2023-08-08,VIP,South,0.41,0.93,4,1.9,0.61,0.41,8.67,0.36,45
CUST00161,6573.69,20,244.9,21,0.7,16,2023-08-10,2023-05-13,VIP,South,0.26,0.54,4,2.7,0.99,0.87,3.06,0.38,69
CUST02699,12/05/2023,21,156.34,6,0.25,10,2023-05-12,2022-06-02,New,South,0.55,0.15,3,1.8,0.82,0.39,7.64,0.31,65
CUST01726,2451.66,20,113.47,41,0.75,0,2022-05-10,2023-01-15,Returning,North,1.0,0.73,9,1.7,0.3,0.17,7.13,0.34,24
CUST01983,5589.32,56,270.79,35,0.72,0,2023-09-20,2022-04-08,Returning,South,0.32,0.07,0,4.3,0.31,0.14,2.69,0.03,12
CUST00110,4546.84,51,262.5,78,0.56,12,2023-09-29,2023-09-01,VIP,South,0.59,0.8,0,2.3,0.94,0.38,1.39,0.31,80
CUST00544,6508.8,22,348.7,17,0.37,12,2023-04-19,2022-07-13,VIP,South,0.97,0.02,7,5.0,0.02,0.26,9.86,0.11,79
CUST00288,1742.66,8,49.14,77,0.3,4,2023-06-09,2023-08-15,Returning,West,0.48,0.13,2,2.3,0.19,0.45,2.71,0.14,41
CUST01792,8848.91,52,464.71,38,0.34,9,2022-10-19,2023-11-25,Returning,North,0.67,0.21,6,3.7,0.72,0.74,4.19,0.34,31
CUST01095,4015.72,17,217.55,60,0.67,6,2023-11-25,2023-08-21,New,North,0.12,0.31,9,3.6,0.12,0.21,5.67,0.16,65
CUST00647,1904.94,45,239.49,88,0.32,15,2022-03-09,2022-03-30,Returning,South,0.44,0.79,7,3.7,0.84,0.58,4.49,0.29,22
CUST02228,6185.39,44,349.28,70,0.84,3,2023-01-16,2022-03-21,New,South,0.69,0.79,9,4.7,0.08,0.93,8.42,0.37,91
CUST00508,1346.27,35,185.33,84,0.6,7,2023-06-18,2022-09-16,Returning,North,0.48,0.11,2,1.3,0.27,0.45,2.04,0.39,37
CUST00844,5019.84,52,443.36,21,0.67,7,2023-02-28,2022-03-29,Returning,East,0.25,0.74,4,5.0,0.52,0.42,8.31,0.28,99
CUST01048,7468.77,17,447.26,58,0.79,19,2022-08-16,2023-08-14,Returning,West,0.22,0.66,5,1.1,0.0,0.26,7.08,0.49,6
CUST02997,5453.88,12,346.06,76,0.85,19,2022-03-29,2023-02-19,Returning,East,0.82,0.28,5,1.3,0.49,0.85,5.32,0.13,24
CUST02276,3148.68,45,23.64,55,0.58,12,2023-05-26,2023-10-21,Returning,North,0.71,0.52,7,2.9,0.19,0.22,6.77,0.12,27
CUST00347,9293.15,19,108.92,50,0.24,2,2023-03-29,2022-04-04,Returning,North,0.57,0.97,8,4.2,0.48,0.94,7.42,0.35,53
CUST02334,2781.01,43,362.78,43,0.23,18,2022-12-24,2023-02-26,VIP,South,0.76,0.47,5,4.1,0.32,0.69,1.25,0.16,80
CUST02752,4870.07,49,373.4,21,0.48,19,2023-09-23,2023-04-26,VIP,North,0.37,0.32,0,1.5,0.26,0.65,5.11,0.31,71
CUST00708,4535.04,18,231.99,67,0.63,17,2023-10-01,2023-08-20,Returning,East,0.57,0.48,0,2.7,0.09,0.22,9.87,0.42,46
CUST00099,3976.05,34,63.77,66,0.66,6,2022-06-30,2022-03-14,VIP,South,0.68,0.77,7,5.0,0.44,0.95,4.49,0.33,15
CUST00766,331.3,29,176.88,70,0.48,10,2023-08-14,2023-03-31,VIP,East,0.12,0.06,3,1.2,0.2,0.93,3.33,0.17,50
CUST01398,9059.89,32,472.88,98,0.15,18,2023-05-12,2023-02-12,Returning,North,0.4,0.87,2,4.0,0.32,0.11,3.92,0.05,98
CUST00127,9479.52,1,460.72,76,0.69,0,2023-03-05,2022-11-16,Returning,East,0.64,0.72,8,4.3,0.93,0.9,6.29,0.03,40
CUST01470,5573.53,33,353.77,25,0.64,19,2023-07-17,2023-04-07,Returning,West,0.57,0.19,4,3.0,0.96,0.83,8.17,0.41,12
CUST01750,6078.51,10,460.02,48,0.83,8,2023-02-16,2022-03-22,Returning,South,0.35,0.71,3,4.8,0.94,0.06,3.05,0.35,59
CUST00263,8639.31,58,317.51,70,0.15,8,2023-09-12,2022-09-03,New,East,0.98,0.81,0,2.2,0.48,0.86,5.62,0.12,48
CUST02304,2551.99,3,297.53,63,0.78,14,2022-11-07,2022-01-07,VIP,North,0.18,0.52,7,2.2,0.78,0.46,7.19,0.32,72
CUST00049,5947.19,20,238.37,62,0.26,19,2022-05-18,2022-08-26,VIP,South,0.96,0.26,4,3.3,0.83,0.3,5.51,0.46,22
CUST02632,12/05/2023,27,63.64,93,0.65,12,2023-04-02,2022-09-02,VIP,East,0.57,0.94,9,1.6,0.14,0.1,1.53,0.09,35
CUST00599,1731.48,29,152.11,11,0.85,3,2023-04-08,2022-10-19,VIP,West,0.73,0.29,4,3.5,0.67,0.58,3.01,0.22,34
CUST02894,8416.63,53,322.69,22,0.32,13,2022-06-29,2022-04-27,Returning,South,0.29,0.26,2,2.9,0.19,0.38,6.45,0.02,34
CUST01831,7367.06,24,230.91,82,0.48,19,2022-04-06,2022-04-03,VIP,South,0.41,0.9,3,1.1,0.82,0.45,2.88,0.43,14
CUST00114,431.5,15,156.98,60,0.14,4,2022-12-01,2022-08-22,Returning,North,0.31,0.16,9,1.0,0.51,0.47,3.84,0.46,47
CUST02145,8434.66,33,429.29,90,0.75,12,2022-10-01,2023-06-10,New,North,0.35,0.22,8,2.7,0.09,0.42,5.64,0.18,38
CUST01844,7204.5,4,42.49,8,0.5,14,2023-01-03,2022-08-06,VIP,South,0.83,0.05,0,1.5,0.26,0.37,3.21,0.06,48
CUST01217,6722.17,27,169.61,16,0.48,17,2023-02-02,2023-10-24,New,North,0.8,0.37,3,3.7,0.01,0.37,1.92,0.02,77
CUST00981,8082.21,45,336.11,66,0.42,17,2023-06-19,2023-11-02,New,East,0.46,0.42,4,1.0,0.67,0.92,5.8,0.15,9
CUST00440,5725.96,3,391.68,12,0.77,11,2022-09-29,2022-09-19,Returning,West,0.08,0.28,3,4.0,0.13,0.24,6.93,0.07,43
CUST01157,8601.46,25,487.58,46,0.6,4,2022-05-10,2022-07-11,VIP,South,0.19,0.12,2,4.1,0.6,0.09,1.75,0.31,17
CUST00313,483.82,51,443.58,32,0.21,16,2022-11-27,2023-04-15,New,North,0.86,0.89,3,2.0,1.0,0.07,3.99,0.38,91
CUST01774,7940.46,18,298.61,95,0.2,10,2023-05-17,2023-08-29,Returning,West,0.5,0.0,8,3.3,0.63,0.47,1.34,0.19,67
CUST00126,2285.61,52,133.47,6,0.35,15,2022-12-18,2023-04-12,New,South,0.84,0.58,1,2.2,0.07,0.83,5.62,0.25,18
CUST01408,5563.81,40,384.05,43,0.62,7,2022-02-09,2023-07-16,Returning,West,0.68,0.77,4,3.5,0.66,0.15,6.61,0.43,46
CUST02853,9150.26,39,36.84,61,0.75,12,2022-06-30,2023-07-05,New,North,0.25,0.5,8,4.1,0.04,0.73,7.41,0.28,82
CUST00997,3972.41,34,348.26,42,0.26,13,2022-05-15,2023-03-21,VIP,North,0.13,0.23,2,3.8,0.62,0.83,8.43,0.24,45
CUST00518,8915.51,47,227.39,32,0.47,0,2022-02-08,2022-03-27,New,East,0.39,0.31,8,1.1,0.34,0.2,8.22,0.31,0
CUST02118,8591.17,34,341.53,36,0.75,18,2022-08-23,2023-05-18,Returning,East,0.23,0.13,7,3.2,0.94,0.23,3.74,0.44,68
CUST00363,4256.95,57,271.23,13,0.45,6,2023-03-17,2023-03-14,Returning,South,0.12,0.79,6,3.9,0.85,0.44,1.71,0.35,17
CUST00415,4712.01,43,385.58,62,0.71,10,2022-07-21,2022-10-26,New,South,0.73,0.64,7,2.9,0.74,0.56,6.08,0.22,20
CUST00511,8301.99,45,280.0,30,0.78,9,2022-11-07,2023-05-15,Returning,South,0.12,0.37,8,1.4,0.14,0.76,4.69,0.16,67
CUST00471,7859.79,36,28.9,9,0.47,14,2023-08-29,2022-06-03,VIP,West,0.03,0.27,5,1.8,0.86,0.67,3.37,0.12,58
CUST00166,2989.58,30,269.95,31,0.31,19,2022-02-23,2023-08-29,Returning,North,0.32,0.95,9,1.8,0.04,0.13,7.04,0.16,17
CUST02156,6912.34,29,199.13,57,0.71,10,2023-03-17,2022-09-20,New,North,0.32,0.47,5,2.3,0.99,0.77,7.87,0.4,88
CUST01956,6830.84,32,351.2,23,0.25,4,2023-01-20,2022-07-25,VIP,South,0.59,0.9,8,3.0,0.82,0.51,6.37,0.34,11
CUST02888,437.63,56,455.71,83,0.47,8,2022-11-16,2022-10-06,Returning,West,0.74,0.31,3,1.8,0.53,0.67,1.97,0.47,15
CUST00186,790.46,55,386.82,2,0.85,4,2022-04-20,2023-03-29,VIP,West,0.51,0.68,4,1.4,0.67,0.6,4.67,0.16,61
CUST00436,5170.38,31,323.84,76,0.84,0,2023-09-19,2022-04-27,New,West,0.58,0.95,1,4.0,0.45,0.35,6.66,0.36,70
CUST02882,9443.82,7,429.27,69,0.54,11,2023-08-10,2022-05-21,VIP,North,0.09,0.12,7,1.9,0.44,0.49,7.06,0.25,53
CUST01358,7089.09,39,264.63,27,0.59,17,2023-08-30,2023-06-07,Returning,East,0.58,0.05,2,2.8,0.37,0.15,9.16,0.25,49
CUST01140,5377.71,8,370.35,5,0.37,2,2023-09-08,2023-07-10,VIP,South,0.99,0.19,2,4.6,0.37,0.99,3.55,0.44,65
CUST01804,5953.12,47,118.2,17,0.87,1,2023-01-01,2023-05-03,New,South,1.0,0.9,2,1.2,0.29,0.62,2.85,0.07,97
CUST00608,4216.28,33,50.37,69,0.64,2,2023-11-03,2022-11-26,Returning,East,0.25,0.99,8,1.3,0.74,0.49,7.78,0.15,5
CUST02145,9730.78,25,470.62,59,0.67,6,2023-09-13,2022-02-28,Returning,North,0.49,0.79,6,3.6,0.22,0.27,1.78,0.49,57
CUST01006,5119.77,35,464.92,16,0.31,8,2022-11-21,2023-09-02,VIP,East,0.95,0.99,0,3.0,0.72,0.18,7.4,0.1,12
CUST02710,3645.75,7,67.13,41,0.3,12,2022-03-19,2023-12-13,VIP,South,0.43,0.47,7,4.7,0.39,0.08,2.31,0.21,20
CUST00372,3575.28,58,223.88,44,0.7,0,2022-10-30,2023-06-11,Returning,East,0.27,0.65,6,4.8,0.61,0.25,4.81,0.41,45
CUST01586,1154.64,54,190.0,15,0.43,14,2022-12-06,2023-10-30,Returning,East,0.88,0.45,7,2.4,0.16,0.08,3.73,0.18,81
CUST01638,2330.28,34,175.45,22,0.41,4,2023-04-05,2023-12-11,New,East,0.26,0.92,2,4.3,0.8,0.1,4.42,0.16,21
CUST01935,9985.95,20,29.22,11,0.51,14,2023-06-07,2023-01-19,Returning,North,0.05,0.34,2,3.0,0.38,0.66,5.33,0.35,87
CUST00464,1370.2,23,95.76,90,0.71,19,2023-08-13,2022-07-24,New,South,0.63,0.79,3,2.6,0.64,0.38,1.78,0.01,77
CUST02249,3537.61,14,49.8,82,0.65,15,2022-07-24,2023-12-03,New,West,0.75,0.84,6,2.8,0.93,0.88,5.08,0.01,12
CUST01351,7250.27,15,232.14,26,0.58,13,2023-01-03,2022-03-16,New,East,0.99,0.5,0,4.9,0.03,0.85,9.4,0.35,38
CUST00177,3207.02,13,309.97,17,0.88,17,2023-10-03,2022-12-06,Returning,East,0.86,0.11,4,4.1,0.59,0.08,8.27,0.22,9
CUST01558,1213.76,2,123.53,38,0.23,16,2023-07-30,2022-11-20,VIP,East,0.43,0.27,4,1.8,0.73,0.09,7.4,0.28,30
CUST00799,582.23,58,54.05,20,0.37,3,2022-05-28,2023-03-31,Returning,North,0.17,0.35,7,3.9,0.94,0.91,2.88,0.39,38
CUST01217,9705.19,24,300.16,78,0.7,14,2023-02-14,2022-06-21,New,West,0.03,0.18,5,1.5,0.95,0.67,7.22,0.23,53
CUST02087,3546.98,20,24.6,46,0.36,4,2022-03-17,2022-10-16,VIP,North,0.87,0.39,7,4.4,0.61,0.39,6.63,0.47,57
CUST01455,2593.7,48,282.58,98,0.49,9,2022-08-22,2023-08-26,Returning,South,0.44,0.72,8,4.6,1.0,0.65,6.52,0.28,24
CUST01561,9458.6,20,369.32,89,0.28,1,2023-05-21,2023-04-20,New,East,0.67,0.4,8,3.6,0.88,0.46,8.51,0.12,87
CUST01774,1353.75,37,227.19,87,0.58,18,2023-05-26,2022-08-06,New,West,0.02,0.63,9,1.4,0.69,0.62,8.77,0.29,66
CUST00385,2037.34,32,353.12,44,0.36,10,2023-05-24,2023-02-05,New,South,0.73,0.73,8,2.0,0.43,0.77,7.54,0.21,93
CUST01916,5309.45,28,269.41,6,0.31,7,2023-07-24,2022-09-25,Returning,South,0.43,0.13,3,2.5,0.78,0.83,8.77,0.07,65
CUST02960,9671.51,29,198.6,21,0.13,5,2023-03-01,2023-06-10,New,East,0.44,0.93,5,2.6,0.56,0.25,5.65,0.16,26
CUST01315,9792.58,29,51.26,63,0.49,18,2023-12-06,2022-05-07,Returning,South,0.34,0.79,9,2.8,0.82,0.07,1.49,0.25,58
,6180.28,20,156.58,5,0.21,17,2023-12-18,2023-12-17,New,North,0.58,0.14,2,3.5,0.21,0.26,8.9,0.33,83
CUST02948,2714.18,50,267.49,49,0.42,19,2023-04-30,2023-03-02,VIP,South,0.64,0.01,0,2.6,0.04,0.48,5.43,0.44,28
CUST02388,6263.56,41,257.93,31,0.59,0,2022-09-25,2022-12-25,VIP,West,0.7,0.48,6,1.7,0.21,0.41,7.78,0.21,18
CUST01359,2809.49,48,287.49,50,0.15,2,2022-01-08,2023-06-04,New,South,0.78,0.32,8,2.2,0.65,0.78,8.21,0.41,72
CUST01209,7807.78,36,193.78,22,0.53,10,2022-04-22,2023-02-22,VIP,East,0.15,0.98,2,2.6,0.56,0.69,8.27,0.1,42
CUST02838,4878.64,53,23.02,73,0.36,0,2022-01-06,2023-08-20,VIP,East,0.27,0.65,3,3.4,0.87,0.84,7.74,0.11,39
CUST00124,9537.63,21,306.77,66,0.26,15,2022-02-22,2023-01-06,Returning,East,0.89,0.09,2,1.1,0.68,0.13,3.18,0.45,58
CUST02826,9653.96,53,80.93,56,0.12,8,2022-11-02,2022-11-28,New,East,0.29,0.89,5,3.6,0.13,0.36,2.12,0.29,16
CUST01863,2319.42,20,253.13,7,0.58,11,2022-08-12,2023-05-26,Returning,North,0.77,0.66,7,2.6,0.43,0.23,7.95,0.18,96
CUST00987,3870.11,46,20.35,69,0.35,16,2022-11-12,2023-04-16,Returning,East,0.55,0.81,4,2.8,0.45,0.12,2.83,0.4,97
CUST00668,6627.23,39,252.68,63,0.71,13,2022-03-09,2022-09-22,VIP,West,0.29,0.24,9,1.3,0.9,0.48,6.2,0.47,48
CUST00021,6786.46,20,29.75,34,0.26,15,2023-10-12,2022-09-22,Returning,West,0.01,0.39,3,1.4,0.86,0.37,7.45,0.14,4
CUST01117,8203.28,23,432.68,98,0.13,6,2022-04-16,2023-04-08,VIP,North,0.81,0.16,2,4.7,0.43,0.99,9.6,0.39,5
CUST00644,4475.11,50,464.92,38,0.59,2,2022-04-21,2022-07-28,New,West,0.94,0.95,8,1.9,0.98,0.46,7.84,0.29,93
CUST02593,689.75,47,450.72,67,0.13,7,2022-09-22,2023-12-14,VIP,South,0.79,0.42,8,2.2,0.77,0.49,5.76,0.23,84
