ProductID,StockLevel,RestockDate,LeadTime,SupplierID,WarehouseID,InventoryTurnover,BackorderRate,StockoutFlag,ReorderPoint,SafetyStock,DemandForecast,ActualDemand,OverstockFlag,StorageCost,HandlingCost,InventoryValue,ProductCategory,Region,SupplierRating
PROD0831,826,2023-08-03,17,SUP0036,WH043,1.67,0.15,0,157,53,291.83,207.52,1,765.08,412.62,7238.63,Electronics,West,1.9
PROD0807,792,2022-01-09,21,SUP0011,WH015,14.99,0.17,0,203,46,746.4,307.93,1,187.83,489.49,45650.28,Books,West,1.4
PROD0670,329,2023-11-26,20,SUP0081,WH045,14.71,0.27,1,54,54,347.67,939.89,1,367.46,54.53,34644.47,Books,South,4.7
PROD0204,531,2022-12-06,6,SUP0016,WH049,12.21,0.26,0,67,93,979.58,468.46,1,520.38,487.12,18079.09,Clothing,North,3.5
PROD0802,12/05/2023,2022-09-29,28,SUP0075,WH007,2.25,0.04,1,148,59,701.29,197.85,1,492.19,350.55,15684.48,Electronics,North,1.2
PROD0672,623,2022-04-25,1,SUP0134,WH013,8.53,0.16,1,263,25,194.32,957.16,0,995.11,75.29,43043.44,Clothing,East,1.2
PROD0383,59,2023-02-21,5,SUP0138,WH022,1.8,0.17,1,122,69,334.55,420.5,1,227.15,206.35,42245.45,Clothing,South,1.5
PROD0799,695,2023-09-23,24,SUP0090,WH012,12.79,0.06,1,249,59,485.46,365.88,1,590.13,135.66,19896.78,Clothing,West,2.2
PROD0016,366,2023-05-30,11,SUP0117,WH010,3.39,0.04,1,255,84,642.4,387.33,0,408.87,201.17,39637.25,Home,North,1.5
PROD0806,302,2023-10-01,23,SUP0031,WH030,14.52,0.2,0,209,26,896.88,365.94,0,635.31,398.85,43196.99,Books,North,2.6
PROD0878,240,2022-07-14,23,SUP0085,WH020,9.83,0.24,0,248,53,632.45,343.62,1,717.35,255.1,17032.8,Home,West,1.7
,803,2022-08-01,24,SUP0071,WH025,12.22,0.16,1,226,21,432.79,561.83,1,534.98,309.53,12359.31,Clothing,East,4.0
PROD0207,248,2023-05-28,17,SUP0156,WH038,14.22,0.07,1,119,69,841.67,880.8,1,458.63,460.26,46118.27,Home,South,4.8
PROD0005,961,2023-12-20,19,SUP0014,WH007,11.94,0.14,1,262,59,720.58,473.02,0,530.42,188.95,20100.32,Home,East,2.8
PROD0477,553,2022-09-10,22,SUP0083,WH025,3.64,0.12,1,159,78,589.77,796.78,0,252.89,217.82,10626.54,Home,West,3.9
PROD0483,898,2022-11-28,4,SUP0169,WH035,2.97,0.15,0,175,61,157.99,184.13,0,956.36,60.42,44417.15,Electronics,North,1.9
PROD0282,521,2022-07-13,12,SUP0184,WH025,2.83,0.1,0,216,26,379.5,717.59,1,526.83,441.32,26246.9,Electronics,East,2.5
PROD0248,962,2022-03-16,13,SUP0124,WH004,8.05,0.29,0,110,84,970.75,993.55,1,569.12,124.93,48730.89,Home,West,3.2
PROD0601,532,2023-12-03,2,SUP0122,WH016,14.7,0.12,1,138,79,555.72,549.7,1,593.3,410.48,12567.75,Electronics,South,2.5
PROD0530,829,2022-07-31,24,SUP0113,WH006,9.11,0.07,0,261,54,303.07,518.11,0,986.0,307.39,29540.72,Home,West,4.7
PROD0708,631,2023-11-08,16,SUP0074,WH021,14.99,0.02,1,231,67,337.34,393.35,1,969.17,347.82,41684.41,Home,South,4.3
PROD0355,587,2023-02-08,19,SUP0050,WH007,9.45,0.27,1,257,48,275.53,734.83,1,890.05,415.19,31280.38,Books,South,4.5
PROD0927,824,2022-05-03,9,SUP0032,WH027,10.78,0.09,0,268,21,795.31,668.95,0,450.98,492.16,33571.8,Clothing,South,4.2
PROD0585,501,2023-07-03,7,SUP0112,WH017,8.27,0.03,1,139,66,706.3,408.54,1,911.93,201.07,30576.95,Clothing,South,3.4
PROD0931,38,2022-12-03,23,SUP0130,WH049,10.01,0.15,1,266,37,856.46,575.84,1,304.5,442.57,6949.77,Home,North,1.9
PROD0049,618,2023-08-29,14,SUP0053,WH046,5.06,0.02,1,174,33,251.04,790.17,1,970.21,372.46,14297.49,Books,South,4.7
,12/05/2023,2023-06-28,10,SUP0096,WH001,6.7,0.14,1,214,24,241.08,454.87,1,791.54,306.39,34970.16,Books,East,2.0
PROD0829,306,2023-09-25,17,SUP0068,WH021,6.32,0.06,0,101,54,589.53,541.71,0,759.5,466.15,6655.2,Home,East,1.3
PROD0337,860,2022-11-02,11,SUP0089,WH042,12.66,0.23,1,105,26,671.75,794.03,1,681.04,433.74,46613.97,Books,South,2.3
PROD0384,500,2022-02-27,13,SUP0007,WH044,6.04,0.18,1,275,92,224.37,334.66,0,282.21,101.66,29330.91,Electronics,North,2.0
,934,2022-02-17,1,SUP0086,WH013,7.38,0.22,1,107,61,679.73,908.51,0,627.58,479.16,24971.82,Clothing,East,3.4
PROD0855,161,2022-02-16,26,SUP0178,WH043,2.87,0.19,0,148,23,118.45,248.31,0,546.84,95.67,38670.57,Electronics,West,3.5
PROD0949,738,2023-05-24,16,SUP0133,WH043,7.76,0.12,0,106,63,118.1,684.77,0,851.69,491.03,42968.98,Electronics,North,4.5
PROD0959,935,2023-07-31,29,SUP0200,WH043,1.2,0.2,1,299,68,167.88,664.59,0,807.95,189.62,28574.09,Clothing,West,2.5
PROD0610,49,2023-12-03,4,SUP0048,WH034,3.1,0.01,1,252,68,645.87,703.48,0,541.91,187.85,11826.53,Electronics,South,4.0
PROD0516,722,2022-06-05,18,SUP0158,WH014,14.64,0.08,1,263,71,733.88,597.8,1,578.25,58.72,6102.39,Home,South,2.3
PROD0555,105,2022-03-14,25,SUP0143,WH041,6.45,0.11,1,167,61,949.72,999.59,0,204.72,418.9,18553.06,Electronics,South,1.4
PROD0273,611,2023-04-10,12,SUP0143,WH015,5.29,0.01,0,171,20,469.03,738.04,0,274.07,88.45,12387.3,Clothing,North,1.4
PROD0654,623,2022-02-09,19,SUP0185,WH031,8.74,0.16,0,210,88,491.93,676.85,1,927.29,196.65,35196.85,Home,South,2.5
PROD0989,48,2022-06-14,16,SUP0163,WH029,13.52,0.16,0,298,97,177.43,333.99,1,556.25,407.42,27767.73,Books,South,4.0
PROD0680,993,2022-05-20,21,SUP0127,WH003,5.32,0.08,0,53,66,902.51,756.34,0,296.74,462.49,34642.01,Electronics,North,1.1
PROD0783,102,2023-01-20,17,SUP0191,WH006,13.24,0.16,1,195,97,822.13,874.9,0,740.12,454.71,48728.04,Home,North,1.6
PROD0046,848,2023-08-14,28,SUP0061,WH010,12.42,0.02,1,150,95,305.66,741.93,1,889.92,372.25,46375.3,Clothing,South,2.0
PROD0383,547,2022-01-16,17,SUP0122,WH005,8.81,0.2,1,167,86,789.62,604.33,0,448.95,291.02,15674.86,Electronics,South,3.1
PROD0364,816,2023-10-09,24,SUP0167,WH023,1.49,0.16,0,197,28,987.0,554.63,0,833.85,135.94,17125.7,Books,East,4.6
PROD0753,661,2023-11-13,2,SUP0036,WH045,4.51,0.1,1,147,38,377.38,441.8,0,847.76,146.58,24550.99,Clothing,South,1.5
PROD0351,518,2023-03-21,24,SUP0026,WH022,14.03,0.07,1,102,86,307.79,464.93,0,657.68,91.49,31348.75,Electronics,South,4.2
PROD0458,601,2023-08-10,16,SUP0072,WH043,1.84,0.15,1,77,64,625.35,570.06,0,396.07,493.8,14254.33,Home,West,1.6
PROD0098,155,2022-01-24,2,SUP0133,WH038,9.48,0.01,1,92,38,329.47,346.61,1,837.24,205.23,44917.02,Home,North,1.4
PROD0278,60,2024-01-01,21,SUP0036,WH027,13.9,0.23,0,93,69,780.76,988.7,1,581.2,157.2,15727.15,Home,South,4.2
PROD0811,999,2022-12-18,27,SUP0016,WH048,2.69,0.11,0,119,41,345.54,963.37,1,100.74,143.04,2591.15,Clothing,North,4.6
PROD0413,921,2023-04-17,1,SUP0081,WH016,10.03,0.27,0,227,80,570.86,503.66,1,735.18,226.34,43295.0,Home,West,2.8
PROD0056,13,2022-08-21,27,SUP0017,WH005,10.37,0.16,1,56,27,266.52,664.72,0,967.62,123.44,41771.67,Books,East,2.6
PROD0129,310,2022-10-24,1,SUP0032,WH046,1.36,0.07,1,149,41,431.84,818.96,1,495.23,480.58,40537.76,Books,North,2.2
PROD0053,469,2023-08-31,3,SUP0044,WH022,8.76,0.13,1,53,97,915.57,113.36,1,864.09,379.28,30875.78,Clothing,West,4.8
PROD0451,556,2023-06-14,15,SUP0032,WH006,8.74,0.23,0,217,27,738.17,319.16,0,597.05,421.77,6201.78,Electronics,North,2.7
PROD0611,726,2022-12-04,20,SUP0166,WH011,1.98,0.02,0,61,52,166.66,938.89,0,594.02,148.67,29687.2,Clothing,South,2.2
PROD0986,134,2022-08-15,13,SUP0152,WH042,13.87,0.01,0,65,25,304.37,435.84,1,662.59,325.75,41431.05,Home,East,1.4
PROD0267,534,2022-10-22,18,SUP0039,WH037,1.17,0.11,1,93,98,198.51,402.0,0,805.96,312.45,29193.02,Home,East,4.3
PROD0870,56,2022-09-22,13,SUP0099,WH016,2.73,0.11,0,114,51,351.89,481.83,1,161.38,166.52,38509.8,Books,North,3.5
PROD0048,411,2022-09-17,9,SUP0094,WH046,14.7,0.19,0,196,64,788.1,873.18,0,179.28,262.6,38600.6,Clothing,North,2.2
PROD0724,782,2023-05-26,16,SUP0078,WH014,2.16,0.16,1,98,27,599.92,532.87,1,903.31,256.02,35851.76,Electronics,South,4.6
PROD0486,985,2023-04-26,3,SUP0162,WH028,4.99,0.26,0,57,50,116.93,390.22,0,625.29,357.14,39092.8,Home,West,2.9
PROD0865,148,2023-03-02,2,SUP0177,WH016,12.51,0.19,0,121,55,747.26,775.03,0,560.96,276.26,17847.04,Electronics,South,2.5
PROD0109,499,2022-11-09,20,SUP0057,WH039,6.21,0.29,0,112,51,209.37,152.87,1,137.12,264.2,40607.61,Electronics,East,4.0
PROD0623,861,2022-08-06,25,SUP0018,WH023,10.67,0.01,0,78,72,479.19,487.96,0,890.4,112.55,19455.61,Clothing,East,1.6
PROD0247,435,2022-08-26,26,SUP0166,WH023,13.56,0.28,0,96,84,585.88,646.19,0,143.77,462.13,31913.31,Books,East,3.8
PROD0028,507,2022-04-23,8,SUP0085,WH007,3.18,0.18,0,51,20,673.67,170.46,0,886.27,270.81,13745.68,Electronics,South,4.0
PROD0878,63,2023-11-04,9,SUP0200,WH022,1.57,0.02,0,239,87,290.32,515.67,0,338.09,188.23,17864.76,Books,West,4.4
PROD0692,446,2022-10-01,3,SUP0157,WH044,11.95,0.1,0,129,91,234.3,359.51,1,290.61,135.4,11322.54,Books,North,4.2
PROD0655,157,2022-12-19,5,SUP0036,WH026,3.85,0.28,0,235,55,898.93,688.3,0,160.43,232.94,35494.15,Home,East,1.7
PROD0060,680,2023-05-26,24,SUP0024,WH002,7.56,0.14,1,172,85,302.67,792.98,1,184.05,166.53,23894.35,Books,East,4.9
PROD0442,423,2023-07-18,7,SUP0135,WH041,14.77,0.19,1,96,62,797.45,195.52,0,400.88,409.84,29565.39,Books,West,3.6
PROD0474,492,2023-05-30,18,SUP0085,WH049,8.61,0.24,0,247,66,638.23,844.52,0,381.99,235.62,3783.76,Clothing,West,3.8
PROD0290,781,2022-03-05,4,SUP0175,WH037,9.0,0.25,1,172,91,290.13,659.29,1,773.26,481.56,6765.58,Clothing,North,4.6
PROD0875,436,2022-07-06,14,SUP0014,WH005,4.35,0.13,0,188,76,245.74,953.28,0,283.36,195.7,37442.01,Electronics,East,4.0
PROD0988,12/05/2023,2023-11-20,19,SUP0065,WH033,2.81,0.18,0,170,34,411.22,124.79,1,278.19,410.45,32129.72,Home,East,3.6
PROD0196,925,2022-04-30,8,SUP0105,WH048,7.83,0.07,1,251,67,298.98,273.51,1,421.22,341.37,47086.2,Books,North,3.2
PROD0672,652,2023-04-10,25,SUP0109,WH007,13.48,0.05,0,122,92,404.53,788.6,1,588.49,119.82,37902.88,Clothing,West,1.2
PROD0861,240,2023-08-15,17,SUP0176,WH038,5.98,0.07,0,177,65,618.03,310.76,0,715.16,345.2,10848.06,Electronics,South,3.8
PROD0479,765,2023-01-04,3,SUP0043,WH048,9.37,0.27,0,228,87,492.44,172.27,0,683.7,466.71,26696.04,Home,South,4.7
PROD0195,698,2022-04-29,28,SUP0008,WH025,12.24,0.22,1,143,85,433.8,511.53,0,276.94,400.73,41316.59,Clothing,North,4.3
PROD0561,524,2023-06-22,7,SUP0135,WH034,4.09,0.0,0,295,89,391.53,894.35,1,267.77,275.2,1942.33,Home,East,1.5
PROD0027,916,2023-09-17,5,SUP0116,WH026,3.6,0.09,0,206,89,678.01,662.71,0,343.36,446.77,29338.38,Electronics,South,4.2
PROD0953,417,2023-11-17,24,SUP0184,WH008,14.63,0.02,0,112,90,851.68,515.72,1,282.82,53.63,4438.37,Books,East,4.5
PROD0063,9,2023-06-10,24,SUP0056,WH022,3.26,0.25,0,210,60,350.51,334.62,0,514.09,336.26,26413.45,Electronics,North,3.8
PROD0214,871,2022-06-02,12,SUP0127,WH032,7.21,0.09,1,98,83,623.42,787.02,1,935.89,342.91,48766.94,Electronics,South,4.7
PROD0146,879,2023-07-22,8,SUP0189,WH015,13.16,0.08,1,120,23,642.39,712.82,0,233.77,475.69,27553.82,Clothing,West,4.5
PROD0467,281,2023-12-12,1,SUP0190,WH022,12.45,0.09,1,269,34,336.85,511.74,0,808.46,328.12,9326.74,Clothing,East,3.1
PROD0474,98,2023-06-02,27,SUP0034,WH039,7.99,0.07,0,168,82,386.79,215.19,0,308.75,399.99,48306.79,Home,North,1.2
PROD0002,623,2022-07-02,21,SUP0142,WH045,7.01,0.07,1,87,33,410.24,385.93,0,479.22,218.21,32236.77,Clothing,South,2.4
PROD0101,137,2023-12-13,3,SUP0004,WH018,12.3,0.25,1,68,67,200.8,729.87,1,934.68,319.28,39230.52,Electronics,East,1.6
PROD0551,196,2023-11-19,14,SUP0014,WH009,1.57,0.29,1,94,43,662.23,163.58,1,815.2,175.48,14768.49,Clothing,South,4.1
PROD0658,778,2022-02-13,6,SUP0155,WH010,9.35,0.27,0,182,77,665.82,544.33,0,373.26,106.55,32832.25,Books,East,3.7
PROD0595,208,2023-09-25,5,SUP0177,WH005,4.48,0.07,1,75,44,174.53,455.6,0,106.87,367.42,39556.21,Clothing,North,3.5
PROD0778,815,2022-05-20,9,SUP0106,WH030,2.49,0.01,1,69,82,976.04,509.59,1,674.12,346.62,12983.98,Electronics,North,3.3
PROD0772,403,2022-11-30,27,SUP0043,WH004,4.83,0.23,1,81,44,251.89,206.07,0,679.53,392.35,48060.79,Clothing,West,2.3
PROD0606,662,2022-05-31,2,SUP0187,WH009,9.82,0.27,0,82,82,512.58,111.88,0,401.95,158.71,27626.56,Clothing,North,3.1
PROD0237,653,2023-10-09,13,SUP0179,WH049,11.92,0.17,1,50,78,158.2,645.83,0,491.59,354.63,26223.08,Clothing,West,2.2
PROD0797,416,2023-07-31,24,SUP0083,WH019,12.46,0.19,1,245,62,794.77,710.6,0,524.99,468.87,22578.52,Clothing,East,1.3
PROD0677,383,2023-06-28,7,SUP0089,WH045,10.01,0.2,0,212,89,801.86,335.9,1,281.54,457.51,30558.68,Home,West,1.2
PROD0362,112,2023-01-15,22,SUP0163,WH035,1.13,0.14,0,169,36,592.42,556.33,0,197.2,329.86,18097.54,Electronics,South,3.9
PROD0791,372,2022-08-05,19,SUP0114,WH041,14.46,0.12,0,95,73,611.01,195.63,1,469.62,496.35,23187.27,Books,East,3.4
PROD0699,441,2023-03-22,5,SUP0069,WH017,10.47,0.11,0,179,22,759.92,251.03,1,799.29,278.19,29531.79,Books,East,1.2
PROD0652,221,2023-09-06,7,SUP0089,WH005,10.93,0.13,0,150,27,879.43,420.8,0,206.24,65.55,6721.13,Home,North,4.6
PROD0237,909,2022-07-17,9,SUP0037,WH027,12.11,0.2,1,156,31,424.08,754.73,0,662.17,148.02,16346.39,Books,West,3.8
PROD0421,526,2022-11-19,24,SUP0172,WH018,10.0,0.26,1,294,23,476.93,120.38,1,444.66,68.12,7351.28,Clothing,East,4.5
PROD0839,821,2023-12-19,18,SUP0197,WH029,1.46,0.12,0,248,82,422.61,853.02,0,349.05,349.71,33588.31,Books,East,1.6
PROD0990,215,2022-05-03,11,SUP0106,WH043,11.04,0.2,0,298,77,374.81,906.78,1,285.32,376.3,10698.02,Electronics,South,2.4
PROD0485,782,2022-06-12,6,SUP0005,WH020,14.3,0.3,1,182,34,205.27,377.42,1,668.72,172.73,22084.0,Clothing,South,1.4
PROD0697,374,2023-03-06,10,SUP0185,WH025,8.96,0.27,1,286,71,757.14,459.81,1,609.28,486.74,19905.39,Clothing,South,5.0
PROD0691,935,2023-05-18,1,SUP0075,WH027,4.43,0.17,0,132,88,869.63,521.9,0,371.33,108.82,47281.88,Electronics,South,2.4
PROD0140,241,2023-08-07,20,SUP0047,WH014,7.57,0.26,0,104,33,151.56,361.49,1,618.12,312.77,17103.52,Electronics,South,4.9
PROD0619,486,2022-08-06,14,SUP0159,WH011,6.57,0.0,1,216,55,871.28,415.93,0,216.97,241.95,12142.46,Clothing,West,2.3
PROD0690,969,2023-04-19,17,SUP0090,WH001,12.12,0.18,0,54,77,935.05,382.57,1,435.43,190.02,34030.94,Electronics,East,1.2
PROD0315,703,2023-09-06,14,SUP0114,WH050,7.65,0.22,0,257,90,739.66,349.86,0,638.21,359.74,7444.32,Home,South,4.8
PROD0618,157,2022-06-17,16,SUP0133,WH015,4.2,0.19,1,289,45,749.33,615.68,0,280.58,237.46,15177.76,Clothing,West,1.1
PROD0327,12/05/2023,2023-04-22,7,SUP0196,WH016,8.28,0.04,0,221,90,897.3,699.04,1,566.39,81.74,46997.82,Home,West,2.5
PROD0870,733,2022-04-17,11,SUP0162,WH042,11.75,0.16,0,118,70,314.23,949.15,0,450.77,316.61,13940.85,Clothing,West,4.2
PROD0252,401,2023-09-17,1,SUP0032,WH006,6.16,0.24,1,120,69,362.91,797.93,1,348.19,303.98,43682.1,Clothing,West,3.1
PROD0329,940,2023-12-18,1,SUP0060,WH025,14.07,0.0,0,249,74,596.33,687.57,1,927.88,115.61,30375.92,Home,East,3.7
PROD0810,775,2023-02-15,22,SUP0013,WH022,8.19,0.12,1,298,26,169.18,976.98,0,399.84,305.34,42961.46,Electronics,South,2.1
PROD0106,576,2022-01-20,13,SUP0007,WH036,7.71,0.12,0,277,84,567.4,296.59,0,229.23,64.72,32648.64,Electronics,South,4.8
PROD0207,152,2022-06-24,20,SUP0113,WH004,13.42,0.05,0,251,87,347.23,610.4,0,422.01,150.03,9319.07,Electronics,North,3.4
PROD0466,976,2023-12-30,10,SUP0108,WH002,9.22,0.11,1,138,52,347.63,360.62,1,967.59,294.9,25811.74,Home,South,3.3
PROD0960,441,2022-09-19,23,SUP0077,WH048,7.73,0.09,1,121,86,383.82,910.6,0,145.11,271.25,32703.57,Electronics,North,1.6
PROD0938,421,2022-03-09,19,SUP0033,WH049,11.06,0.2,1,177,90,244.44,580.51,0,555.88,151.51,43881.8,Books,North,1.4
PROD0193,956,2023-03-03,10,SUP0140,WH010,13.22,0.01,1,240,55,627.05,384.43,1,241.09,58.17,30034.96,Electronics,South,4.4
PROD0779,241,2023-07-23,12,SUP0069,WH002,10.57,0.07,0,291,54,885.39,204.88,1,600.29,93.79,6298.75,Books,South,1.6
PROD0610,864,2022-12-20,20,SUP0128,WH044,1.51,0.02,1,289,91,453.45,708.58,0,440.32,63.82,18502.13,Books,South,2.5
PROD0968,467,2022-06-07,24,SUP0120,WH045,2.23,0.22,0,135,31,125.74,572.8,1,117.12,215.81,15927.46,Electronics,South,3.7
PROD0681,638,2022-06-16,15,SUP0185,WH042,13.82,0.2,1,288,87,907.76,531.89,0,114.56,82.76,5425.95,Books,North,3.4
PROD0401,12/05/2023,2022-07-27,5,SUP0007,WH025,1.44,0.02,1,255,30,969.97,620.56,0,945.8,479.8,32100.82,Electronics,West,2.5
PROD0393,317,2023-09-30,20,SUP0180,WH015,8.39,0.17,1,186,66,237.45,355.85,1,724.03,487.32,7467.44,Electronics,South,2.0
PROD0028,89,2022-11-22,11,SUP0014,WH022,13.02,0.16,0,210,22,645.32,702.24,0,272.44,103.85,28002.67,Books,East,2.0
PROD0219,325,2022-10-18,22,SUP0121,WH048,3.46,0.25,1,126,73,454.2,390.58,1,738.66,239.96,31690.3,Home,East,4.4
PROD0600,642,2022-04-13,28,SUP0143,WH021,10.99,0.22,0,88,54,480.6,216.5,1,320.77,439.95,17220.81,Electronics,West,3.6
PROD0265,877,2022-05-28,12,SUP0083,WH019,12.63,0.26,0,299,68,660.18,709.52,1,293.0,288.01,2915.65,Clothing,West,4.1
PROD0693,92,2022-11-26,5,SUP0067,WH026,10.42,0.04,1,293,33,876.55,217.29,1,438.52,398.3,40021.07,Books,West,1.6
PROD0270,938,2022-06-19,15,SUP0185,WH020,11.5,0.26,1,146,54,943.41,634.04,0,108.02,178.48,16539.24,Home,West,3.8
PROD0919,491,2022-04-06,9,SUP0127,WH010,7.26,0.01,1,63,73,519.68,108.36,1,985.59,186.28,8023.92,Electronics,East,2.7
PROD0153,86,2023-06-17,20,SUP0143,WH013,7.65,0.11,1,178,78,464.83,816.65,0,581.6,367.24,44762.17,Home,West,2.7
PROD0809,30,2022-07-18,24,SUP0086,WH021,7.47,0.25,0,174,24,370.99,517.14,0,482.66,122.98,25521.0,Clothing,East,3.4
PROD0912,327,2022-02-07,19,SUP0081,WH022,9.9,0.24,0,143,45,662.13,488.16,1,655.17,415.1,44356.64,Electronics,South,3.4
PROD0573,930,2022-12-02,29,SUP0171,WH028,7.2,0.21,1,182,62,620.58,334.78,0,198.89,472.85,45253.62,Electronics,West,4.3
PROD0772,611,2023-05-28,7,SUP0001,WH008,5.76,0.23,0,244,22,367.8,711.22,0,539.42,376.12,33254.89,Electronics,North,3.2
PROD0959,937,2023-04-09,6,SUP0192,WH050,4.44,0.2,0,60,59,520.63,273.27,1,407.42,433.16,22395.82,Home,South,4.9
PROD0471,260,2023-10-04,23,SUP0045,WH046,2.6,0.26,1,202,30,485.4,328.25,1,583.92,108.57,48301.82,Clothing,South,3.6
PROD0567,221,2022-11-04,20,SUP0068,WH048,13.93,0.01,0,177,95,930.09,250.78,1,710.06,138.51,47556.82,Clothing,East,3.4
PROD0732,0,2022-02-07,20,SUP0116,WH003,5.22,0.07,1,171,47,744.03,357.81,0,819.48,122.24,25312.33,Electronics,North,4.2
PROD0929,747,2022-11-28,26,SUP0030,WH012,1.93,0.04,0,193,87,458.14,618.99,0,931.96,455.65,20383.05,Electronics,West,3.2
PROD0533,869,2022-08-15,2,SUP0119,WH047,13.14,0.3,1,159,83,849.88,946.66,1,390.28,117.98,3661.89,Home,West,4.8
PROD0297,586,2022-11-03,13,SUP0124,WH023,9.05,0.11,0,169,35,895.05,312.39,1,627.75,269.25,12535.26,Home,South,4.4
PROD0445,340,2023-04-12,18,SUP0023,WH010,3.71,0.25,1,244,28,878.18,742.43,0,500.64,320.49,9145.53,Books,East,3.2
PROD0034,922,2023-01-12,23,SUP0142,WH034,3.52,0.25,1,293,27,187.59,958.16,1,318.53,166.19,32358.71,Electronics,South,3.0
PROD0635,334,2023-06-02,4,SUP0070,WH033,11.13,0.14,1,61,29,507.3,811.47,1,434.02,150.99,4158.61,Electronics,South,4.1
PROD0212,12/05/2023,2022-04-04,9,SUP0013,WH027,1.05,0.05,1,181,83,230.53,108.47,0,730.77,432.16,1150.46,Electronics,North,1.1
PROD0001,985,2022-02-22,6,SUP0179,WH035,11.52,0.21,1,79,48,423.98,313.85,0,533.77,367.62,4370.95,Clothing,East,1.5
PROD0573,375,2022-04-05,16,SUP0151,WH050,12.09,0.15,1,264,72,618.61,252.46,0,754.5,63.43,49070.84,Clothing,East,4.3
PROD0040,630,2023-08-15,15,SUP0161,WH028,9.39,0.1,0,295,29,635.06,594.98,0,138.37,411.86,4035.31,Electronics,North,3.3
PROD0573,812,2023-04-27,23,SUP0119,WH005,13.84,0.06,0,210,55,761.5,962.07,1,849.66,163.38,43008.16,Clothing,West,4.4
PROD0655,511,2022-11-08,24,SUP0196,WH032,7.78,0.22,0,94,22,143.18,728.15,1,621.19,88.72,37293.06,Electronics,East,2.9
PROD0998,231,2022-09-09,1,SUP0024,WH032,7.23,0.09,0,260,65,899.7,171.85,1,745.2,475.81,20210.21,Electronics,North,3.2
PROD0850,954,2022-12-02,14,SUP0171,WH024,13.16,0.05,0,124,85,998.96,418.25,0,392.31,275.0,22943.75,Electronics,East,4.0
PROD0781,916,2022-12-13,4,SUP0012,WH027,13.05,0.3,1,250,21,931.82,715.25,0,303.75,84.74,23773.6,Home,South,3.7
PROD0163,645,2023-12-07,4,SUP0046,WH008,12.5,0.08,0,225,30,376.35,938.45,1,481.65,292.38,10692.86,Books,West,2.1
PROD0044,732,2023-06-22,8,SUP0012,WH007,10.55,0.28,0,135,25,436.53,394.26,1,467.67,372.6,5057.81,Home,East,4.8
PROD0825,106,2022-07-10,5,SUP0176,WH013,4.46,0.28,0,247,94,656.6,924.08,1,432.5,136.21,8018.73,Electronics,East,4.4
PROD0160,250,2022-07-04,8,SUP0185,WH039,5.93,0.29,1,195,82,778.54,249.0,1,567.45,449.13,20116.08,Clothing,North,2.1
PROD0341,441,2023-05-26,26,SUP0040,WH037,10.3,0.3,0,245,96,146.1,611.37,0,439.1,176.82,6926.51,Home,West,2.4
PROD0491,650,2022-03-03,10,SUP0047,WH050,1.95,0.18,0,174,51,684.15,413.94,1,434.26,475.99,24247.77,Home,South,1.7
PROD0070,713,2023-07-14,16,SUP0036,WH019,14.25,0.12,1,193,92,937.03,897.52,1,808.07,389.82,17807.9,Electronics,West,3.6
PROD0895,325,2023-02-26,23,SUP0150,WH004,14.96,0.04,1,163,23,673.76,379.17,0,500.94,252.2,40586.47,Clothing,North,4.5
PROD0879,894,2023-12-08,9,SUP0178,WH002,7.12,0.2,1,184,55,119.54,451.29,1,417.09,266.71,49282.56,Home,East,1.5
PROD0511,679,2022-04-24,18,SUP0196,WH037,5.94,0.29,0,207,50,202.32,992.64,1,226.31,475.59,36540.42,Home,South,2.7
PROD0659,457,2022-12-07,11,SUP0077,WH049,13.77,0.1,1,97,89,566.11,178.05,0,743.81,236.18,25827.84,Electronics,East,4.0
PROD0524,367,2023-11-25,24,SUP0039,WH009,6.84,0.15,1,193,41,930.94,591.27,1,452.33,319.35,34839.54,Books,North,3.4
PROD0937,665,2023-04-10,10,SUP0183,WH047,3.1,0.29,1,259,47,934.75,912.8,1,424.57,129.88,49990.91,Books,North,4.0
PROD0437,173,2023-12-31,25,SUP0087,WH041,1.2,0.09,0,138,73,255.14,259.8,1,429.85,145.12,48401.9,Books,West,1.7
PROD0959,731,2023-02-26,10,SUP0065,WH030,12.33,0.09,0,252,54,646.29,720.12,0,603.51,189.81,13124.67,Books,North,3.9
PROD0914,575,2022-05-05,14,SUP0155,WH023,12.28,0.12,1,235,36,453.99,564.02,0,597.26,199.27,21491.02,Home,North,1.4
PROD0351,100,2023-05-08,24,SUP0033,WH030,5.43,0.07,1,81,62,917.17,431.87,0,780.81,286.11,28564.63,Clothing,West,2.2
,509,2023-12-05,12,SUP0027,WH021,5.75,0.08,0,106,96,855.14,759.94,1,225.76,81.41,24554.31,Clothing,South,3.0
PROD0992,347,2023-01-16,8,SUP0070,WH045,11.48,0.14,1,195,47,365.92,532.94,1,666.84,400.52,43570.48,Books,North,2.6
PROD0001,523,2022-02-27,11,SUP0034,WH049,8.3,0.27,0,92,49,516.42,937.29,1,343.57,369.44,26697.96,Home,West,4.7
PROD0074,726,2023-01-29,6,SUP0195,WH040,10.85,0.0,1,158,60,501.7,253.61,1,946.32,58.2,17135.87,Home,East,3.7
