ReturnID,OrderID,ProductID,CustomerID,ReturnDate,OrderDate,ReturnReason,RefundAmount,ProductCategory,Region,IsDefective,QualityScore,ReturnWindowDays,RestockingFee,ReturnApproved,CustomerSatisfaction,SupportInteractionCount,ReturnProcessingTime,Courier,ReturnType
RET006068,ORD006068,PROD0874,CUST01756,2022-08-15,2023-06-30,Wrong Item,971.31,Electronics,West,0,3.1,7,41.16,0,2.0,9,8,Local,Partial
RET006069,ORD006069,PROD0908,CUST02377,2022-04-02,2022-09-21,Defective,637.29,Clothing,East,1,1.9,25,10.04,1,4.8,7,8,DHL,Full
RET006070,ORD006070,PROD0255,CUST00911,2023-01-04,2022-10-31,Wrong Item,421.49,Clothing,East,1,1.1,23,17.02,0,2.0,1,4,FedEx,Partial
RET006071,ORD006071,PROD0059,CUST01695,2022-09-20,2023-01-26,Changed Mind,197.87,Electronics,South,1,4.3,13,15.4,0,1.2,1,4,Local,Full
RET006072,ORD006072,PROD0435,CUST02228,2023-08-27,2023-12-07,Wrong Item,449.54,Books,East,0,1.1,8,30.56,0,2.5,8,14,FedEx,Partial
RET006073,ORD006073,PROD0886,CUST00257,2023-08-07,2023-03-25,Wrong Item,134.83,Electronics,East,0,4.9,17,23.92,0,1.6,8,14,FedEx,Full
RET006074,ORD006074,PROD0391,CUST01116,2022-03-24,2023-06-06,Defective,625.29,Electronics,West,1,3.7,13,1.5,1,2.6,8,11,FedEx,Partial
RET006075,12/05/2023,PROD0180,CUST02583,2023-03-19,2023-05-17,Defective,628.56,Home,East,0,4.4,25,36.22,1,2.4,8,7,UPS,Full
RET006076,ORD006076,PROD0670,CUST01965,2023-12-06,2023-06-27,Changed Mind,111.69,Books,West,0,3.3,28,33.91,0,3.1,6,11,Local,Full
RET006077,ORD006077,PROD0190,CUST01533,2023-01-31,2023-08-24,Defective,709.39,Books,West,0,1.1,10,45.04,1,3.7,2,12,UPS,Full
RET006078,ORD006078,PROD0556,CUST02863,2022-08-24,2022-10-21,Late Delivery,601.18,Clothing,West,1,4.7,16,0.54,1,3.9,1,10,FedEx,Partial
RET006079,ORD006079,PROD0429,CUST00563,2023-10-04,2023-02-23,Defective,208.46,Electronics,West,1,3.9,29,39.92,0,1.8,3,14,UPS,Partial
RET006080,ORD006080,PROD0166,CUST01112,2022-07-30,2023-10-19,Defective,428.71,Home,North,0,3.5,16,41.04,0,3.6,3,7,DHL,Full
RET006081,ORD006081,PROD0986,CUST01270,2023-09-01,2022-04-26,Defective,287.74,Books,West,1,1.3,29,42.59,0,1.6,7,11,UPS,Partial
RET006082,ORD006082,PROD0145,CUST02936,2023-02-10,2023-09-09,Late Delivery,59.66,Home,South,0,1.4,29,41.24,0,1.1,8,5,FedEx,Full
RET006083,ORD006083,PROD0479,CUST00373,2023-05-28,2023-06-23,Defective,41.08,Electronics,South,1,4.1,25,24.23,0,1.8,9,13,FedEx,Full
RET006084,ORD006084,PROD0134,CUST00899,2022-12-04,2023-11-12,Wrong Item,806.77,Books,East,0,3.7,29,45.75,0,2.0,9,2,DHL,Partial
RET006085,ORD006085,PROD0433,CUST00452,2022-02-07,2023-11-02,Wrong Item,997.91,Clothing,South,0,3.8,29,49.58,1,4.4,4,1,DHL,Partial
RET006086,ORD006086,PROD0169,CUST01160,2022-02-19,2023-07-05,Changed Mind,55.88,Home,South,1,1.3,15,8.63,1,1.7,6,6,DHL,Partial
RET006087,ORD006087,PROD0221,CUST01236,2023-04-07,2022-01-28,Wrong Item,86.68,Electronics,West,1,4.0,27,17.34,1,3.4,4,4,UPS,Partial
RET006088,ORD006088,PROD0290,CUST02199,2022-08-16,2022-08-02,Wrong Item,16.05,Home,North,1,2.3,29,13.02,0,3.8,2,4,UPS,Full
RET006089,ORD006089,PROD0346,CUST00959,2023-04-14,2022-04-11,Defective,559.27,Clothing,North,1,1.2,17,6.56,1,4.1,5,13,Local,Full
RET006090,ORD006090,PROD0633,CUST02501,2022-08-30,2023-01-24,Defective,36.51,Clothing,North,1,1.3,17,7.73,0,5.0,3,7,UPS,Full
RET006091,ORD006091,PROD0485,CUST00167,2023-06-09,2023-02-10,Defective,591.96,Clothing,West,0,1.1,11,36.77,0,2.1,6,13,DHL,Full
RET006092,ORD006092,PROD0266,CUST00163,2023-02-12,2023-01-05,Defective,167.57,Books,South,0,2.8,27,48.54,0,3.9,2,2,UPS,Partial
RET006093,ORD006093,PROD0461,CUST02359,2022-07-19,2022-02-27,Changed Mind,800.19,Books,East,0,4.3,23,20.46,0,2.7,8,10,Local,Partial
RET006094,ORD006094,PROD0876,CUST02707,2022-12-30,2023-09-24,Defective,63.66,Electronics,South,0,2.1,12,1.27,1,2.4,5,7,DHL,Full
RET006095,ORD006095,PROD0145,CUST01301,2022-06-07,2022-03-20,Defective,725.69,Clothing,West,0,1.4,17,4.91,0,4.9,3,10,DHL,Partial
RET006096,ORD006096,PROD0178,CUST02636,2023-09-01,2022-01-30,Changed Mind,567.71,Clothing,South,0,2.7,8,4.41,0,3.4,1,11,Local,Full
RET006097,ORD006097,PROD0916,CUST01457,2022-03-21,2022-09-13,Late Delivery,761.72,Home,West,0,1.2,14,24.15,0,1.9,7,10,DHL,Full
RET006098,ORD006098,PROD0103,CUST02169,2022-04-19,2023-10-11,Wrong Item,299.17,Home,South,0,2.9,8,44.05,0,4.8,0,6,UPS,Partial
RET006099,ORD006099,PROD0642,CUST00951,2023-10-17,2023-09-14,Changed Mind,490.71,Clothing,North,0,3.3,25,42.56,1,1.5,3,2,DHL,Full
RET006100,ORD006100,PROD0998,CUST00115,2023-08-28,2022-02-19,Changed Mind,507.02,Books,South,0,5.0,11,38.4,1,2.2,0,9,FedEx,Full
RET006101,ORD006101,PROD0020,CUST01842,2023-08-26,2022-05-01,Wrong Item,25.64,Home,South,0,2.8,22,1.53,1,3.3,8,12,DHL,Full
RET006102,ORD006102,PROD0704,CUST01097,2022-08-16,2023-09-19,Changed Mind,165.61,Clothing,East,1,3.6,15,48.49,0,3.3,3,10,DHL,Partial
RET006103,ORD006103,PROD0981,CUST00908,2023-08-11,2023-07-17,Late Delivery,824.75,Home,West,1,3.0,25,2.58,0,3.3,6,13,Local,Full
RET006104,ORD006104,PROD0408,CUST01416,2023-05-03,2023-07-27,Changed Mind,345.98,Books,East,0,4.8,7,34.68,0,3.2,4,14,UPS,Full
RET006105,ORD006105,PROD0008,CUST02449,2023-04-26,2022-08-30,Changed Mind,209.72,Books,North,1,2.9,13,10.66,1,1.8,7,11,FedEx,Full
RET006106,ORD006106,PROD0793,CUST01409,2023-08-14,2022-04-04,Late Delivery,114.96,Electronics,South,1,2.2,8,25.53,1,3.7,2,2,UPS,Partial
RET006107,ORD006107,PROD0933,CUST01399,2023-07-14,2023-11-25,Defective,255.93,Home,East,1,2.4,13,42.9,1,2.6,0,7,DHL,Partial
RET006108,ORD006108,PROD0203,CUST02216,2022-05-08,2023-07-27,Defective,744.0,Electronics,South,0,2.3,16,38.38,1,3.5,7,2,Local,Full
RET006109,ORD006109,PROD0623,CUST00699,2022-07-12,2022-10-19,Wrong Item,18.75,Electronics,South,0,4.2,26,43.95,1,2.7,5,11,FedEx,Partial
RET006110,ORD006110,PROD0354,CUST00431,2022-05-26,2022-02-10,Late Delivery,628.59,Books,South,1,1.9,8,19.74,0,3.4,4,5,FedEx,Partial
RET006111,ORD006111,PROD0257,CUST00777,2023-01-04,2023-12-05,Changed Mind,872.4,Clothing,West,1,3.7,10,4.29,0,1.2,6,2,Local,Partial
RET006112,ORD006112,PROD0618,CUST00452,2022-09-25,2022-04-24,Changed Mind,69.17,Home,North,0,2.4,28,5.6,0,1.9,2,9,DHL,Partial
RET006113,ORD006113,PROD0960,CUST02435,2023-06-26,2023-04-12,Late Delivery,970.75,Clothing,North,0,1.7,26,44.84,0,3.1,7,4,Local,Full
RET006114,ORD006114,PROD0501,CUST02744,2022-07-24,2023-07-16,Wrong Item,589.09,Books,South,0,2.1,22,13.66,0,2.4,1,8,FedEx,Partial
RET006115,ORD006115,PROD0867,CUST01160,2022-10-08,2023-09-14,Wrong Item,112.44,Clothing,West,1,3.6,12,39.67,1,2.1,8,5,FedEx,Partial
RET006116,ORD006116,PROD0807,CUST02714,2022-03-31,2022-12-05,Changed Mind,250.8,Books,South,0,4.2,13,43.08,1,4.9,2,7,UPS,Partial
RET006117,ORD006117,PROD0243,CUST00898,2023-10-11,2023-01-10,Defective,378.28,Home,South,1,1.6,29,27.63,1,4.3,3,1,FedEx,Full
RET006118,ORD006118,PROD0964,CUST01642,2023-05-01,2023-05-02,Changed Mind,832.08,Home,West,0,1.9,23,36.13,1,5.0,2,6,UPS,Partial
RET006119,ORD006119,PROD0448,CUST01302,2023-10-03,2022-06-15,Defective,38.94,Books,East,1,4.6,27,30.13,0,3.6,4,5,Local,Full
RET006120,ORD006120,PROD0206,CUST01916,2022-08-30,2023-06-06,Defective,614.5,Electronics,West,0,1.7,25,24.0,0,4.0,6,11,UPS,Partial
,ORD006121,PROD0434,CUST00674,2023-08-27,2023-01-20,Late Delivery,903.24,Electronics,East,0,2.1,23,33.43,0,1.5,8,13,DHL,Full
RET006122,ORD006122,PROD0446,CUST02894,2023-05-19,2023-01-29,Wrong Item,393.01,Clothing,West,1,2.9,7,19.73,0,3.5,1,9,Local,Partial
RET006123,ORD006123,PROD0035,CUST00538,2023-12-22,2022-12-19,Defective,873.22,Home,South,1,1.3,22,20.96,0,3.8,2,8,FedEx,Partial
RET006124,ORD006124,PROD0653,CUST02238,2023-07-01,2023-03-30,Late Delivery,566.54,Home,West,0,2.4,11,22.06,1,4.6,9,5,FedEx,Full
RET006125,ORD006125,PROD0803,CUST00599,2023-06-23,2022-03-16,Defective,863.42,Books,South,1,3.8,28,25.98,0,4.4,3,5,UPS,Full
RET006126,ORD006126,PROD0262,CUST00857,2023-08-16,2023-05-11,Wrong Item,10.16,Books,East,1,2.0,21,33.84,0,3.8,9,11,UPS,Partial
RET006127,ORD006127,PROD0467,CUST01836,2023-01-19,2023-02-15,Late Delivery,462.95,Home,North,1,4.7,15,7.63,0,3.0,4,9,UPS,Full
RET006128,ORD006128,PROD0284,CUST01797,2023-08-13,2022-09-05,Changed Mind,654.69,Books,North,0,3.3,22,34.4,1,4.2,8,7,UPS,Full
RET006129,ORD006129,PROD0135,CUST02098,2022-11-21,2023-04-16,Late Delivery,704.14,Electronics,East,0,4.4,17,35.22,1,2.3,4,12,Local,Full
,ORD006130,PROD0971,CUST02555,2023-02-09,2023-12-11,Changed Mind,645.76,Home,South,1,1.7,18,37.02,0,1.9,6,14,UPS,Partial
,ORD006131,PROD0602,CUST02006,2023-10-20,2022-03-30,Wrong Item,990.92,Clothing,North,0,2.7,20,38.08,0,4.3,5,12,FedEx,Partial
RET006132,ORD006132,PROD0692,CUST00743,2022-07-14,2022-08-05,Changed Mind,390.51,Electronics,East,1,3.4,11,5.77,0,1.3,5,7,DHL,Partial
RET006133,ORD006133,PROD0909,CUST02697,2022-01-10,2023-11-03,Wrong Item,518.26,Home,South,0,2.6,9,31.53,0,2.8,4,3,Local,Partial
RET006134,12/05/2023,PROD0291,CUST01890,2022-11-22,2022-04-09,Changed Mind,969.23,Books,South,1,2.5,19,35.14,0,3.5,6,3,DHL,Partial
RET006135,ORD006135,PROD0068,CUST01497,2023-02-26,2022-01-15,Defective,938.28,Books,South,0,2.0,7,48.92,1,2.0,5,5,Local,Partial
RET006136,ORD006136,PROD0486,CUST01079,2023-02-06,2022-07-31,Wrong Item,117.15,Home,West,1,1.3,11,14.17,1,2.4,0,4,UPS,Full
,ORD006137,PROD0438,CUST01147,2023-03-05,2022-12-28,Wrong Item,859.82,Electronics,North,1,2.2,12,47.96,1,2.5,9,6,FedEx,Partial
RET006138,ORD006138,PROD0755,CUST01717,2023-01-27,2022-09-10,Defective,695.28,Electronics,West,0,5.0,23,25.77,1,1.5,4,12,UPS,Partial
RET006139,ORD006139,PROD0503,CUST02184,2022-09-19,2023-12-30,Defective,975.03,Home,East,0,4.7,16,40.48,1,2.6,0,13,FedEx,Full
RET006140,ORD006140,PROD0078,CUST00622,2023-02-20,2023-12-21,Defective,991.59,Clothing,North,1,2.8,18,47.21,0,2.5,6,9,UPS,Partial
RET006141,ORD006141,PROD0816,CUST02822,2023-03-06,2022-01-27,Late Delivery,712.26,Home,East,1,4.6,8,36.78,1,3.9,8,5,FedEx,Full
RET006142,ORD006142,PROD0510,CUST00045,2023-01-06,2023-06-17,Defective,725.09,Books,West,0,3.6,13,16.04,1,3.7,9,5,Local,Full
RET006143,ORD006143,PROD0277,CUST00821,2022-08-20,2023-08-16,Wrong Item,641.42,Home,East,1,1.8,28,0.4,0,4.1,9,11,Local,Full
RET006144,ORD006144,PROD0612,CUST01796,2023-01-03,2023-05-19,Defective,30.15,Clothing,North,1,1.8,7,20.94,1,1.7,7,2,FedEx,Full
RET006145,ORD006145,PROD0720,CUST02119,2022-01-29,2022-03-15,Late Delivery,747.8,Books,West,0,2.1,22,8.83,1,3.3,1,11,DHL,Partial
RET006146,ORD006146,PROD0530,CUST02911,2023-02-26,2023-08-29,Changed Mind,76.46,Home,North,0,1.6,12,4.71,1,2.5,9,13,Local,Full
RET006147,ORD006147,PROD0074,CUST00305,2022-09-23,2023-05-30,Late Delivery,397.15,Clothing,West,0,4.0,17,45.98,1,2.6,4,7,Local,Partial
RET006148,ORD006148,PROD0198,CUST01098,2022-07-14,2023-01-13,Late Delivery,706.69,Home,North,1,3.2,29,2.57,1,2.5,5,3,FedEx,Partial
RET006149,ORD006149,PROD0487,CUST01939,2022-08-23,2022-08-12,Changed Mind,281.5,Books,East,1,2.6,8,42.71,0,1.5,5,9,Local,Partial
RET006150,ORD006150,PROD0263,CUST00872,2023-02-08,2023-06-19,Late Delivery,419.86,Clothing,North,1,2.2,7,39.9,1,3.6,7,5,FedEx,Full
RET006151,ORD006151,PROD0718,CUST02869,2023-12-04,2022-12-21,Late Delivery,31.87,Home,South,0,1.4,24,48.35,1,3.1,6,13,FedEx,Full
RET006152,ORD006152,PROD0762,CUST02248,2022-08-08,2022-01-25,Changed Mind,808.21,Clothing,South,1,1.8,8,24.13,1,4.3,5,10,UPS,Full
RET006153,ORD006153,PROD0074,CUST01104,2022-06-14,2022-11-01,Wrong Item,140.96,Electronics,East,1,1.5,11,8.11,1,4.7,5,11,DHL,Full
RET006154,ORD006154,PROD0094,CUST01702,2022-05-11,2023-03-02,Changed Mind,934.87,Clothing,West,1,4.4,26,13.89,1,3.0,8,13,Local,Full
,12/05/2023,PROD0986,CUST02502,2023-04-02,2022-12-17,Wrong Item,991.99,Clothing,West,0,2.5,14,29.94,0,4.9,3,6,DHL,Full
RET006156,ORD006156,PROD0443,CUST00924,2023-11-16,2023-05-27,Wrong Item,991.97,Books,West,1,3.2,8,11.32,1,4.4,1,12,FedEx,Full
RET006157,ORD006157,PROD0158,CUST02696,2023-11-21,2023-01-24,Changed Mind,287.07,Clothing,West,1,2.0,12,16.93,0,2.4,7,6,DHL,Full
RET006158,ORD006158,PROD0958,CUST01434,2023-02-23,2022-12-26,Changed Mind,922.73,Home,East,1,4.2,29,42.06,0,3.6,6,4,DHL,Full
RET006159,ORD006159,PROD0980,CUST01021,2022-11-16,2022-10-17,Changed Mind,17.19,Home,East,1,1.0,10,23.58,0,1.9,4,11,UPS,Full
RET006160,ORD006160,PROD0349,CUST01361,2022-11-20,2022-08-04,Changed Mind,509.3,Books,South,1,3.4,12,29.36,0,2.1,0,11,FedEx,Full
RET006161,ORD006161,PROD0454,CUST02618,2023-11-03,2023-06-23,Changed Mind,497.51,Books,North,1,1.5,15,11.93,0,4.5,2,3,Local,Partial
RET006162,ORD006162,PROD0355,CUST00659,2022-04-29,2023-08-21,Wrong Item,459.59,Home,West,0,3.0,24,10.88,0,2.8,7,11,UPS,Partial
RET006163,ORD006163,PROD0426,CUST02621,2023-06-28,2023-02-07,Defective,439.49,Home,West,1,2.8,29,6.06,1,2.3,1,2,UPS,Full
RET006164,ORD006164,PROD0627,CUST00833,2022-11-08,2022-11-09,Wrong Item,180.31,Home,East,0,1.6,21,15.69,0,4.7,5,8,DHL,Partial
RET006165,ORD006165,PROD0708,CUST00649,2023-11-20,2022-02-12,Changed Mind,392.88,Electronics,East,0,4.9,25,27.4,1,2.6,0,1,UPS,Partial
RET006166,ORD006166,PROD0860,CUST01976,2023-07-20,2023-03-06,Changed Mind,469.71,Clothing,West,1,2.5,22,36.91,1,4.5,4,9,UPS,Partial
RET006167,ORD006167,PROD0247,CUST00571,2022-09-25,2023-06-10,Defective,596.09,Clothing,East,1,3.3,22,48.75,1,3.6,8,2,DHL,Partial
RET006168,ORD006168,PROD0360,CUST00710,2022-09-05,2022-12-20,Wrong Item,742.03,Electronics,East,1,2.6,26,3.99,0,2.1,3,9,UPS,Full
RET006169,ORD006169,PROD0735,CUST00312,2023-08-11,2023-12-20,Changed Mind,692.7,Books,South,0,4.3,7,2.87,0,4.4,4,3,Local,Partial
RET006170,ORD006170,PROD0888,CUST02400,2022-12-05,2022-10-19,Defective,727.16,Books,West,0,1.7,23,16.59,1,5.0,6,7,DHL,Partial
RET006171,ORD006171,PROD0551,CUST01072,2022-10-24,2023-12-08,Wrong Item,504.86,Electronics,North,1,3.5,23,42.41,0,2.1,4,6,FedEx,Full
RET006172,ORD006172,PROD0087,CUST02784,2023-06-29,2023-04-21,Defective,348.77,Electronics,East,0,4.9,18,15.45,1,4.7,9,11,Local,Partial
RET006173,ORD006173,PROD0386,CUST00661,2022-07-20,2022-11-06,Changed Mind,782.36,Clothing,West,1,4.0,21,7.09,0,2.2,7,5,DHL,Partial
RET006174,ORD006174,PROD0237,CUST01149,2022-03-09,2023-06-21,Defective,597.86,Clothing,South,1,5.0,20,27.12,0,1.8,3,12,UPS,Full
RET006175,ORD006175,PROD0082,CUST02379,2022-11-14,2022-12-17,Late Delivery,108.15,Books,West,1,4.9,19,30.73,0,3.4,9,10,Local,Full
RET006176,ORD006176,PROD0203,CUST02743,2022-05-02,2022-12-20,Late Delivery,686.35,Clothing,East,0,3.1,26,45.54,0,3.0,4,7,UPS,Full
RET006177,ORD006177,PROD0690,CUST02815,2022-10-28,2023-05-23,Changed Mind,863.61,Home,North,0,4.9,17,19.9,1,4.1,6,7,FedEx,Full
RET006178,ORD006178,PROD0069,CUST01277,2022-12-17,2022-09-01,Changed Mind,508.92,Electronics,West,0,4.9,18,42.03,1,4.6,0,3,UPS,Full
RET006179,ORD006179,PROD0766,CUST01664,2022-04-24,2023-07-11,Late Delivery,599.11,Clothing,West,1,3.6,15,16.47,1,4.1,2,5,UPS,Partial
RET006180,ORD006180,PROD0149,CUST02972,2023-03-31,2023-09-27,Wrong Item,733.84,Electronics,North,0,2.3,17,28.06,1,1.2,1,3,FedEx,Partial
RET006181,ORD006181,PROD0829,CUST00405,2022-09-14,2022-04-17,Changed Mind,827.28,Clothing,South,1,3.3,27,17.72,0,4.7,1,5,DHL,Full
RET006182,ORD006182,PROD0049,CUST01091,2023-07-27,2023-07-07,Late Delivery,941.12,Clothing,West,0,3.3,16,46.99,1,4.6,4,11,DHL,Full
RET006183,ORD006183,PROD0611,CUST01516,2023-10-17,2022-10-06,Defective,903.18,Home,East,1,3.4,27,21.63,1,1.5,6,4,UPS,Full
RET006184,ORD006184,PROD0789,CUST02210,2022-05-15,2022-03-03,Late Delivery,149.46,Electronics,North,1,1.5,25,45.05,0,4.8,3,14,FedEx,Partial
RET006185,ORD006185,PROD0937,CUST00008,2022-11-27,2023-02-08,Wrong Item,614.73,Books,West,0,3.7,20,40.62,1,1.4,2,14,FedEx,Full
RET006186,ORD006186,PROD0471,CUST01169,2022-11-27,2023-12-02,Late Delivery,703.65,Electronics,North,0,1.9,17,30.43,0,1.8,1,10,Local,Partial
RET006187,ORD006187,PROD0057,CUST02158,2023-05-21,2022-07-30,Wrong Item,712.15,Clothing,East,0,3.5,22,30.66,1,2.4,4,8,Local,Full
RET006188,ORD006188,PROD0036,CUST00587,2022-06-06,2023-07-28,Changed Mind,352.19,Clothing,South,0,3.9,15,15.54,0,1.7,7,3,UPS,Partial
RET006189,ORD006189,PROD0202,CUST02062,2023-07-05,2023-08-30,Changed Mind,649.19,Electronics,East,1,2.3,15,47.72,0,2.9,4,10,Local,Full
RET006190,ORD006190,PROD0845,CUST00191,2022-08-30,2022-09-06,Late Delivery,239.84,Electronics,West,0,5.0,8,37.72,0,4.0,8,8,DHL,Full
RET006191,ORD006191,PROD0864,CUST01456,2022-05-14,2023-04-17,Defective,871.01,Books,West,0,2.2,15,22.35,1,2.9,6,3,Local,Partial
RET006192,ORD006192,PROD0749,CUST01862,2022-02-10,2022-05-04,Late Delivery,841.93,Home,South,1,2.4,8,18.28,0,4.5,5,9,Local,Full
RET006193,ORD006193,PROD0773,CUST02544,2022-05-01,2023-11-13,Defective,535.54,Home,North,1,2.4,8,28.26,0,4.1,3,6,DHL,Partial
RET006194,ORD006194,PROD0612,CUST02368,2023-07-22,2022-04-20,Late Delivery,97.94,Electronics,North,0,3.0,27,34.75,0,2.4,8,13,FedEx,Partial
RET006195,ORD006195,PROD0193,CUST02045,2023-02-24,2023-08-25,Late Delivery,874.23,Clothing,North,0,3.2,17,21.57,0,4.5,1,12,UPS,Partial
RET006196,ORD006196,PROD0578,CUST02713,2022-06-20,2022-06-25,Changed Mind,672.35,Clothing,North,0,1.9,24,49.65,1,4.5,5,9,UPS,Full
RET006197,ORD006197,PROD0299,CUST02848,2022-06-19,2022-06-04,Defective,330.36,Books,North,1,1.1,23,25.27,0,1.4,1,14,FedEx,Full
RET006198,ORD006198,PROD0952,CUST00491,2022-06-19,2023-05-26,Defective,816.94,Books,East,0,4.6,24,30.07,1,3.6,7,3,UPS,Partial
RET006199,ORD006199,PROD0821,CUST01736,2023-01-03,2022-11-27,Late Delivery,533.0,Electronics,South,0,2.0,24,33.4,1,1.3,8,8,DHL,Full
RET006200,ORD006200,PROD1000,CUST02831,2023-05-12,2023-06-20,Wrong Item,303.03,Books,South,0,1.4,18,6.81,0,4.2,5,7,FedEx,Full
RET006201,ORD006201,PROD0248,CUST02423,2022-03-14,2022-07-27,Wrong Item,812.44,Clothing,South,1,3.1,27,42.52,0,3.5,0,12,FedEx,Partial
RET006202,ORD006202,PROD0555,CUST01731,2023-01-26,2023-07-07,Defective,856.45,Electronics,East,0,1.0,7,0.17,0,3.1,0,6,UPS,Full
RET006203,ORD006203,PROD0821,CUST00616,2022-05-30,2022-10-05,Late Delivery,970.98,Home,East,1,3.0,22,47.5,0,3.1,2,13,Local,Full
RET006204,ORD006204,PROD0484,CUST00791,2022-02-03,2023-11-08,Changed Mind,424.72,Clothing,West,1,5.0,11,13.2,1,3.8,3,1,Local,Partial
RET006205,ORD006205,PROD0785,CUST01132,2023-12-01,2023-05-29,Late Delivery,93.03,Books,South,0,2.8,27,38.63,1,4.7,6,6,FedEx,Partial
RET006206,ORD006206,PROD0561,CUST01870,2022-11-09,2022-12-20,Late Delivery,155.57,Home,North,0,4.6,16,31.03,1,3.7,9,8,Local,Full
RET006207,ORD006207,PROD0072,CUST02764,2022-05-30,2022-08-19,Wrong Item,922.03,Books,South,0,3.7,12,10.0,1,1.3,6,2,DHL,Partial
RET006208,ORD006208,PROD0510,CUST02132,2023-03-22,2023-04-30,Late Delivery,364.32,Home,North,1,3.2,17,43.07,1,2.7,6,6,Local,Full
RET006209,ORD006209,PROD0053,CUST01172,2023-11-29,2023-10-17,Defective,256.73,Electronics,North,0,4.9,25,27.81,0,1.9,7,10,FedEx,Partial
RET006210,ORD006210,PROD0091,CUST01470,2022-03-24,2022-08-05,Defective,877.27,Electronics,East,0,3.3,25,23.5,1,3.3,6,8,Local,Partial
,ORD006211,PROD0249,CUST00872,2022-07-19,2023-08-09,Late Delivery,280.88,Home,East,0,3.4,12,22.08,0,2.9,4,1,DHL,Partial
RET006212,ORD006212,PROD0302,CUST02969,2022-12-29,2022-09-19,Wrong Item,217.37,Home,North,1,3.0,23,47.93,1,3.9,9,8,DHL,Full
RET006213,ORD006213,PROD0159,CUST01675,2022-07-01,2023-10-01,Wrong Item,664.76,Home,North,0,1.2,10,8.56,1,3.1,7,14,Local,Full
RET006214,ORD006214,PROD0457,CUST00997,2023-07-18,2023-01-16,Defective,292.08,Clothing,West,1,1.9,21,21.13,0,3.4,6,9,DHL,Partial
RET006215,ORD006215,PROD0407,CUST02174,2022-05-20,2022-02-13,Defective,131.15,Electronics,North,1,3.5,7,1.52,0,1.2,5,11,DHL,Partial
RET006216,ORD006216,PROD0407,CUST00514,2022-09-08,2022-10-26,Changed Mind,599.32,Books,East,0,5.0,21,40.44,1,4.8,4,12,DHL,Partial
RET006217,ORD006217,PROD0823,CUST01331,2022-02-24,2022-05-22,Wrong Item,511.06,Books,South,1,3.1,28,27.26,1,3.8,9,7,Local,Full
RET006218,ORD006218,PROD0002,CUST01250,2023-03-21,2022-01-28,Late Delivery,763.09,Books,South,0,3.8,28,12.16,0,3.5,6,11,UPS,Full
RET006219,ORD006219,PROD0625,CUST01525,2022-07-13,2023-10-19,Wrong Item,253.32,Home,North,1,3.6,13,24.03,1,3.3,4,1,Local,Full
RET006220,ORD006220,PROD1000,CUST00783,2023-05-09,2023-11-08,Defective,599.51,Clothing,East,0,2.4,16,6.57,0,1.2,9,4,Local,Partial
RET006221,ORD006221,PROD0977,CUST00145,2022-07-05,2022-08-27,Changed Mind,696.86,Home,North,0,1.6,12,13.64,0,3.7,7,1,FedEx,Partial
RET006222,ORD006222,PROD0631,CUST01935,2023-10-10,2023-11-19,Late Delivery,192.88,Home,South,1,2.0,16,49.98,0,2.2,0,7,UPS,Partial
RET006223,ORD006223,PROD0193,CUST02795,2022-08-02,2023-10-04,Wrong Item,361.28,Home,North,0,4.3,24,37.31,1,3.7,1,13,Local,Partial
RET006224,ORD006224,PROD0632,CUST00168,2022-01-07,2022-04-11,Defective,138.05,Home,East,1,3.9,26,9.34,0,2.6,2,2,UPS,Full
RET006225,ORD006225,PROD0218,CUST01417,2023-06-27,2023-04-30,Defective,135.11,Clothing,East,1,2.1,12,21.62,1,1.6,4,1,FedEx,Full
RET006226,ORD006226,PROD0093,CUST00272,2023-10-05,2022-12-17,Defective,889.31,Home,East,0,2.5,27,14.65,0,2.5,7,13,FedEx,Partial
RET006227,ORD006227,PROD0472,CUST01832,2022-09-07,2023-11-20,Late Delivery,852.79,Clothing,West,1,3.6,24,16.27,0,1.2,3,13,DHL,Partial
RET006228,ORD006228,PROD0117,CUST00218,2023-11-07,2022-07-15,Defective,976.64,Clothing,East,1,4.0,28,0.59,0,5.0,9,10,DHL,Full
,ORD006229,PROD0600,CUST00008,2022-12-20,2022-11-11,Defective,864.15,Home,North,0,4.7,18,37.37,1,1.3,3,8,FedEx,Partial
RET006230,ORD006230,PROD0574,CUST02691,2023-07-05,2022-11-07,Wrong Item,945.11,Home,North,1,2.2,12,20.4,1,3.4,7,2,FedEx,Full
RET006231,ORD006231,PROD0297,CUST01666,2023-12-04,2022-01-11,Changed Mind,903.89,Electronics,South,0,2.4,20,7.79,0,2.6,9,9,FedEx,Full
RET006232,ORD006232,PROD0497,CUST00046,2022-02-23,2022-07-04,Defective,265.25,Electronics,South,1,4.0,8,29.53,0,4.2,6,9,FedEx,Full
RET006233,ORD006233,PROD0208,CUST00786,2023-04-03,2022-10-03,Late Delivery,326.45,Books,South,0,2.5,19,11.85,0,4.5,3,3,FedEx,Full
RET006234,ORD006234,PROD0580,CUST00285,2022-11-28,2023-01-07,Late Delivery,906.56,Electronics,South,0,1.1,15,19.94,1,4.3,3,12,DHL,Partial
RET006235,ORD006235,PROD0351,CUST02382,2023-10-08,2022-01-21,Wrong Item,631.6,Books,North,0,1.2,26,13.86,0,1.2,0,7,UPS,Full
