CampaignID,StartDate,EndDate,Channel,AdSpend,Clicks,Conversions,RevenueGenerated,CostPerClick,ConversionRate,Impressions,BounceRate,EngagementScore,TargetAudience,Region,CampaignType,Budget,CTR,CPC,CPA
CMP0167,2023-10-27,2022-10-20,Affiliate,2925.91,6537,1437,1356.74,3.67,0.24,31736,0.77,8.39,Seniors,East,Conversion,40690.18,0.07,2.3,22.43
,2023-02-19,2023-03-10,Email,3589.63,862,3864,19548.98,3.25,0.26,2157,0.31,9.37,Teens,North,Awareness,49491.01,0.12,0.68,26.96
,2023-11-05,2022-07-16,Search,3100.45,5696,2752,13256.68,2.43,0.5,2335,0.34,7.65,Adults,North,Awareness,4037.83,0.03,0.71,33.78
CMP0344,2022-05-28,2022-05-05,Social Media,2566.08,6049,4081,13890.57,3.4,0.35,66163,0.69,1.37,Adults,East,Conversion,36798.68,0.09,0.35,24.55
CMP0495,2022-03-12,2022-03-26,Email,7549.61,6362,3284,10439.71,4.25,0.07,28156,0.65,6.39,Teens,East,Awareness,46428.54,0.11,1.8,17.23
CMP0424,2023-08-03,2023-12-31,Affiliate,436.51,6721,2618,16585.75,3.13,0.28,94002,0.46,8.03,Seniors,West,Awareness,25510.22,0.08,2.21,44.1
CMP0294,2022-04-15,2022-04-03,Email,7311.1,2989,2384,16751.45,4.54,0.09,50345,0.68,5.69,Teens,South,Retention,19665.85,0.03,1.54,17.57
CMP0444,2023-07-18,2023-08-09,Social Media,8253.28,7877,2474,3602.27,1.09,0.37,63099,0.59,1.72,Adults,North,Retention,28029.4,0.07,1.69,33.08
CMP0059,2022-02-11,2022-02-20,Search,753.84,1442,3815,15483.71,4.43,0.19,31527,0.25,5.61,Teens,North,Awareness,45481.45,0.19,0.97,36.99
CMP0138,2022-08-20,2022-03-09,Search,712.29,5614,3945,11550.16,2.75,0.33,55547,0.32,6.74,Teens,East,Awareness,42746.07,0.13,1.41,33.05
CMP0099,2022-10-25,2022-09-19,Affiliate,2926.09,7315,1393,15366.51,4.22,0.45,27718,0.15,6.13,Adults,South,Retention,30408.81,0.05,2.61,38.85
,2022-08-14,2022-11-13,Affiliate,2162.24,9928,3630,18414.64,3.74,0.4,57855,0.63,7.49,Seniors,West,Awareness,46658.09,0.16,2.59,14.07
,2023-10-01,2023-11-22,Affiliate,5853.22,6718,3286,7034.38,0.38,0.4,89021,0.14,3.4,Seniors,East,Conversion,36498.12,0.18,2.5,22.66
CMP0319,2023-02-12,2023-04-01,Affiliate,6786.97,7853,2960,11632.78,4.21,0.15,22689,0.69,7.28,Seniors,East,Conversion,19428.49,0.12,0.46,30.12
CMP0049,2023-02-08,2023-12-03,Social Media,6378.01,8841,289,15855.92,1.75,0.3,68632,0.53,4.0,Teens,West,Conversion,12663.04,0.09,2.92,44.19
CMP0448,2023-05-10,2023-05-23,Affiliate,3637.74,2105,3988,19741.99,2.17,0.1,94392,0.45,7.42,Teens,North,Retention,31922.0,0.08,0.34,48.56
CMP0032,2022-10-01,2022-04-09,Email,5034.14,6971,2280,12445.24,0.15,0.12,77001,0.58,5.4,Adults,North,Awareness,38328.9,0.04,2.91,43.68
CMP0391,2022-05-27,2022-12-22,Social Media,6435.91,2283,2165,14563.95,3.82,0.36,21234,0.6,8.05,Teens,East,Awareness,33608.0,0.02,2.1,10.62
CMP0277,2022-08-12,2023-06-08,Social Media,1282.32,9050,693,17003.73,2.39,0.21,84333,0.57,5.52,Adults,North,Conversion,31111.5,0.05,2.7,6.3
CMP0020,2023-02-26,2022-10-20,Affiliate,2372.17,423,611,15149.99,4.7,0.45,71586,0.67,3.59,Teens,South,Awareness,5414.53,0.1,2.19,17.72
CMP0154,2022-02-03,2023-10-28,Social Media,8915.91,7464,2053,18875.47,1.48,0.25,72602,0.61,9.91,Teens,North,Conversion,30291.54,0.02,2.38,23.33
CMP0383,2023-03-21,2022-09-17,Email,3489.03,8402,1542,4979.33,2.53,0.04,50647,0.49,3.18,Teens,South,Conversion,1517.49,0.2,2.75,10.62
CMP0068,2022-06-26,2022-11-16,Social Media,8031.45,1923,970,18202.02,2.11,0.21,13400,0.76,4.62,Adults,West,Conversion,2973.61,0.14,2.77,35.58
CMP0366,2022-11-04,2023-11-22,Social Media,2584.8,3721,3087,4538.56,3.98,0.08,92894,0.88,7.98,Adults,East,Awareness,13310.6,0.08,0.86,45.53
CMP0372,2023-12-05,2022-06-26,Email,512.24,1238,516,11520.0,2.72,0.5,96150,0.59,5.66,Teens,East,Conversion,7052.97,0.09,3.0,22.97
CMP0214,2022-04-28,2022-04-22,Email,5053.97,1820,1832,10696.48,2.35,0.02,70420,0.67,7.15,Adults,North,Retention,12192.48,0.2,1.79,49.51
CMP0143,2022-08-12,2022-10-12,Social Media,8935.57,823,1204,16710.97,4.74,0.29,73752,0.51,5.39,Seniors,West,Retention,48530.26,0.08,2.74,18.15
CMP0376,2023-02-13,2023-08-16,Search,8210.92,6731,884,8271.67,1.95,0.19,45199,0.42,6.49,Teens,North,Retention,46762.97,0.04,1.01,23.19
CMP0232,2022-12-12,2022-10-17,Social Media,2604.1,2512,2325,3292.07,2.5,0.31,20207,0.79,5.61,Teens,West,Conversion,4524.23,0.09,1.18,7.48
CMP0213,2023-10-25,2022-12-19,Email,9108.36,866,4298,14282.52,2.82,0.27,58523,0.26,9.93,Seniors,East,Awareness,5131.08,0.05,0.82,37.0
CMP0079,2022-04-26,2023-09-17,Email,4849.19,9585,2813,12329.32,0.36,0.46,13781,0.65,2.87,Adults,South,Awareness,29498.94,0.12,2.68,5.59
,2023-04-20,2023-01-02,Email,585.09,4117,2817,16627.83,2.68,0.1,82689,0.21,9.02,Teens,West,Conversion,47318.92,0.08,2.06,24.35
CMP0116,2023-08-11,2022-11-07,Search,376.45,4370,2127,15293.3,1.75,0.07,67291,0.71,5.18,Teens,North,Conversion,38327.99,0.06,0.25,15.18
CMP0092,2023-08-01,2023-11-07,Email,4902.63,7286,3200,17949.09,3.29,0.44,2419,0.29,1.23,Seniors,East,Conversion,34736.44,0.07,1.02,33.35
CMP0270,2022-07-20,2023-09-10,Affiliate,5508.6,2058,3798,16862.79,3.25,0.47,75336,0.59,9.8,Teens,West,Awareness,20760.58,0.19,0.4,14.66
CMP0411,2023-02-16,2022-05-12,Affiliate,891.14,8228,4615,13877.71,3.59,0.18,27092,0.21,8.83,Teens,South,Retention,35534.57,0.08,1.26,30.16
CMP0381,2023-09-17,2022-12-05,Search,9230.18,9286,743,9581.29,2.06,0.48,65831,0.1,1.66,Teens,North,Retention,30534.81,0.19,2.61,8.73
CMP0489,2022-09-18,2023-02-02,Email,7210.35,6497,4565,897.1,0.61,0.18,60078,0.69,4.45,Adults,East,Retention,39784.83,0.11,1.32,8.51
,2023-11-03,2023-10-07,Email,8032.7,1951,1671,6498.08,2.25,0.3,35166,0.8,8.77,Teens,East,Conversion,46054.85,0.12,0.23,44.87
CMP0058,2022-07-08,2023-04-12,Affiliate,5881.83,7010,4563,14686.69,2.81,0.34,46903,0.74,5.56,Adults,South,Awareness,37185.9,0.03,1.04,40.3
CMP0284,2022-04-11,2023-11-26,Affiliate,6669.09,3971,4672,1660.31,0.22,0.5,13376,0.21,9.32,Teens,North,Awareness,12659.64,0.2,2.18,48.54
CMP0026,2023-04-02,2023-04-13,Social Media,3939.82,3323,4144,15253.6,2.78,0.09,6666,0.29,6.37,Teens,West,Retention,24437.18,0.11,1.49,15.24
CMP0369,2023-04-02,2022-05-18,Search,6825.04,9514,979,10569.48,2.06,0.15,79172,0.76,8.29,Teens,North,Retention,36397.59,0.17,2.25,18.16
CMP0447,2023-04-11,2022-01-21,Social Media,9784.01,8081,271,17421.82,2.44,0.28,25809,0.11,5.05,Adults,South,Retention,41008.41,0.14,2.26,49.92
CMP0066,2023-02-25,2022-03-10,Search,6512.39,9768,4289,13366.41,1.59,0.12,85827,0.52,1.83,Seniors,East,Retention,11853.91,0.1,2.45,35.6
CMP0409,2022-07-23,2023-06-17,Email,3482.17,4977,4625,16069.62,2.51,0.29,72250,0.77,3.04,Teens,North,Conversion,28389.73,0.14,2.42,18.58
,2023-05-11,2022-01-02,Email,2923.87,9232,3609,3844.34,4.42,0.39,83599,0.26,2.22,Teens,East,Conversion,47029.55,0.03,2.05,16.6
CMP0254,2023-01-30,2022-11-21,Search,9637.12,6461,3969,3871.83,3.96,0.44,74306,0.22,8.22,Teens,South,Awareness,33898.12,0.02,1.8,42.86
CMP0387,2022-04-29,2023-04-19,Social Media,1931.52,917,395,4616.28,3.12,0.17,25545,0.25,9.31,Seniors,West,Awareness,27510.89,0.08,0.35,23.01
CMP0456,2023-01-19,2022-10-07,Affiliate,8081.35,4016,4358,6999.58,3.17,0.09,96888,0.7,3.08,Teens,West,Awareness,35236.87,0.05,0.65,6.84
CMP0044,2022-04-04,2022-09-06,Search,4706.1,7587,1044,18136.34,4.49,0.35,87815,0.87,3.9,Teens,North,Awareness,28545.05,0.18,2.59,21.31
CMP0097,2023-04-06,2023-11-15,Search,4493.22,2170,1549,15599.0,2.45,0.35,85642,0.27,7.66,Adults,East,Retention,15236.18,0.07,2.52,12.98
CMP0042,2022-02-21,2023-01-10,Search,7500.62,8928,1816,7610.54,2.74,0.22,83015,0.19,4.9,Adults,South,Conversion,20950.95,0.14,1.65,9.21
CMP0500,2022-04-04,2022-01-12,Email,1565.58,4906,4173,18410.38,4.31,0.3,74614,0.32,8.29,Seniors,East,Retention,41750.92,0.18,2.44,44.89
CMP0227,2023-08-18,2023-03-21,Search,4716.33,6942,2484,15689.06,3.8,0.4,70540,0.19,3.87,Adults,North,Retention,29837.88,0.02,0.92,36.27
CMP0262,2023-09-30,2022-06-29,Email,454.75,3775,2066,13293.12,2.22,0.37,57728,0.1,5.75,Adults,West,Awareness,21932.27,0.14,0.17,35.18
CMP0167,2023-01-05,2022-07-02,Affiliate,6737.03,7961,4642,9013.05,1.6,0.34,70581,0.46,8.51,Teens,East,Conversion,6530.6,0.01,1.21,32.03
CMP0436,2022-12-01,2022-12-05,Affiliate,677.94,2620,1610,13207.37,2.64,0.33,42366,0.7,4.15,Teens,North,Conversion,6635.78,0.17,2.57,37.36
CMP0279,2022-01-24,2022-02-20,Social Media,964.16,2625,3697,12067.97,0.69,0.36,52254,0.35,6.77,Seniors,East,Conversion,8409.21,0.2,0.24,47.64
CMP0089,2023-02-21,2023-03-10,Email,8463.78,5117,4800,15746.39,3.43,0.31,92396,0.36,6.82,Adults,East,Retention,46382.37,0.05,0.4,8.05
CMP0379,2022-02-27,2022-08-07,Affiliate,4485.26,6799,810,4898.8,2.38,0.05,52149,0.28,4.17,Adults,East,Retention,47904.46,0.04,1.14,6.59
CMP0178,2023-08-31,2023-03-03,Affiliate,2089.66,2735,2079,17768.77,3.02,0.3,99130,0.21,7.69,Teens,North,Awareness,36932.75,0.1,1.12,30.26
CMP0427,2022-05-22,2023-01-09,Social Media,5966.59,5872,3285,12041.46,4.25,0.45,87726,0.15,5.76,Adults,North,Conversion,3346.62,0.19,1.63,23.28
CMP0403,2022-05-01,2023-06-20,Social Media,5240.9,6937,4260,16231.79,1.85,0.03,92079,0.56,6.35,Seniors,South,Retention,30514.53,0.07,1.6,8.71
CMP0197,2022-04-16,2023-03-10,Social Media,4167.99,5259,3604,7272.4,2.54,0.21,16939,0.71,4.51,Adults,West,Conversion,31590.23,0.07,0.21,48.01
CMP0307,2023-03-25,2022-10-18,Email,9063.63,359,2867,8142.33,2.82,0.2,57325,0.5,1.81,Adults,South,Conversion,49248.85,0.13,1.68,39.47
CMP0267,2023-09-25,2023-07-10,Search,7519.63,3096,1495,18777.12,1.47,0.13,43875,0.78,7.29,Seniors,East,Conversion,12729.58,0.15,0.44,26.88
CMP0268,2022-05-30,2023-11-10,Email,1600.77,9047,4183,12628.12,1.45,0.29,17265,0.47,4.09,Teens,West,Conversion,36432.21,0.11,2.14,47.98
CMP0074,2023-12-20,2023-09-07,Social Media,5750.67,7908,4824,6695.88,2.68,0.09,16153,0.16,6.48,Adults,East,Retention,49688.12,0.05,2.83,39.64
CMP0008,2022-09-27,2022-04-10,Search,978.56,4201,4868,2102.07,1.36,0.46,76259,0.58,9.17,Seniors,West,Retention,47015.14,0.18,2.99,8.45
CMP0408,2023-07-26,2023-09-12,Affiliate,2522.07,6554,4162,8969.88,4.32,0.09,38744,0.67,8.51,Seniors,South,Retention,18368.74,0.11,1.39,34.9
CMP0476,2022-06-08,2023-01-15,Email,9107.62,8357,348,17057.12,4.97,0.48,26851,0.2,6.66,Adults,South,Conversion,7926.89,0.19,1.98,26.24
CMP0297,2023-12-18,2022-11-15,Social Media,4674.59,2878,283,5402.92,1.13,0.02,77173,0.52,3.05,Seniors,North,Conversion,4757.02,0.1,1.65,31.63
CMP0164,2022-03-07,2022-08-30,Social Media,8931.85,1269,3971,17275.6,2.92,0.25,51700,0.34,5.65,Teens,North,Retention,3932.01,0.04,0.61,15.83
CMP0485,2022-02-04,2022-01-25,Search,1743.39,1766,1902,3652.12,0.81,0.03,86615,0.87,4.37,Teens,North,Retention,5315.22,0.08,1.47,26.01
CMP0085,2023-05-17,2022-12-04,Email,2132.88,8951,3766,3033.68,1.01,0.44,93009,0.27,6.32,Adults,East,Awareness,48997.29,0.11,2.83,19.8
CMP0072,2023-11-26,2023-10-28,Affiliate,3592.96,5099,4538,12311.0,3.85,0.4,53479,0.65,7.58,Teens,North,Conversion,49359.72,0.05,1.6,24.95
CMP0055,2022-11-13,2022-01-10,Affiliate,3726.62,460,2448,16190.44,1.08,0.12,83805,0.35,7.54,Teens,South,Awareness,6668.08,0.09,2.43,9.68
CMP0393,2022-04-04,2022-08-20,Search,7478.24,8121,1931,15711.03,3.77,0.08,8238,0.43,1.51,Seniors,West,Conversion,5011.13,0.03,1.79,10.79
CMP0047,2022-04-26,2022-07-26,Search,6034.16,5814,3423,11100.37,2.08,0.11,87420,0.76,4.36,Seniors,South,Retention,33564.22,0.18,1.52,25.63
CMP0399,2022-03-17,2022-12-12,Affiliate,5577.17,6143,1293,12954.49,2.45,0.05,41672,0.9,4.51,Seniors,South,Retention,41124.3,0.19,0.3,15.9
CMP0432,2023-05-21,2023-06-20,Search,6063.52,7205,4101,5534.89,1.37,0.13,70002,0.2,2.69,Teens,West,Conversion,38152.69,0.1,2.83,17.24
CMP0238,2023-04-29,2022-03-22,Search,7348.69,7852,2231,11248.81,2.79,0.04,83339,0.47,5.38,Seniors,South,Conversion,1455.4,0.18,0.49,34.08
CMP0104,2023-08-25,2022-12-05,Email,8938.88,7622,1757,4550.18,1.72,0.43,16946,0.6,3.51,Teens,South,Retention,22301.83,0.04,2.21,5.59
CMP0210,2023-12-24,2023-07-18,Search,4205.93,3897,3276,18602.99,0.96,0.43,50718,0.41,4.13,Teens,South,Conversion,36281.57,0.02,0.97,25.66
CMP0042,2022-06-17,2023-08-24,Social Media,8048.97,3860,3522,13722.11,0.78,0.28,45065,0.21,6.15,Seniors,North,Awareness,40829.52,0.07,1.01,30.78
CMP0316,2023-07-01,2022-08-19,Social Media,5001.46,8468,3388,11510.56,5.0,0.46,44485,0.12,8.63,Teens,North,Conversion,35020.71,0.06,1.59,20.6
CMP0468,2023-03-13,2023-09-17,Social Media,7248.57,4140,4413,5319.27,1.79,0.18,36654,0.13,4.85,Adults,North,Awareness,17155.87,0.05,1.45,28.89
CMP0454,2022-09-24,2023-10-11,Search,8760.76,6270,2652,8475.07,4.04,0.1,21397,0.5,5.86,Seniors,South,Awareness,14270.02,0.16,0.35,42.28
CMP0268,2022-04-02,2023-08-03,Affiliate,418.93,8228,565,15714.23,1.77,0.16,64268,0.43,8.16,Adults,West,Awareness,41622.54,0.16,0.57,24.9
CMP0386,2022-02-03,2022-05-19,Social Media,5511.63,9604,2264,5168.46,3.15,0.07,29603,0.88,4.87,Teens,West,Retention,27623.84,0.12,2.79,26.87
CMP0263,2022-01-30,2023-03-28,Email,9894.87,7083,1150,3012.72,4.22,0.41,19321,0.83,4.48,Seniors,West,Retention,13461.26,0.15,1.34,43.65
CMP0336,2023-04-08,2023-05-27,Search,5012.62,4099,3814,6493.4,3.51,0.38,75844,0.59,6.99,Teens,South,Retention,43498.14,0.06,1.21,25.61
CMP0387,2023-10-21,2022-06-20,Affiliate,8656.61,8822,1795,15992.2,0.44,0.1,45815,0.48,3.44,Seniors,South,Awareness,41019.13,0.14,1.58,47.45
CMP0365,2023-02-02,2023-03-03,Affiliate,1940.41,1361,1123,17720.76,1.04,0.28,22657,0.56,1.26,Seniors,South,Awareness,25179.86,0.15,0.77,45.53
,2022-08-21,2022-03-09,Search,6082.44,5356,3109,8580.08,4.38,0.15,93276,0.47,2.21,Adults,South,Retention,40708.21,0.19,0.36,6.67
CMP0283,2023-02-11,2023-07-27,Search,8716.03,5382,3625,15734.53,2.41,0.07,75746,0.38,3.48,Teens,North,Conversion,6068.91,0.03,2.7,13.18
CMP0114,2023-02-13,2022-12-20,Email,4372.18,2986,1250,6978.37,3.03,0.13,12570,0.59,8.28,Adults,East,Retention,45467.01,0.17,0.5,27.28
CMP0363,2023-11-20,2022-07-20,Search,4918.55,5042,3902,10421.42,0.22,0.3,54834,0.84,2.89,Adults,East,Awareness,48912.97,0.04,1.94,11.02
CMP0040,2022-10-01,2023-08-28,Search,911.98,7143,80,893.6,2.49,0.33,5447,0.62,6.59,Adults,East,Conversion,1532.71,0.09,2.13,44.37
CMP0486,2023-08-28,2022-07-26,Affiliate,517.5,5247,4135,14383.92,2.21,0.1,12097,0.24,3.78,Adults,North,Retention,43473.54,0.01,0.13,25.01
CMP0417,2022-01-17,2023-11-11,Social Media,4740.21,8547,2878,14514.86,3.46,0.39,61320,0.48,1.53,Adults,North,Awareness,37847.24,0.19,2.23,12.25
CMP0220,2022-07-02,2022-11-29,Social Media,8450.41,8070,4776,2453.97,1.44,0.29,29731,0.24,8.49,Teens,South,Conversion,42899.0,0.19,2.95,35.53
CMP0129,2022-11-02,2023-11-02,Affiliate,9320.11,5971,1554,7496.7,3.75,0.22,41612,0.2,9.4,Teens,South,Awareness,15544.29,0.19,2.56,36.51
CMP0008,2022-08-11,2023-10-20,Search,6620.66,1878,2380,9929.16,3.39,0.33,24434,0.36,2.5,Adults,South,Awareness,47796.74,0.03,1.25,28.0
CMP0101,2023-12-18,2022-01-22,Email,8281.35,4860,2427,15595.08,2.6,0.17,39604,0.26,5.59,Teens,West,Retention,41812.96,0.07,0.14,11.57
CMP0416,2023-07-25,2022-11-02,Social Media,7375.06,4460,1189,16560.33,1.94,0.14,18825,0.85,3.59,Seniors,East,Conversion,21197.08,0.09,2.74,41.58
CMP0380,2023-09-26,2022-04-12,Search,7044.71,2080,2723,14523.59,1.58,0.46,14507,0.14,5.95,Teens,South,Conversion,39633.67,0.2,2.51,45.08
CMP0176,2022-03-22,2022-02-10,Social Media,7713.43,1687,1116,4709.02,2.72,0.45,6685,0.87,7.32,Seniors,North,Retention,21876.78,0.16,2.82,46.48
CMP0107,2023-01-05,2022-07-05,Affiliate,5102.5,8692,2462,7448.64,2.93,0.24,73135,0.77,9.86,Teens,East,Retention,17154.96,0.13,2.95,14.66
CMP0101,2022-10-21,2022-06-25,Social Media,4633.59,6703,4718,5322.41,2.3,0.31,51169,0.31,4.14,Adults,North,Retention,8153.98,0.08,0.76,31.95
CMP0260,2023-02-23,2023-07-04,Affiliate,1675.52,3737,3361,12925.11,1.67,0.33,78937,0.17,3.29,Seniors,South,Awareness,46455.39,0.2,0.89,36.56
CMP0478,2023-01-15,2022-05-20,Affiliate,8453.77,7400,290,13123.32,4.41,0.33,83363,0.55,7.01,Teens,West,Awareness,12346.18,0.15,1.22,8.5
CMP0454,2023-02-20,2022-12-05,Affiliate,541.68,7264,1725,815.3,1.62,0.27,68338,0.3,8.59,Teens,East,Conversion,26047.66,0.11,0.35,30.19
CMP0366,2023-10-28,2023-08-08,Email,2747.7,9506,1123,14768.37,3.39,0.16,55293,0.3,1.25,Adults,West,Conversion,26893.71,0.11,2.89,7.16
CMP0246,2023-09-16,2023-08-10,Search,5247.17,1247,2186,4975.45,4.53,0.45,99776,0.56,1.39,Teens,West,Conversion,2659.94,0.02,2.26,41.14
CMP0275,2023-02-03,2023-01-04,Affiliate,9718.82,5650,4414,16126.83,3.27,0.29,54803,0.47,6.23,Teens,South,Retention,40034.63,0.08,0.23,44.75
CMP0032,2023-10-10,2022-09-08,Affiliate,7881.13,7485,1997,16739.88,1.89,0.45,51033,0.51,2.17,Teens,East,Retention,34980.87,0.04,2.08,33.47
CMP0137,2023-10-14,2023-12-21,Social Media,3749.85,2550,4590,16041.03,1.56,0.42,41846,0.36,6.66,Teens,South,Awareness,15192.08,0.15,0.49,46.73
CMP0012,2022-04-20,2022-05-29,Search,7168.09,7238,3188,8458.2,4.28,0.33,27187,0.36,6.09,Seniors,East,Conversion,46708.62,0.18,2.38,17.25
CMP0395,2023-04-22,2022-11-23,Email,9320.56,3493,3031,7291.89,2.5,0.36,18248,0.9,8.21,Adults,East,Conversion,49586.31,0.19,2.01,36.85
CMP0302,2022-05-28,2023-09-05,Email,5434.95,6457,3080,8984.86,3.01,0.46,70023,0.41,8.18,Adults,West,Awareness,34018.15,0.2,1.71,12.97
CMP0375,2023-08-31,2022-03-18,Social Media,4673.21,9165,1538,10781.12,3.02,0.32,84013,0.28,8.49,Seniors,West,Retention,37685.12,0.05,1.07,7.97
CMP0016,2023-10-28,2023-11-17,Email,5574.63,5764,2849,5373.44,2.72,0.24,76882,0.66,9.41,Adults,East,Awareness,3917.27,0.11,2.13,24.1
CMP0129,2023-04-07,2022-10-02,Social Media,3184.15,8665,4388,18666.91,4.66,0.23,23784,0.73,6.31,Teens,North,Retention,22333.64,0.15,0.94,47.75
CMP0063,2022-09-01,2022-04-14,Search,9082.75,1294,1140,10329.27,4.66,0.49,7629,0.29,2.3,Teens,South,Conversion,2208.62,0.13,0.16,42.22
CMP0109,2023-08-10,2023-02-22,Social Media,7993.09,6587,3414,1927.34,0.3,0.38,70139,0.19,9.23,Teens,North,Retention,36235.14,0.2,2.75,36.53
CMP0375,2023-01-03,2023-02-21,Social Media,7084.29,3627,4975,19945.44,2.58,0.34,79961,0.34,9.97,Seniors,South,Awareness,41710.7,0.06,0.42,34.99
,2023-12-18,2023-01-17,Affiliate,5932.01,3581,4366,9940.03,2.87,0.06,90636,0.52,1.35,Teens,West,Conversion,6832.5,0.12,2.37,16.63
CMP0158,2022-11-21,2022-01-15,Email,9697.8,5715,3311,18966.28,4.64,0.3,66895,0.4,6.42,Teens,South,Conversion,5595.83,0.06,1.18,6.38
CMP0269,2023-08-29,2023-05-25,Search,3047.29,7558,1939,8110.53,0.44,0.1,23529,0.22,4.37,Adults,West,Conversion,41344.1,0.14,1.42,25.54
CMP0162,2023-02-24,2022-03-13,Search,2903.04,8116,4326,4882.84,3.97,0.2,47669,0.12,3.73,Teens,West,Retention,25847.67,0.07,0.83,18.86
CMP0260,2022-09-17,2022-11-03,Affiliate,2497.17,2157,702,14869.16,3.25,0.28,57881,0.5,7.92,Seniors,North,Awareness,42472.61,0.15,0.5,21.18
CMP0412,2023-03-18,2023-11-19,Social Media,7443.58,2517,2455,8933.64,3.69,0.01,41657,0.8,3.71,Seniors,South,Awareness,20391.29,0.13,0.24,8.24
CMP0102,2022-03-08,2023-07-08,Search,7993.13,225,723,17688.44,1.53,0.43,41080,0.58,2.35,Adults,West,Conversion,9547.71,0.04,0.15,16.8
CMP0223,2023-07-19,2023-03-14,Search,6011.43,2932,2854,9557.58,3.76,0.22,69199,0.79,3.18,Seniors,West,Retention,19174.81,0.05,1.78,31.06
CMP0059,2022-02-21,2022-08-15,Social Media,6554.64,4578,4735,7097.64,1.49,0.32,65567,0.71,5.84,Seniors,East,Retention,14683.52,0.1,2.7,45.74
CMP0247,2022-04-27,2023-11-28,Social Media,3554.71,6570,4734,19350.22,3.41,0.11,33617,0.37,3.29,Seniors,West,Awareness,25950.05,0.14,0.76,41.83
CMP0128,2023-12-31,2022-01-25,Search,493.6,8741,2766,16692.3,3.96,0.35,34566,0.43,4.15,Seniors,North,Conversion,44649.38,0.04,0.32,18.39
CMP0283,2022-05-21,2023-03-10,Social Media,2610.99,4718,1739,4509.19,3.94,0.16,14628,0.79,6.17,Seniors,West,Retention,18518.85,0.06,1.64,39.75
CMP0325,2022-10-16,2022-05-04,Email,5884.6,1109,1837,10032.68,2.77,0.26,6456,0.66,7.23,Seniors,West,Retention,37024.4,0.03,1.55,35.93
CMP0025,2023-03-17,2022-02-15,Search,8148.03,3878,1531,2709.67,2.13,0.17,13631,0.55,1.63,Adults,North,Retention,32308.75,0.03,2.23,11.46
CMP0131,2023-05-24,2023-02-26,Social Media,7794.23,1041,310,2601.02,1.29,0.33,52436,0.86,4.7,Teens,East,Retention,11913.56,0.09,0.67,31.44
CMP0353,2023-01-29,2023-05-07,Search,1876.92,3703,4102,17141.3,0.26,0.43,40555,0.14,7.43,Seniors,South,Conversion,16546.82,0.05,2.6,40.64
CMP0196,2023-03-21,2023-11-25,Search,609.32,4080,1038,18670.6,0.34,0.32,50651,0.79,3.95,Seniors,East,Awareness,11117.81,0.07,0.3,11.15
CMP0281,2022-05-04,2023-04-28,Affiliate,8520.54,4468,3928,14907.24,2.15,0.1,89948,0.35,7.82,Adults,West,Conversion,38154.9,0.13,1.61,7.87
CMP0404,2023-05-09,2023-02-19,Email,848.33,8793,1829,19790.12,0.57,0.13,60182,0.62,4.08,Adults,East,Awareness,7284.36,0.14,1.97,7.97
CMP0418,2022-04-16,2023-04-22,Email,3993.78,1350,4132,1382.94,0.65,0.27,19942,0.83,7.83,Seniors,West,Conversion,29348.03,0.02,0.78,28.47
CMP0154,2023-09-01,2022-01-30,Affiliate,1032.83,7109,1720,6964.43,1.05,0.14,88674,0.38,9.6,Adults,East,Awareness,9392.3,0.07,0.25,6.51
CMP0382,2023-06-08,2023-06-21,Affiliate,5684.08,2419,3196,3076.42,2.46,0.11,78299,0.5,5.54,Seniors,West,Retention,10672.83,0.08,0.36,26.43
CMP0133,2023-03-17,2022-12-16,Search,3697.03,6010,4483,15749.36,3.0,0.03,12304,0.36,5.34,Teens,South,Retention,1253.85,0.18,2.65,28.79
CMP0227,2023-04-08,2023-10-22,Email,2104.69,6638,4202,17863.05,3.5,0.06,38248,0.66,5.36,Teens,East,Conversion,22599.3,0.1,0.1,14.17
CMP0189,2023-04-17,2023-01-14,Affiliate,5992.16,3295,1169,9218.81,2.48,0.29,52801,0.2,9.57,Teens,South,Awareness,40658.37,0.08,0.88,48.65
CMP0476,2023-02-24,2023-04-29,Social Media,3697.58,3057,397,16669.49,3.36,0.11,72081,0.7,2.43,Seniors,East,Awareness,5316.65,0.04,2.94,38.56
CMP0477,2022-08-27,2022-12-24,Search,1751.2,6438,1913,17028.62,4.32,0.25,79358,0.72,7.66,Seniors,North,Conversion,42467.63,0.17,1.2,22.78
,2023-02-20,2022-10-09,Email,7030.86,8011,4269,3223.96,1.93,0.32,82164,0.15,7.21,Seniors,East,Retention,42331.64,0.18,0.45,44.02
CMP0372,2023-02-08,2023-09-28,Search,8384.4,9488,1908,7851.22,3.47,0.13,78525,0.42,6.69,Teens,East,Conversion,12376.17,0.2,0.26,25.01
CMP0486,2022-10-18,2023-05-09,Search,2810.05,3374,1448,4166.55,3.33,0.48,27334,0.66,7.65,Adults,West,Awareness,43788.43,0.18,2.82,37.41
CMP0434,2023-10-19,2023-01-29,Social Media,1945.61,9348,4786,13565.99,3.22,0.14,62613,0.18,3.87,Adults,West,Retention,41500.33,0.16,2.65,31.9
CMP0134,2022-02-13,2023-04-17,Social Media,844.99,3148,1011,8052.96,2.96,0.09,31667,0.73,9.35,Adults,South,Retention,33064.54,0.1,0.35,25.8
